cohort allele allele_count all_alleles_count
14 1 214 349
14 1 215 252
14 1 216 144
14 1 217 123
14 1 218 84
14 1 219 52
14 1 220 35
14 1 221 17
14 1 222 16
14 1 223 4
14 1 224 4
14 1 225 4
14 1 226 3
14 1 227 1
14 1 230 1
14 1 232 1
14 2 3 9
14 2 4 58
14 2 5 236
14 2 6 754
14 2 7 2186
14 2 8 4869
14 2 9 9959
14 2 10 17147
14 2 11 27226
14 2 12 39780
14 2 13 53482
14 2 14 66915
14 2 15 79131
14 2 16 87428
14 2 17 91927
14 2 18 90869
14 2 19 85745
14 2 20 77522
14 2 21 66439
14 2 22 54613
14 2 23 43242
14 2 24 32440
14 2 25 23536
14 2 26 16454
14 2 27 10929
14 2 28 7145
14 2 29 4358
14 2 30 2538
14 2 31 1449
14 2 32 813
14 2 33 435
14 2 34 187
14 2 35 93
14 2 36 48
14 2 37 22
14 2 38 9
14 2 39 6
14 2 40 1
14 3 3 4
14 3 4 18
14 3 5 81
14 3 6 249
14 3 7 706
14 3 8 1866
14 3 9 4170
14 3 10 8318
14 3 11 14823
14 3 12 24017
14 3 13 36115
14 3 14 49569
14 3 15 63446
14 3 16 76276
14 3 17 86052
14 3 18 91586
14 3 19 91595
14 3 20 88249
14 3 21 79981
14 3 22 69492
14 3 23 58323
14 3 24 46054
14 3 25 34944
14 3 26 25398
14 3 27 18168
14 3 28 12038
14 3 29 7672
14 3 30 4699
14 3 31 2746
14 3 32 1629
14 3 33 811
14 3 34 472
14 3 35 230
14 3 36 109
14 3 37 46
14 3 38 25
14 3 39 10
14 3 40 9
14 3 41 3
14 3 45 1
14 4 19 1
14 4 20 1
14 4 21 12
14 4 22 21
14 4 23 68
14 4 24 177
14 4 25 408
14 4 26 778
14 4 27 1504
14 4 28 2778
14 4 29 4963
14 4 30 7991
14 4 31 12097
14 4 32 17668
14 4 33 24788
14 4 34 32695
14 4 35 41101
14 4 36 49936
14 4 37 58274
14 4 38 65369
14 4 39 70745
14 4 40 73859
14 4 41 73604
14 4 42 71828
14 4 43 67953
14 4 44 61768
14 4 45 54663
14 4 46 46592
14 4 47 38554
14 4 48 31366
14 4 49 24893
14 4 50 18844
14 4 51 14010
14 4 52 10174
14 4 53 7081
14 4 54 4919
14 4 55 3272
14 4 56 2114
14 4 57 1289
14 4 58 785
14 4 59 472
14 4 60 275
14 4 61 162
14 4 62 71
14 4 63 36
14 4 64 21
14 4 65 8
14 4 66 7
14 4 67 3
14 4 68 2
14 5 1 77
14 5 2 535
14 5 3 2219
14 5 4 6849
14 5 5 16334
14 5 6 31138
14 5 7 51234
14 5 8 73115
14 5 9 91738
14 5 10 104227
14 5 11 108331
14 5 12 105385
14 5 13 95934
14 5 14 81815
14 5 15 67227
14 5 16 52377
14 5 17 38963
14 5 18 27215
14 5 19 18570
14 5 20 11741
14 5 21 6898
14 5 22 4019
14 5 23 2097
14 5 24 1048
14 5 25 520
14 5 26 234
14 5 27 102
14 5 28 35
14 5 29 12
14 5 30 4
14 5 31 1
14 5 32 1
14 6 2 1
14 6 3 21
14 6 4 187
14 6 5 985
14 6 6 4068
14 6 7 12465
14 6 8 31170
14 6 9 61635
14 6 10 100133
14 6 11 137366
14 6 12 157731
14 6 13 154607
14 6 14 130188
14 6 15 95101
14 6 16 59302
14 6 17 31606
14 6 18 14784
14 6 19 5999
14 6 20 1977
14 6 21 525
14 6 22 127
14 6 23 20
14 6 24 2
14 7 9 1
14 7 10 4
14 7 11 37
14 7 12 138
14 7 13 386
14 7 14 1233
14 7 15 3122
14 7 16 7050
14 7 17 14516
14 7 18 25837
14 7 19 41305
14 7 20 60096
14 7 21 79155
14 7 22 96863
14 7 23 108611
14 7 24 111816
14 7 25 106389
14 7 26 95139
14 7 27 78298
14 7 28 59899
14 7 29 43184
14 7 30 28604
14 7 31 17660
14 7 32 10254
14 7 33 5608
14 7 34 2732
14 7 35 1223
14 7 36 536
14 7 37 203
14 7 38 62
14 7 39 30
14 7 40 7
14 7 41 2
14 8 4 75
14 8 5 900
14 8 6 5381
14 8 7 19455
14 8 8 49408
14 8 9 92784
14 8 10 138405
14 8 11 165129
14 8 12 164768
14 8 13 139206
14 8 14 101936
14 8 15 63640
14 8 16 34372
14 8 17 16019
14 8 18 6025
14 8 19 1949
14 8 20 458
14 8 21 80
14 8 22 10
14 9 18 1
14 9 19 9
14 9 20 15
14 9 21 48
14 9 22 161
14 9 23 447
14 9 24 1019
14 9 25 2260
14 9 26 4764
14 9 27 8893
14 9 28 15009
14 9 29 24454
14 9 30 36513
14 9 31 51228
14 9 32 66435
14 9 33 80520
14 9 34 91513
14 9 35 97891
14 9 36 98171
14 9 37 93166
14 9 38 82440
14 9 39 68880
14 9 40 55090
14 9 41 41594
14 9 42 29685
14 9 43 19983
14 9 44 12836
14 9 45 7671
14 9 46 4439
14 9 47 2465
14 9 48 1296
14 9 49 628
14 9 50 267
14 9 51 125
14 9 52 59
14 9 53 15
14 9 54 6
14 9 55 2
14 9 56 2
14 10 1 948
14 10 2 9603
14 10 3 43726
14 10 4 117320
14 10 5 204435
14 10 6 246596
14 10 7 204999
14 10 8 117779
14 10 9 43935
14 10 10 9653
14 10 11 1006
14 11 3 7814
14 11 4 54711
14 11 5 164277
14 11 6 273365
14 11 7 273411
14 11 8 163830
14 11 9 54841
14 11 10 7751
14 12 12 16
14 12 13 72
14 12 14 396
14 12 15 1597
14 12 16 5088
14 12 17 13660
14 12 18 30005
14 12 19 56615
14 12 20 90071
14 12 21 122796
14 12 22 145118
14 12 23 149045
14 12 24 133602
14 12 25 103912
14 12 26 70316
14 12 27 41678
14 12 28 21482
14 12 29 9406
14 12 30 3544
14 12 31 1209
14 12 32 277
14 12 33 79
14 12 34 14
14 12 35 2
14 13 2 4466
14 13 3 32194
14 13 4 103767
14 13 5 194866
14 13 6 238944
14 13 7 205723
14 13 8 129833
14 13 9 62557
14 13 10 22257
14 13 11 4880
14 13 12 513
14 14 2 7745
14 14 3 54379
14 14 4 164267
14 14 5 274563
14 14 6 272703
14 14 7 164038
14 14 8 54477
14 14 9 7828
14 15 19 2
14 15 20 25
14 15 21 87
14 15 22 411
14 15 23 1319
14 15 24 3752
14 15 25 9244
14 15 26 19560
14 15 27 36520
14 15 28 60297
14 15 29 88306
14 15 30 114596
14 15 31 131819
14 15 32 136177
14 15 33 124490
14 15 34 101681
14 15 35 73661
14 15 36 47516
14 15 37 27250
14 15 38 13763
14 15 39 6129
14 15 40 2321
14 15 41 758
14 15 42 241
14 15 43 61
14 15 44 11
14 15 45 3
14 16 7 1075
14 16 8 10169
14 16 9 43441
14 16 10 108894
14 16 11 183528
14 16 12 220403
14 16 13 195050
14 16 14 131493
14 16 15 68742
14 16 16 27672
14 16 17 7982
14 16 18 1425
14 16 19 126
14 17 15 60
14 17 16 863
14 17 17 5508
14 17 18 22260
14 17 19 61156
14 17 20 122768
14 17 21 182389
14 17 22 209161
14 17 23 183605
14 17 24 122417
14 17 25 60950
14 17 26 22490
14 17 27 5483
14 17 28 825
14 17 29 65
14 18 3 31231
14 18 4 156437
14 18 5 312750
14 18 6 312394
14 18 7 155552
14 18 8 31636
14 19 17 2020
14 19 18 17575
14 19 19 70245
14 19 20 163877
14 19 21 245604
14 19 22 245893
14 19 23 164704
14 19 24 70567
14 19 25 17549
14 19 26 1966
14 20 17 31273
14 20 18 156032
14 20 19 312879
14 20 20 311995
14 20 21 156605
14 20 22 31216
14 21 14 62212
14 21 15 249548
14 21 16 375639
14 21 17 249732
14 21 18 62869
14 22 5 125261
14 22 6 375612
14 22 7 374362
14 22 8 124765
14 23 6 500178
14 23 7 499822
14 24 6 501414
14 24 7 498586
14 25 8 1000000
15 0 1 1
15 0 127 1
15 1 104 1
15 1 130 1
15 1 131 1
15 1 133 1
15 1 134 1
15 1 135 3
15 1 136 3
15 1 137 8
15 1 138 9
15 1 139 18
15 1 140 28
15 1 141 43
15 1 142 62
15 1 143 111
15 1 144 138
15 1 145 230
15 1 146 322
15 1 147 450
15 1 148 624
15 1 149 862
15 1 150 1169
15 1 151 1567
15 1 152 2182
15 1 153 2806
15 1 154 3621
15 1 155 4689
15 1 156 5809
15 1 157 7283
15 1 158 8849
15 1 159 10868
15 1 160 12954
15 1 161 15556
15 1 162 17935
15 1 163 20838
15 1 164 23897
15 1 165 26891
15 1 166 29874
15 1 167 32610
15 1 168 35286
15 1 169 38368
15 1 170 40349
15 1 171 41845
15 1 172 42840
15 1 173 44478
15 1 174 44760
15 1 175 44245
15 1 176 43380
15 1 177 42091
15 1 178 40225
15 1 179 37975
15 1 180 35821
15 1 181 32897
15 1 182 29782
15 1 183 27152
15 1 184 23911
15 1 185 21159
15 1 186 18330
15 1 187 15683
15 1 188 13410
15 1 189 11002
15 1 190 9240
15 1 191 7447
15 1 192 6038
15 1 193 4736
15 1 194 3725
15 1 195 3055
15 1 196 2258
15 1 197 1667
15 1 198 1225
15 1 199 979
15 1 200 736
15 1 201 484
15 1 202 339
15 1 203 244
15 1 204 188
15 1 205 100
15 1 206 88
15 1 207 53
15 1 208 24
15 1 209 22
15 1 210 22
15 1 211 10
15 1 212 5
15 1 213 7
15 1 214 2
15 1 215 2
15 1 219 1
15 2 2 1
15 2 3 2
15 2 4 12
15 2 5 36
15 2 6 155
15 2 7 465
15 2 8 1175
15 2 9 2796
15 2 10 5191
15 2 11 9569
15 2 12 15365
15 2 13 23468
15 2 14 33156
15 2 15 44660
15 2 16 55429
15 2 17 65635
15 2 18 74117
15 2 19 79816
15 2 20 81709
15 2 21 81201
15 2 22 76636
15 2 23 69047
15 2 24 61037
15 2 25 51402
15 2 26 42475
15 2 27 33749
15 2 28 26429
15 2 29 20074
15 2 30 14712
15 2 31 10509
15 2 32 7477
15 2 33 4872
15 2 34 3107
15 2 35 1994
15 2 36 1124
15 2 37 630
15 2 38 374
15 2 39 192
15 2 40 109
15 2 41 57
15 2 42 23
15 2 43 8
15 2 44 3
15 2 45 1
15 2 46 1
15 3 3 1
15 3 4 1
15 3 5 6
15 3 6 40
15 3 7 94
15 3 8 244
15 3 9 676
15 3 10 1501
15 3 11 3022
15 3 12 5448
15 3 13 9347
15 3 14 14877
15 3 15 21856
15 3 16 31205
15 3 17 40841
15 3 18 50910
15 3 19 60820
15 3 20 69415
15 3 21 74966
15 3 22 78890
15 3 23 79024
15 3 24 75790
15 3 25 71148
15 3 26 63935
15 3 27 55264
15 3 28 46835
15 3 29 38093
15 3 30 29928
15 3 31 22922
15 3 32 17207
15 3 33 12145
15 3 34 8520
15 3 35 5656
15 3 36 3723
15 3 37 2303
15 3 38 1448
15 3 39 828
15 3 40 491
15 3 41 279
15 3 42 142
15 3 43 89
15 3 44 40
15 3 45 14
15 3 46 8
15 3 47 6
15 3 48 1
15 3 49 1
15 4 13 1
15 4 15 7
15 4 16 17
15 4 17 66
15 4 18 170
15 4 19 428
15 4 20 939
15 4 21 1892
15 4 22 3795
15 4 23 6804
15 4 24 11135
15 4 25 17632
15 4 26 25308
15 4 27 35197
15 4 28 45770
15 4 29 56385
15 4 30 66285
15 4 31 74094
15 4 32 80046
15 4 33 81922
15 4 34 80209
15 4 35 75583
15 4 36 68486
15 4 37 60127
15 4 38 50934
15 4 39 41509
15 4 40 33146
15 4 41 25140
15 4 42 18613
15 4 43 13089
15 4 44 9266
15 4 45 6093
15 4 46 3968
15 4 47 2487
15 4 48 1526
15 4 49 891
15 4 50 508
15 4 51 258
15 4 52 125
15 4 53 78
15 4 54 38
15 4 55 20
15 4 56 10
15 4 57 2
15 4 58 1
15 5 1 1606
15 5 2 6442
15 5 3 16975
15 5 4 33604
15 5 5 54090
15 5 6 74958
15 5 7 93015
15 5 8 104462
15 5 9 107606
15 5 10 104384
15 5 11 94944
15 5 12 81615
15 5 13 66642
15 5 14 51360
15 5 15 38010
15 5 16 26601
15 5 17 17935
15 5 18 11056
15 5 19 6681
15 5 20 3743
15 5 21 2135
15 5 22 1093
15 5 23 479
15 5 24 237
15 5 25 97
15 5 26 28
15 5 27 13
15 5 28 7
15 5 29 3
15 6 1 2663
15 6 2 12305
15 6 3 35080
15 6 4 73994
15 6 5 117472
15 6 6 151506
15 6 7 163804
15 6 8 149026
15 6 9 118364
15 6 10 81528
15 6 11 49304
15 6 12 25770
15 6 13 11952
15 6 14 4721
15 6 15 1588
15 6 16 511
15 6 17 109
15 6 18 20
15 6 19 5
15 7 4 4
15 7 5 33
15 7 6 110
15 7 7 436
15 7 8 1238
15 7 9 3332
15 7 10 7596
15 7 11 15575
15 7 12 28126
15 7 13 44970
15 7 14 65816
15 7 15 87638
15 7 16 105602
15 7 17 116347
15 7 18 117293
15 7 19 108186
15 7 20 92031
15 7 21 72409
15 7 22 52417
15 7 23 35001
15 7 24 21212
15 7 25 12365
15 7 26 6662
15 7 27 3199
15 7 28 1418
15 7 29 607
15 7 30 253
15 7 31 90
15 7 32 26
15 7 33 7
15 7 36 1
15 8 7 647
15 8 8 5223
15 8 9 19880
15 8 10 46829
15 8 11 82574
15 8 12 115679
15 8 13 138946
15 8 14 145948
15 8 15 134269
15 8 16 110112
15 8 17 81585
15 8 18 54351
15 8 19 32566
15 8 20 17360
15 8 21 8595
15 8 22 3582
15 8 23 1283
15 8 24 436
15 8 25 110
15 8 26 21
15 8 27 4
15 9 11 3
15 9 12 14
15 9 13 39
15 9 14 133
15 9 15 348
15 9 16 789
15 9 17 1586
15 9 18 3243
15 9 19 5663
15 9 20 9410
15 9 21 14781
15 9 22 21782
15 9 23 30270
15 9 24 40040
15 9 25 50789
15 9 26 60026
15 9 27 68873
15 9 28 75137
15 9 29 78818
15 9 30 79200
15 9 31 76541
15 9 32 71937
15 9 33 65020
15 9 34 55831
15 9 35 46907
15 9 36 38430
15 9 37 30193
15 9 38 22705
15 9 39 17099
15 9 40 11997
15 9 41 8221
15 9 42 5504
15 9 43 3498
15 9 44 2226
15 9 45 1335
15 9 46 773
15 9 47 425
15 9 48 216
15 9 49 102
15 9 50 48
15 9 51 25
15 9 52 12
15 9 53 6
15 9 54 3
15 9 55 1
15 9 56 1
15 10 1 94177
15 10 2 210640
15 10 3 265587
15 10 4 215300
15 10 5 124350
15 10 6 54644
15 10 7 15562
15 10 8 1938
15 11 1 54559
15 11 2 164082
15 11 3 273682
15 11 4 273725
15 11 5 163632
15 11 6 54662
15 11 7 7865
15 12 7 4
15 12 8 94
15 12 9 614
15 12 10 3115
15 12 11 11403
15 12 12 30856
15 12 13 65792
15 12 14 111039
15 12 15 153493
15 12 16 172366
15 12 17 162658
15 12 18 127484
15 12 19 83235
15 12 20 46024
15 12 21 21082
15 12 22 7804
15 12 23 2303
15 12 24 540
15 12 25 83
15 12 26 9
15 12 27 2
15 13 7 34
15 13 8 475
15 13 9 3300
15 13 10 13658
15 13 11 39994
15 13 12 84709
15 13 13 138474
15 13 14 179302
15 13 15 184443
15 13 16 154244
15 13 17 104405
15 13 18 58269
15 13 19 26178
15 13 20 9269
15 13 21 2635
15 13 22 552
15 13 23 53
15 13 24 6
15 14 4 31342
15 14 5 156320
15 14 6 312113
15 14 7 312802
15 14 8 156166
15 14 9 31257
15 15 10 1
15 15 12 2
15 15 13 24
15 15 14 195
15 15 15 827
15 15 16 2849
15 15 17 8225
15 15 18 20022
15 15 19 40701
15 15 20 70662
15 15 21 106492
15 15 22 136410
15 15 23 152632
15 15 24 146027
15 15 25 122109
15 15 26 88859
15 15 27 54469
15 15 28 29127
15 15 29 13241
15 15 30 5004
15 15 31 1626
15 15 32 407
15 15 33 75
15 15 34 14
15 16 10 4414
15 16 11 32111
15 16 12 103506
15 16 13 195465
15 16 14 239777
15 16 15 205860
15 16 16 129065
15 16 17 62662
15 16 18 21907
15 16 19 4762
15 16 20 471
15 17 15 35
15 17 16 490
15 17 17 3162
15 17 18 13763
15 17 19 42066
15 17 20 91311
15 17 21 152638
15 17 22 196818
15 17 23 195876
15 17 24 152986
15 17 25 91704
15 17 26 41432
15 17 27 14013
15 17 28 3248
15 17 29 432
15 17 30 26
15 18 1 375828
15 18 2 374851
15 18 3 124386
15 19 13 568
15 19 14 5160
15 19 15 22609
15 19 16 60075
15 19 17 109769
15 19 18 151429
15 19 19 169491
15 19 20 159652
15 19 21 129232
15 19 22 90683
15 19 23 54563
15 19 24 28227
15 19 25 12469
15 19 26 4500
15 19 27 1281
15 19 28 266
15 19 29 24
15 19 30 2
15 20 10 15716
15 20 11 93543
15 20 12 234469
15 20 13 312599
15 20 14 234057
15 20 15 93820
15 20 16 15796
15 21 5 7722
15 21 6 54292
15 21 7 164218
15 21 8 273418
15 21 9 273669
15 21 10 164321
15 21 11 54579
15 21 12 7781
15 22 6 22
15 22 7 409
15 22 8 3124
15 22 9 13803
15 22 10 41937
15 22 11 91855
15 22 12 152972
15 22 13 196806
15 22 14 196041
15 22 15 152038
15 22 16 91631
15 22 17 41694
15 22 18 13907
15 22 19 3301
15 22 20 434
15 22 21 26
15 23 1 238
15 23 2 2916
15 23 3 16149
15 23 4 53996
15 23 5 120512
15 23 6 192862
15 23 7 225060
15 23 8 194538
15 23 9 120805
15 23 10 53816
15 23 11 16063
15 23 12 2829
15 23 13 216
15 24 7 1000000
15 25 18 1000000
15 26 1 375598
15 26 2 375256
15 26 3 125148
15 27 16 125149
15 27 17 375256
15 27 18 375598
15 27 19 123997
15 28 1 1000000
15 29 1 1000000
16 0 3 1
16 0 140 1
16 1 82 1
16 1 122 1
16 1 123 1
16 1 124 3
16 1 125 2
16 1 126 4
16 1 127 2
16 1 128 9
16 1 129 17
16 1 130 18
16 1 131 35
16 1 132 44
16 1 133 69
16 1 134 111
16 1 135 148
16 1 136 216
16 1 137 294
16 1 138 401
16 1 139 564
16 1 140 744
16 1 141 961
16 1 142 1340
16 1 143 1672
16 1 144 2227
16 1 145 2776
16 1 146 3577
16 1 147 4259
16 1 148 5447
16 1 149 6599
16 1 150 8108
16 1 151 9522
16 1 152 11284
16 1 153 13221
16 1 154 15270
16 1 155 17517
16 1 156 19489
16 1 157 22252
16 1 158 24565
16 1 159 26687
16 1 160 29632
16 1 161 31615
16 1 162 33680
16 1 163 35535
16 1 164 37324
16 1 165 38605
16 1 166 39656
16 1 167 40013
16 1 168 39948
16 1 169 39871
16 1 170 39023
16 1 171 38033
16 1 172 36680
16 1 173 34911
16 1 174 33204
16 1 175 30863
16 1 176 28593
16 1 177 26265
16 1 178 23919
16 1 179 21404
16 1 180 18966
16 1 181 16776
16 1 182 14537
16 1 183 12600
16 1 184 10834
16 1 185 9253
16 1 186 7762
16 1 187 6323
16 1 188 5340
16 1 189 4278
16 1 190 3492
16 1 191 2674
16 1 192 2175
16 1 193 1635
16 1 194 1319
16 1 195 941
16 1 196 755
16 1 197 605
16 1 198 443
16 1 199 307
16 1 200 227
16 1 201 161
16 1 202 122
16 1 203 68
16 1 204 72
16 1 205 30
16 1 206 28
16 1 207 14
16 1 208 16
16 1 209 4
16 1 210 6
16 1 211 3
16 1 212 1
16 1 214 1
16 1 219 1
16 2 5 1
16 2 6 4
16 2 7 3
16 2 8 17
16 2 9 43
16 2 10 131
16 2 11 273
16 2 12 636
16 2 13 1139
16 2 14 2147
16 2 15 3627
16 2 16 5864
16 2 17 8893
16 2 18 13118
16 2 19 18155
16 2 20 24034
16 2 21 31013
16 2 22 38583
16 2 23 45456
16 2 24 51975
16 2 25 58113
16 2 26 62504
16 2 27 65400
16 2 28 66061
16 2 29 65162
16 2 30 63034
16 2 31 58971
16 2 32 54298
16 2 33 48644
16 2 34 42209
16 2 35 36245
16 2 36 30323
16 2 37 24875
16 2 38 19849
16 2 39 15688
16 2 40 12162
16 2 41 9163
16 2 42 6877
16 2 43 4784
16 2 44 3467
16 2 45 2385
16 2 46 1598
16 2 47 1123
16 2 48 751
16 2 49 473
16 2 50 318
16 2 51 170
16 2 52 107
16 2 53 60
16 2 54 33
16 2 55 19
16 2 56 8
16 2 57 8
16 2 58 1
16 2 59 2
16 2 60 2
16 2 61 1
16 3 2 6
16 3 3 21
16 3 4 101
16 3 5 353
16 3 6 956
16 3 7 2379
16 3 8 4921
16 3 9 8919
16 3 10 15165
16 3 11 22997
16 3 12 33285
16 3 13 44046
16 3 14 54829
16 3 15 65195
16 3 16 74022
16 3 17 79464
16 3 18 81872
16 3 19 80298
16 3 20 76252
16 3 21 70026
16 3 22 61583
16 3 23 52307
16 3 24 43164
16 3 25 34587
16 3 26 26925
16 3 27 20124
16 3 28 14801
16 3 29 10636
16 3 30 7269
16 3 31 4985
16 3 32 3191
16 3 33 2173
16 3 34 1258
16 3 35 820
16 3 36 458
16 3 37 281
16 3 38 155
16 3 39 79
16 3 40 43
16 3 41 22
16 3 42 18
16 3 43 5
16 3 44 5
16 3 45 2
16 3 47 2
16 4 10 1
16 4 12 2
16 4 13 25
16 4 14 65
16 4 15 163
16 4 16 403
16 4 17 859
16 4 18 1714
16 4 19 3298
16 4 20 5858
16 4 21 9682
16 4 22 15127
16 4 23 22265
16 4 24 30598
16 4 25 40417
16 4 26 50801
16 4 27 61410
16 4 28 69836
16 4 29 76699
16 4 30 80091
16 4 31 80820
16 4 32 77498
16 4 33 72843
16 4 34 64811
16 4 35 55818
16 4 36 46016
16 4 37 37102
16 4 38 28781
16 4 39 21447
16 4 40 15139
16 4 41 10813
16 4 42 7389
16 4 43 4737
16 4 44 3047
16 4 45 1837
16 4 46 1165
16 4 47 660
16 4 48 346
16 4 49 204
16 4 50 109
16 4 51 55
16 4 52 15
16 4 53 21
16 4 54 8
16 4 55 3
16 4 56 1
16 4 57 1
16 5 1 1191
16 5 2 4992
16 5 3 13829
16 5 4 28832
16 5 5 49806
16 5 6 74407
16 5 7 98052
16 5 8 113368
16 5 9 120599
16 5 10 116566
16 5 11 103850
16 5 12 85607
16 5 13 65216
16 5 14 47082
16 5 15 31512
16 5 16 20020
16 5 17 11669
16 5 18 6617
16 5 19 3540
16 5 20 1713
16 5 21 796
16 5 22 367
16 5 23 160
16 5 24 51
16 5 25 13
16 5 26 10
16 5 27 4
16 5 29 1
16 6 2 36
16 6 3 444
16 6 4 2460
16 6 5 8981
16 6 6 23385
16 6 7 48217
16 6 8 79431
16 6 9 111318
16 6 10 134492
16 6 11 141138
16 6 12 130916
16 6 13 110455
16 6 14 82346
16 6 15 56105
16 6 16 34497
16 6 17 19533
16 6 18 9387
16 6 19 4209
16 6 20 1762
16 6 21 608
16 6 22 214
16 6 23 51
16 6 24 13
16 6 25 1
16 6 26 1
16 7 2 11
16 7 3 29
16 7 4 129
16 7 5 484
16 7 6 1587
16 7 7 4272
16 7 8 9696
16 7 9 18923
16 7 10 33201
16 7 11 51839
16 7 12 72979
16 7 13 92486
16 7 14 107490
16 7 15 114683
16 7 16 113257
16 7 17 102811
16 7 18 85571
16 7 19 66539
16 7 20 48657
16 7 21 31884
16 7 22 20181
16 7 23 11680
16 7 24 6215
16 7 25 3100
16 7 26 1389
16 7 27 567
16 7 28 241
16 7 29 69
16 7 30 19
16 7 31 7
16 7 32 3
16 7 33 1
16 8 1 3
16 8 2 56
16 8 3 352
16 8 4 1875
16 8 5 6686
16 8 6 18172
16 8 7 39272
16 8 8 69183
16 8 9 102808
16 8 10 130387
16 8 11 142746
16 8 12 138466
16 8 13 119443
16 8 14 91626
16 8 15 62673
16 8 16 38346
16 8 17 20967
16 8 18 10295
16 8 19 4396
16 8 20 1574
16 8 21 504
16 8 22 134
16 8 23 28
16 8 24 7
16 8 25 1
16 9 9 1
16 9 10 4
16 9 11 21
16 9 12 57
16 9 13 203
16 9 14 465
16 9 15 1028
16 9 16 2147
16 9 17 4067
16 9 18 7025
16 9 19 11641
16 9 20 17678
16 9 21 26033
16 9 22 34818
16 9 23 45989
16 9 24 56398
16 9 25 66001
16 9 26 73735
16 9 27 79508
16 9 28 80928
16 9 29 79583
16 9 30 75337
16 9 31 68206
16 9 32 60248
16 9 33 50675
16 9 34 41509
16 9 35 32832
16 9 36 25009
16 9 37 18777
16 9 38 13471
16 9 39 9437
16 9 40 6477
16 9 41 4131
16 9 42 2656
16 9 43 1675
16 9 44 966
16 9 45 591
16 9 46 339
16 9 47 186
16 9 48 83
16 9 49 26
16 9 50 23
16 9 51 8
16 9 52 3
16 9 53 3
16 9 54 2
16 10 1 5652
16 10 2 26550
16 10 3 76025
16 10 4 146249
16 10 5 201800
16 10 6 207270
16 10 7 163356
16 10 8 100698
16 10 9 48271
16 10 10 17976
16 10 11 4763
16 10 12 774
16 10 13 63
16 11 1 234538
16 11 2 304636
16 11 3 218507
16 11 4 117063
16 11 5 46827
16 11 6 7954
16 12 6 21
16 12 7 357
16 12 8 2135
16 12 9 8120
16 12 10 22325
16 12 11 47006
16 12 12 79403
16 12 13 111814
16 12 14 135905
16 12 15 143039
16 12 16 133855
16 12 17 111185
16 12 18 82509
16 12 19 55538
16 12 20 33431
16 12 21 18379
16 12 22 8908
16 12 23 3859
16 12 24 1501
16 12 25 502
16 12 26 158
16 12 27 43
16 12 28 6
16 12 29 1
16 13 6 204
16 13 7 2418
16 13 8 12263
16 13 9 39522
16 13 10 87236
16 13 11 142417
16 13 12 180623
16 13 13 182998
16 13 14 150665
16 13 15 102457
16 13 16 58033
16 13 17 26721
16 13 18 10270
16 13 19 3195
16 13 20 824
16 13 21 137
16 13 22 16
16 13 23 1
16 14 1 156594
16 14 2 312725
16 14 3 312493
16 14 4 155868
16 14 5 31113
16 15 17 2
16 15 18 12
16 15 19 68
16 15 20 207
16 15 21 852
16 15 22 2457
16 15 23 5971
16 15 24 13182
16 15 25 24760
16 15 26 42731
16 15 27 65159
16 15 28 89171
16 15 29 109062
16 15 30 121186
16 15 31 123044
16 15 32 112732
16 15 33 94467
16 15 34 72601
16 15 35 50791
16 15 36 32758
16 15 37 19331
16 15 38 10410
16 15 39 5228
16 15 40 2368
16 15 41 895
16 15 42 381
16 15 43 120
16 15 44 40
16 15 45 13
16 15 46 1
16 16 18 5
16 16 19 70
16 16 20 565
16 16 21 2688
16 16 22 9144
16 16 23 24189
16 16 24 50394
16 16 25 84045
16 16 26 119620
16 16 27 144912
16 16 28 150756
16 16 29 135636
16 16 30 107948
16 16 31 75917
16 16 32 47091
16 16 33 25950
16 16 34 12671
16 16 35 5422
16 16 36 2052
16 16 37 684
16 16 38 192
16 16 39 38
16 16 40 9
16 16 41 2
16 17 15 6
16 17 16 39
16 17 17 411
16 17 18 2115
16 17 19 7971
16 17 20 22743
16 17 21 50179
16 17 22 89489
16 17 23 131573
16 17 24 160261
16 17 25 164075
16 17 26 141879
16 17 27 103769
16 17 28 65625
16 17 29 35429
16 17 30 15807
16 17 31 6131
16 17 32 1890
16 17 33 490
16 17 34 96
16 17 35 20
16 17 36 2
16 18 3 15754
16 18 4 93367
16 18 5 234757
16 18 6 311834
16 18 7 234741
16 18 8 93778
16 18 9 15769
16 19 9 64
16 19 10 899
16 19 11 5513
16 19 12 22266
16 19 13 60909
16 19 14 122608
16 19 15 183457
16 19 16 210541
16 19 17 182612
16 19 18 121688
16 19 19 60743
16 19 20 22232
16 19 21 5554
16 19 22 854
16 19 23 60
16 20 7 563
16 20 8 5712
16 20 9 26751
16 20 10 75827
16 20 11 146017
16 20 12 201844
16 20 13 207049
16 20 14 163873
16 20 15 100042
16 20 16 48627
16 20 17 18089
16 20 18 4781
16 20 19 763
16 20 20 62
16 21 6 179
16 21 7 1997
16 21 8 10972
16 21 9 36701
16 21 10 83988
16 21 11 142822
16 21 12 185126
16 21 13 189765
16 21 14 153861
16 21 15 102598
16 21 16 55727
16 21 17 24718
16 21 18 8626
16 21 19 2417
16 21 20 441
16 21 21 57
16 21 22 5
16 22 1 1543
16 22 2 9566
16 22 3 34879
16 22 4 86982
16 22 5 156668
16 22 6 209934
16 22 7 209647
16 22 8 156688
16 22 9 87244
16 22 10 35360
16 22 11 9598
