cohort allele allele_count all_alleles_count
19 20 12 26848
19 20 13 80393
19 20 14 160270
19 20 15 225800
19 20 16 225776
19 20 17 161024
19 20 18 81017
19 20 19 27050
19 20 20 5429
19 20 21 483
19 21 2 750167
19 21 3 249833
19 22 1 250943
19 22 2 124612
19 23 1 249648
19 23 2 125033
19 24 5 1000000
19 25 2 1000000
19 26 4 124442
19 26 5 374982
19 26 6 375282
19 26 7 125294
19 27 2 249645
19 27 3 500591
19 27 4 249764
19 28 3 1000000
19 29 5 1000000
19 30 2 1000000
19 35 1 1000000
20 0 4 1
20 0 116 1
20 1 66 1
20 1 79 1
20 1 81 1
20 1 82 2
20 1 83 1
20 1 84 3
20 1 85 3
20 1 86 2
20 1 87 4
20 1 88 6
20 1 89 10
20 1 90 13
20 1 91 30
20 1 92 42
20 1 93 61
20 1 94 119
20 1 95 155
20 1 96 258
20 1 97 313
20 1 98 468
20 1 99 646
20 1 100 918
20 1 101 1298
20 1 102 1639
20 1 103 2225
20 1 104 2919
20 1 105 3760
20 1 106 4665
20 1 107 5872
20 1 108 7308
20 1 109 8849
20 1 110 10858
20 1 111 12820
20 1 112 15151
20 1 113 17679
20 1 114 20275
20 1 115 22921
20 1 116 25822
20 1 117 28386
20 1 118 31276
20 1 119 33707
20 1 120 36154
20 1 121 38492
20 1 122 40011
20 1 123 41524
20 1 124 42387
20 1 125 42337
20 1 126 42798
20 1 127 42213
20 1 128 41245
20 1 129 39629
20 1 130 38247
20 1 131 35789
20 1 132 33317
20 1 133 30840
20 1 134 28268
20 1 135 25184
20 1 136 22615
20 1 137 19972
20 1 138 17589
20 1 139 14894
20 1 140 12749
20 1 141 10689
20 1 142 8885
20 1 143 7351
20 1 144 5838
20 1 145 4823
20 1 146 3724
20 1 147 3024
20 1 148 2332
20 1 149 1800
20 1 150 1370
20 1 151 995
20 1 152 690
20 1 153 530
20 1 154 369
20 1 155 265
20 1 156 190
20 1 157 122
20 1 158 98
20 1 159 68
20 1 160 38
20 1 161 21
20 1 162 14
20 1 163 7
20 1 164 9
20 1 165 2
20 1 167 2
20 1 169 2
20 1 170 1
20 2 4 1
20 2 5 22
20 2 6 164
20 2 7 526
20 2 8 1599
20 2 9 4080
20 2 10 8268
20 2 11 15672
20 2 12 27002
20 2 13 41708
20 2 14 58261
20 2 15 75722
20 2 16 89922
20 2 17 99248
20 2 18 102921
20 2 19 100006
20 2 20 91239
20 2 21 77770
20 2 22 63155
20 2 23 48337
20 2 24 34793
20 2 25 23536
20 2 26 15332
20 2 27 9478
20 2 28 5332
20 2 29 2966
20 2 30 1550
20 2 31 771
20 2 32 375
20 2 33 148
20 2 34 65
20 2 35 21
20 2 36 6
20 2 37 4
20 3 1 1292
20 3 2 4415
20 3 3 10527
20 3 4 20990
20 3 5 36046
20 3 6 53387
20 3 7 71392
20 3 8 87075
20 3 9 97992
20 3 10 101572
20 3 11 99834
20 3 12 91694
20 3 13 80295
20 3 14 66850
20 3 15 53486
20 3 16 40139
20 3 17 29005
20 3 18 20064
20 3 19 13424
20 3 20 8607
20 3 21 5269
20 3 22 3106
20 3 23 1663
20 3 24 911
20 3 25 401
20 3 26 202
20 3 27 86
20 3 28 30
20 3 29 17
20 3 30 3
20 4 16 2
20 4 17 1
20 4 18 1
20 4 19 5
20 4 20 27
20 4 21 50
20 4 22 106
20 4 23 233
20 4 24 448
20 4 25 712
20 4 26 1352
20 4 27 2190
20 4 28 3275
20 4 29 4937
20 4 30 6929
20 4 31 9643
20 4 32 12743
20 4 33 16343
20 4 34 20591
20 4 35 25297
20 4 36 30324
20 4 37 34748
20 4 38 39727
20 4 39 44232
20 4 40 48649
20 4 41 51564
20 4 42 54481
20 4 43 55740
20 4 44 56323
20 4 45 55734
20 4 46 53711
20 4 47 51197
20 4 48 47989
20 4 49 44173
20 4 50 39532
20 4 51 34906
20 4 52 30802
20 4 53 26306
20 4 54 21586
20 4 55 17626
20 4 56 14433
20 4 57 11168
20 4 58 8656
20 4 59 6376
20 4 60 4792
20 4 61 3446
20 4 62 2352
20 4 63 1639
20 4 64 1103
20 4 65 692
20 4 66 439
20 4 67 291
20 4 68 157
20 4 69 89
20 4 70 63
20 4 71 32
20 4 72 17
20 4 73 10
20 4 74 7
20 4 75 1
20 4 76 1
20 4 78 1
20 5 1 3295
20 5 2 13179
20 5 3 32617
20 5 4 58843
20 5 5 87913
20 5 6 114424
20 5 7 133305
20 5 8 136512
20 5 9 125625
20 5 10 103687
20 5 11 77719
20 5 12 51220
20 5 13 30733
20 5 14 16492
20 5 15 8205
20 5 16 3678
20 5 17 1441
20 5 18 503
20 5 19 154
20 5 20 51
20 5 21 11
20 6 3 32
20 6 4 437
20 6 5 2954
20 6 6 11312
20 6 7 31757
20 6 8 64967
20 6 9 106106
20 6 10 140670
20 6 11 156372
20 6 12 149481
20 6 13 124849
20 6 14 91316
20 6 15 59140
20 6 16 33727
20 6 17 16620
20 6 18 6892
20 6 19 2492
20 6 20 679
20 6 21 159
20 6 22 37
20 6 23 1
20 7 1 4236
20 7 2 17074
20 7 3 42285
20 7 4 74503
20 7 5 103497
20 7 6 122678
20 7 7 131652
20 7 8 129720
20 7 9 117605
20 7 10 95472
20 7 11 69746
20 7 12 44813
20 7 13 25357
20 7 14 12501
20 7 15 5499
20 7 16 2033
20 7 17 595
20 7 18 161
20 7 19 37
20 7 20 12
20 7 21 1
20 8 1 1
20 8 2 11
20 8 3 58
20 8 4 343
20 8 5 1417
20 8 6 4216
20 8 7 10739
20 8 8 23206
20 8 9 42663
20 8 10 69104
20 8 11 97704
20 8 12 121389
20 8 13 135282
20 8 14 132657
20 8 15 116672
20 8 16 92181
20 8 17 65214
20 8 18 41787
20 8 19 24012
20 8 20 12359
20 8 21 5556
20 8 22 2253
20 8 23 841
20 8 24 238
20 8 25 76
20 8 26 16
20 8 27 4
20 8 28 1
20 9 3 2
20 9 4 5
20 9 5 14
20 9 6 69
20 9 7 256
20 9 8 705
20 9 9 1667
20 9 10 3536
20 9 11 6763
20 9 12 12324
20 9 13 20114
20 9 14 30625
20 9 15 43047
20 9 16 56428
20 9 17 69955
20 9 18 81321
20 9 19 89026
20 9 20 93174
20 9 21 91193
20 9 22 85856
20 9 23 76071
20 9 24 63893
20 9 25 51680
20 9 26 39273
20 9 27 29044
20 9 28 20328
20 9 29 13664
20 9 30 8674
20 9 31 5194
20 9 32 2958
20 9 33 1620
20 9 34 808
20 9 35 403
20 9 36 176
20 9 37 83
20 9 38 33
20 9 39 7
20 9 40 8
20 9 41 3
20 10 1 1000000
20 11 1 313069
20 11 2 199698
20 11 3 155426
20 11 4 97357
20 11 5 31323
20 11 6 3946
20 12 7 54
20 12 8 591
20 12 9 2771
20 12 10 8376
20 12 11 17874
20 12 12 30107
20 12 13 41648
20 12 14 51910
20 12 15 61191
20 12 16 70489
20 12 17 78538
20 12 18 83079
20 12 19 83741
20 12 20 80280
20 12 21 75466
20 12 22 68987
20 12 23 62274
20 12 24 53547
20 12 25 43545
20 12 26 33027
20 12 27 22845
20 12 28 14595
20 12 29 8328
20 12 30 4107
20 12 31 1706
20 12 32 647
20 12 33 210
20 12 34 55
20 12 35 11
20 12 36 1
20 13 1 417
20 13 2 1619
20 13 3 4806
20 13 4 10629
20 13 5 19964
20 13 6 32796
20 13 7 48549
20 13 8 64821
20 13 9 80058
20 13 10 92099
20 13 11 98155
20 13 12 99019
20 13 13 94122
20 13 14 84655
20 13 15 71905
20 13 16 58606
20 13 17 45484
20 13 18 33500
20 13 19 23180
20 13 20 14923
20 13 21 9410
20 13 22 5569
20 13 23 2999
20 13 24 1541
20 13 25 680
20 13 26 288
20 13 27 107
20 13 28 31
20 13 29 14
20 13 30 1
20 14 1 51844
20 14 2 127518
20 14 3 186507
20 14 4 199976
20 14 5 171768
20 14 6 124789
20 14 7 73978
20 14 8 35533
20 14 9 13907
20 14 10 3950
20 14 11 764
20 14 12 68
20 15 4 6
20 15 5 89
20 15 6 692
20 15 7 3077
20 15 8 10209
20 15 9 25757
20 15 10 52027
20 15 11 86401
20 15 12 118173
20 15 13 141537
20 15 14 145419
20 15 15 132617
20 15 16 106271
20 15 17 76304
20 15 18 48891
20 15 19 28065
20 15 20 14321
20 15 21 6431
20 15 22 2508
20 15 23 885
20 15 24 252
20 15 25 56
20 15 26 10
20 15 27 1
20 15 28 1
20 16 4 12
20 16 5 68
20 16 6 324
20 16 7 1083
20 16 8 2823
20 16 9 6375
20 16 10 12479
20 16 11 21366
20 16 12 33711
20 16 13 48156
20 16 14 63676
20 16 15 77703
20 16 16 88834
20 16 17 95400
20 16 18 96707
20 16 19 91936
20 16 20 83842
20 16 21 72066
20 16 22 58879
20 16 23 46336
20 16 24 34331
20 16 25 24420
20 16 26 16426
20 16 27 10442
20 16 28 6114
20 16 29 3324
20 16 30 1792
20 16 31 746
20 16 32 380
20 16 33 170
20 16 34 52
20 16 35 18
20 16 36 6
20 16 37 3
20 17 3 1
20 17 4 9
20 17 5 68
20 17 6 337
20 17 7 1301
20 17 8 4279
20 17 9 11059
20 17 10 23996
20 17 11 44372
20 17 12 68987
20 17 13 93248
20 17 14 111220
20 17 15 118947
20 17 16 115102
20 17 17 102920
20 17 18 88138
20 17 19 70494
20 17 20 53827
20 17 21 38372
20 17 22 24909
20 17 23 14734
20 17 24 7814
20 17 25 3527
20 17 26 1556
20 17 27 546
20 17 28 176
20 17 29 53
20 17 30 7
20 17 31 1
20 18 2 1000000
20 19 1 73414
20 19 2 163433
20 19 3 220177
20 19 4 211854
20 19 5 157140
20 19 6 93361
20 19 7 43602
20 19 8 16502
20 19 9 4839
20 19 10 1220
20 19 11 174
20 19 12 11
20 20 16 3
20 20 17 18
20 20 18 77
20 20 19 413
20 20 20 1546
20 20 21 4536
20 20 22 11549
20 20 23 24292
20 20 24 45547
20 20 25 73929
20 20 26 103474
20 20 27 129469
20 20 28 141288
20 20 29 137282
20 20 30 117356
20 20 31 88265
20 20 32 58677
20 20 33 34146
20 20 34 16989
20 20 35 7345
20 20 36 2728
20 20 37 817
20 20 38 203
20 20 39 46
20 20 40 4
20 20 41 1
20 21 4 2186
20 21 5 19102
20 21 6 73869
20 21 7 165626
20 21 8 243042
20 21 9 238917
20 21 10 160574
20 21 11 72436
20 21 12 20636
20 21 13 3363
20 21 14 249
20 22 2 385
20 22 3 4081
20 22 4 19743
20 22 5 57760
20 22 6 116779
20 22 7 172441
20 22 8 193003
20 22 9 171075
20 22 10 125598
20 22 11 76767
20 22 12 39254
20 22 13 16262
20 22 14 5345
20 22 15 1277
20 22 16 215
20 22 17 15
20 23 1 3962
20 23 2 19623
20 23 3 58542
20 23 4 117237
20 23 5 172241
20 23 6 193033
20 23 7 170921
20 23 8 125326
20 23 9 76629
20 23 10 39075
20 23 11 16226
20 23 12 5258
20 23 13 1284
20 23 14 228
20 23 15 19
20 24 4 356
20 24 5 4125
20 24 6 20407
20 24 7 61770
20 24 8 126883
20 24 9 188928
20 24 10 209993
20 24 11 178189
20 24 12 117304
20 24 13 59754
20 24 14 23543
20 24 15 7039
20 24 16 1492
20 24 17 198
20 24 18 19
20 25 2 66506
20 25 3 214680
20 25 4 269872
20 25 5 198505
20 25 6 136542
20 25 7 82479
20 25 8 27640
20 25 9 3776
20 26 2 31308
20 26 3 156165
20 26 4 311601
20 26 5 312991
20 26 6 156438
20 26 7 31497
20 27 5 15724
20 27 6 78042
20 27 7 171372
20 27 8 234701
20 27 9 234861
20 27 10 171835
20 27 11 78004
20 27 12 15461
20 28 1 31434
20 28 2 156299
20 28 3 312763
20 28 4 312345
20 28 5 155979
20 28 6 31180
20 29 5 31276
20 29 6 156299
20 29 7 311403
20 29 8 313318
20 29 9 156500
20 29 10 31204
20 30 2 1000000
20 31 2 1000000
20 32 6 1000000
20 33 7 7814
20 33 8 54674
20 33 9 164272
20 33 10 272833
20 33 11 273878
20 33 12 163939
20 33 13 54726
20 33 14 7864
20 35 3 1000000
20 36 4 1000000
20 37 6 125442
20 37 7 374475
20 37 8 374961
20 37 9 125122
20 38 2 1000000
21 0 8 1
21 0 166 1
21 1 79 1
21 1 104 1
21 1 105 1
21 1 107 4
21 1 108 3
21 1 109 5
21 1 110 5
21 1 111 9
21 1 112 9
21 1 113 13
21 1 114 29
21 1 115 45
21 1 116 54
21 1 117 74
21 1 118 106
21 1 119 133
21 1 120 179
21 1 121 229
21 1 122 316
21 1 123 396
21 1 124 494
21 1 125 628
21 1 126 848
21 1 127 1041
21 1 128 1270
21 1 129 1652
21 1 130 1973
21 1 131 2480
21 1 132 3053
21 1 133 3588
21 1 134 4259
21 1 135 5243
21 1 136 5992
21 1 137 6890
21 1 138 8128
21 1 139 9518
21 1 140 10784
21 1 141 12129
21 1 142 13685
21 1 143 15204
21 1 144 16962
21 1 145 18591
21 1 146 20237
21 1 147 22058
21 1 148 23559
21 1 149 25298
21 1 150 27014
21 1 151 28467
21 1 152 29793
21 1 153 30800
21 1 154 31997
21 1 155 32730
21 1 156 33373
21 1 157 33562
21 1 158 33671
21 1 159 33456
21 1 160 33221
21 1 161 32902
21 1 162 31575
21 1 163 31046
21 1 164 29762
21 1 165 28359
21 1 166 26640
21 1 167 25453
21 1 168 23680
21 1 169 22040
21 1 170 20083
21 1 171 18459
21 1 172 16765
21 1 173 15169
21 1 174 13517
21 1 175 11942
21 1 176 10499
21 1 177 9257
21 1 178 7925
21 1 179 6784
21 1 180 5789
21 1 181 4968
21 1 182 4164
21 1 183 3561
21 1 184 2902
21 1 185 2298
21 1 186 2014
21 1 187 1525
21 1 188 1282
21 1 189 1035
21 1 190 779
21 1 191 626
21 1 192 472
21 1 193 375
21 1 194 280
21 1 195 202
21 1 196 177
21 1 197 109
21 1 198 101
21 1 199 68
21 1 200 51
21 1 201 35
21 1 202 20
21 1 203 16
21 1 204 12
21 1 205 8
21 1 206 7
21 1 207 3
21 1 208 2
21 1 211 1
21 1 214 1
21 2 6 3
21 2 7 15
21 2 8 74
21 2 9 269
21 2 10 627
21 2 11 1357
21 2 12 2573
21 2 13 4864
21 2 14 8009
21 2 15 12328
21 2 16 18065
21 2 17 24618
21 2 18 32824
21 2 19 41284
21 2 20 49600
21 2 21 57281
21 2 22 63780
21 2 23 69223
21 2 24 71834
21 2 25 72165
21 2 26 70474
21 2 27 66802
21 2 28 61232
21 2 29 54313
21 2 30 47395
21 2 31 39916
21 2 32 32795
21 2 33 26017
21 2 34 20418
21 2 35 15396
21 2 36 11013
21 2 37 8162
21 2 38 5518
21 2 39 3689
21 2 40 2370
21 2 41 1489
21 2 42 934
21 2 43 596
21 2 44 297
21 2 45 188
21 2 46 91
21 2 47 61
21 2 48 28
21 2 49 6
21 2 50 3
21 2 51 3
21 2 52 1
21 3 1 1222
21 3 2 4438
21 3 3 11019
21 3 4 21596
21 3 5 35464
21 3 6 50227
21 3 7 65372
21 3 8 77611
21 3 9 86672
21 3 10 91843
21 3 11 91860
21 3 12 86632
21 3 13 79043
21 3 14 69299
21 3 15 58087
21 3 16 46750
21 3 17 36509
21 3 18 27427
21 3 19 20241
21 3 20 14190
21 3 21 9431
21 3 22 6183
21 3 23 3747
21 3 24 2256
21 3 25 1350
21 3 26 692
21 3 27 362
21 3 28 172
21 3 29 76
21 3 30 25
21 3 31 13
21 3 32 4
21 3 33 4
21 3 34 1
21 4 14 1
21 4 16 2
21 4 17 7
21 4 18 11
21 4 19 25
21 4 20 46
21 4 21 99
21 4 22 218
21 4 23 299
21 4 24 510
21 4 25 833
21 4 26 1241
21 4 27 1892
21 4 28 2614
21 4 29 3745
21 4 30 5112
21 4 31 6837
21 4 32 8922
21 4 33 10962
21 4 34 13754
21 4 35 16947
21 4 36 20330
21 4 37 23825
21 4 38 27117
21 4 39 31047
21 4 40 34492
21 4 41 37893
21 4 42 40676
21 4 43 42968
21 4 44 44934
21 4 45 46583
21 4 46 47360
21 4 47 47221
21 4 48 47332
21 4 49 45809
21 4 50 43903
21 4 51 42132
21 4 52 39116
21 4 53 36386
21 4 54 33685
21 4 55 30170
21 4 56 26713
21 4 57 23539
21 4 58 20398
21 4 59 17480
21 4 60 14899
21 4 61 12420
21 4 62 10185
21 4 63 8328
21 4 64 6792
21 4 65 5497
21 4 66 4286
21 4 67 3267
21 4 68 2496
21 4 69 1895
21 4 70 1363
21 4 71 1007
21 4 72 719
21 4 73 530
21 4 74 392
21 4 75 249
21 4 76 176
21 4 77 123
21 4 78 70
21 4 79 50
21 4 80 20
21 4 81 26
21 4 82 10
21 4 83 4
21 4 84 5
21 4 85 1
21 4 86 2
21 4 87 1
21 4 88 1
21 5 1 16443
21 5 2 38272
21 5 3 68307
21 5 4 101314
21 5 5 124617
21 5 6 135097
21 5 7 131977
21 5 8 116236
21 5 9 92918
21 5 10 67443
21 5 11 45605
21 5 12 28050
21 5 13 15821
21 5 14 8098
21 5 15 3702
21 5 16 1521
21 5 17 601
21 5 18 196
21 5 19 54
21 5 20 9
21 5 21 1
21 5 22 2
21 6 1 2
21 6 2 55
21 6 3 429
21 6 4 2023
21 6 5 6748
21 6 6 17765
21 6 7 36229
21 6 8 59747
21 6 9 83746
21 6 10 100621
21 6 11 108116
21 6 12 106762
21 6 13 101376
21 6 14 92131
21 6 15 80684
21 6 16 67007
21 6 17 51740
21 6 18 36190
21 6 19 23491
21 6 20 13323
21 6 21 6738
21 6 22 3117
21 6 23 1329
21 6 24 432
21 6 25 140
21 6 26 46
21 6 27 11
21 6 28 2
21 7 1 93
21 7 2 491
21 7 3 2059
21 7 4 6165
21 7 5 14716
21 7 6 30107
21 7 7 50873
21 7 8 74996
21 7 9 98270
21 7 10 114549
21 7 11 121636
21 7 12 117447
21 7 13 105181
21 7 14 85335
21 7 15 65109
21 7 16 45626
21 7 17 29757
21 7 18 18101
21 7 19 9981
21 7 20 5226
21 7 21 2430
21 7 22 1151
21 7 23 480
21 7 24 145
21 7 25 49
21 7 26 14
21 7 27 3
21 7 28 1
21 8 3 1
21 8 4 16
21 8 5 88
21 8 6 311
21 8 7 1032
21 8 8 2752
21 8 9 6492
21 8 10 13061
21 8 11 24057
21 8 12 38827
21 8 13 56575
21 8 14 75458
21 8 15 92654
21 8 16 103799
21 8 17 108466
21 8 18 105349
21 8 19 94966
21 8 20 80495
21 8 21 64480
21 8 22 47782
21 8 23 33238
21 8 24 21814
21 8 25 13104
21 8 26 7609
21 8 27 4070
21 8 28 2008
21 8 29 860
21 8 30 389
21 8 31 163
21 8 32 53
21 8 33 20
21 8 34 11
21 9 1 1
21 9 3 11
21 9 4 29
21 9 5 117
21 9 6 281
21 9 7 624
21 9 8 1353
21 9 9 2640
21 9 10 4661
21 9 11 7627
21 9 12 11803
21 9 13 17267
21 9 14 23862
21 9 15 31948
21 9 16 39843
21 9 17 48491
21 9 18 56942
21 9 19 63682
21 9 20 69238
21 9 21 72890
21 9 22 73590
21 9 23 71878
21 9 24 69029
21 9 25 63190
21 9 26 55997
21 9 27 48338
21 9 28 41009
21 9 29 33299
21 9 30 25959
21 9 31 19871
21 9 32 14610
21 9 33 10305
21 9 34 7275
21 9 35 4724
21 9 36 3145
21 9 37 1897
21 9 38 1151
21 9 39 705
21 9 40 351
21 9 41 194
21 9 42 93
21 9 43 39
21 9 44 25
21 9 45 8
21 9 46 5
21 9 47 3
21 10 1 499188
21 10 2 250490
21 11 1 305161
21 11 2 246034
21 11 3 171408
21 11 4 74281
21 11 5 23501
21 11 6 3847
21 12 1 414
21 12 2 1550
21 12 3 4018
21 12 4 9047
21 12 5 16722
21 12 6 27624
21 12 7 41392
21 12 8 57099
21 12 9 72663
21 12 10 86213
21 12 11 95566
21 12 12 99413
21 12 13 97563
21 12 14 89970
21 12 15 78460
21 12 16 64536
21 12 17 50676
21 12 18 37559
21 12 19 26378
21 12 20 17472
21 12 21 11267
21 12 22 6727
21 12 23 3815
21 12 24 1959
21 12 25 995
21 12 26 499
21 12 27 217
21 12 28 74
21 12 29 38
21 12 30 10
21 12 31 3
21 12 32 2
21 12 33 1
21 13 1 463
21 13 2 1862
21 13 3 5480
21 13 4 12310
21 13 5 23002
21 13 6 37538
21 13 7 55432
21 13 8 74625
21 13 9 90767
21 13 10 102984
21 13 11 107865
21 13 12 105337
21 13 13 95966
21 13 14 81898
21 13 15 66523
21 13 16 49331
21 13 17 34597
21 13 18 23080
21 13 19 14307
21 13 20 8218
21 13 21 4390
21 13 22 2254
21 13 23 1031
21 13 24 435
21 13 25 165
21 13 26 62
21 13 27 23
21 13 28 3
21 13 29 1
21 14 1 24067
21 14 2 59912
21 14 3 99123
21 14 4 129897
21 14 5 142586
21 14 6 134842
21 14 7 118081
21 14 8 99353
21 14 9 76656
21 14 10 52878
21 14 11 31847
21 14 12 16381
21 14 13 6793
21 14 14 2324
21 14 15 670
21 14 16 114
21 14 17 18
21 15 2 3
21 15 3 8
21 15 4 44
21 15 5 175
21 15 6 511
21 15 7 1189
21 15 8 2660
21 15 9 5090
21 15 10 9363
21 15 11 15842
21 15 12 23941
21 15 13 34328
21 15 14 46304
21 15 15 58635
21 15 16 69909
21 15 17 79241
21 15 18 85422
21 15 19 87812
21 15 20 85474
21 15 21 80413
21 15 22 72189
21 15 23 61183
21 15 24 50669
21 15 25 39254
21 15 26 30044
21 15 27 21235
21 15 28 14725
21 15 29 9785
21 15 30 6259
21 15 31 3772
21 15 32 2167
21 15 33 1242
21 15 34 559
21 15 35 302
21 15 36 154
21 15 37 54
21 15 38 26
21 15 39 10
21 15 40 4
21 15 41 2
21 15 42 1
21 16 5 1
21 16 6 1
21 16 7 24
21 16 8 108
21 16 9 437
21 16 10 1220
21 16 11 3109
21 16 12 6891
21 16 13 13062
21 16 14 22467
21 16 15 35673
21 16 16 51292
21 16 17 67746
21 16 18 83209
21 16 19 95010
21 16 20 101313
21 16 21 101477
21 16 22 95625
21 16 23 84828
21 16 24 70638
21 16 25 55169
21 16 26 40548
21 16 27 28238
21 16 28 18206
21 16 29 10975
21 16 30 6420
21 16 31 3405
21 16 32 1656
21 16 33 759
21 16 34 310
21 16 35 125
21 16 36 39
21 16 37 12
21 16 38 7
21 17 6 7
21 17 7 32
21 17 8 137
21 17 9 541
21 17 10 1473
21 17 11 3803
21 17 12 8205
21 17 13 16372
21 17 14 28707
21 17 15 46068
21 17 16 66438
21 17 17 86752
21 17 18 103731
21 17 19 114096
21 17 20 114782
21 17 21 106892
21 17 22 91360
21 17 23 72722
21 17 24 53045
21 17 25 36283
21 17 26 22530
21 17 27 13144
21 17 28 7064
21 17 29 3399
21 17 30 1531
21 17 31 603
21 17 32 198
21 17 33 61
21 17 34 22
21 17 35 2
21 19 1 3284
21 19 2 14528
21 19 3 40317
21 19 4 77985
21 19 5 115766
21 19 6 139841
21 19 7 146975
21 19 8 136981
21 19 9 114689
21 19 10 85970
21 19 11 57367
21 19 12 34347
21 19 13 18276
21 19 14 8592
21 19 15 3280
21 19 16 1109
21 19 17 288
21 19 18 47
21 19 19 7
21 19 20 2
21 20 20 12
21 20 21 47
21 20 22 190
21 20 23 616
21 20 24 1829
21 20 25 4845
21 20 26 10510
21 20 27 20803
21 20 28 35666
21 20 29 55600
21 20 30 77643
21 20 31 98199
21 20 32 112537
21 20 33 118697
21 20 34 113607
21 20 35 100473
21 20 36 82611
21 20 37 61995
21 20 38 43202
21 20 39 27541
21 20 40 16334
21 20 41 9210
21 20 42 4447
21 20 43 2106
21 20 44 833
21 20 45 300
21 20 46 98
21 20 47 33
21 20 48 12
21 20 49 3
21 20 50 1
21 21 3 43
21 21 4 459
21 21 5 2990
21 21 6 11410
21 21 7 31420
21 21 8 65189
21 21 9 106174
21 21 10 140676
21 21 11 156300
21 21 12 149616
21 21 13 124707
21 21 14 91762
21 21 15 59058
21 21 16 33356
21 21 17 16393
21 21 18 7049
21 21 19 2481
21 21 20 728
21 21 21 161
21 21 22 26
21 21 23 2
21 22 1 36
21 22 2 550
21 22 3 3310
21 22 4 13241
21 22 5 36241
21 22 6 73696
21 22 7 117479
21 22 8 150316
21 22 9 160525
21 22 10 146719
21 22 11 116770
21 22 12 83280
21 22 13 51601
21 22 14 27721
21 22 15 12262
21 22 16 4580
21 22 17 1296
21 22 18 316
21 22 19 54
21 22 20 7
21 23 1 3284
21 23 2 16075
21 23 3 47350
21 23 4 96664
21 23 5 144527
21 23 6 169769
21 23 7 163722
21 23 8 136451
21 23 9 100685
21 23 10 64246
21 23 11 34584
21 23 12 15285
21 23 13 5352
21 23 14 1390
21 23 15 281
21 23 16 27
21 23 17 1
21 24 4 21797
21 24 5 84987
21 24 6 148678
21 24 7 178271
21 24 8 181326
21 24 9 154519
21 24 10 109548
21 24 11 65298
21 24 12 33913
21 24 13 14963
21 24 14 5158
21 24 15 1333
21 24 16 190
21 24 17 19
21 25 8 8824
21 25 9 48479
21 25 10 116317
21 25 11 168709
21 25 12 184366
21 25 13 170472
21 25 14 133928
21 25 15 86664
21 25 16 48152
21 25 17 22742
21 25 18 8543
21 25 19 2412
21 25 20 358
21 25 21 34
21 26 2 501283
21 26 3 498717
21 27 8 1939
21 27 9 17523
21 27 10 70629
21 27 11 163692
21 27 12 246183
21 27 13 245639
21 27 14 164409
21 27 15 70436
21 27 16 17651
21 27 17 1899
21 28 2 500425
21 28 3 499575
21 29 1 1982
21 29 2 17601
21 29 3 70568
21 29 4 164606
21 29 5 245088
21 29 6 246059
21 29 7 164018
21 29 8 70403
21 29 9 17726
21 29 10 1949
21 30 3 1000000
21 31 3 1000000
21 32 7 249825
21 32 8 500294
21 32 9 249881
21 33 3 124951
21 33 4 375356
21 33 5 374617
21 33 6 125076
21 34 1 499951
21 34 2 250318
21 35 4 31275
21 35 5 156496
21 35 6 312534
21 35 7 312512
21 35 8 156072
21 35 9 31111
21 36 7 125361
21 36 8 374788
21 36 9 374577
21 36 10 125274
21 37 9 1000000
21 38 4 1000000
21 39 10 1000000
21 40 4 1000000
21 41 3 1000000
22 0 39 1
22 1 14 3
22 1 15 2
22 1 16 7
22 1 17 26
22 1 18 48
22 1 19 101
22 1 20 206
22 1 21 431
22 1 22 727
22 1 23 1189
22 1 24 2050
22 1 25 3173
22 1 26 4777
22 1 27 7388
22 1 28 10282
22 1 29 14512
22 1 30 19245
22 1 31 24740
22 1 32 31043
22 1 33 37773
22 1 34 45219
22 1 35 51987
22 1 36 57971
22 1 37 63115
22 1 38 66094
22 1 39 67894
22 1 40 67404
22 1 41 64936
22 1 42 61389
22 1 43 55690
22 1 44 49657
22 1 45 43140
22 1 46 36194
22 1 47 29136
22 1 48 23198
22 1 49 17827
22 1 50 13214
22 1 51 9480
22 1 52 6613
22 1 53 4562
22 1 54 3005
22 1 55 1900
22 1 56 1170
22 1 57 679
22 1 58 377
22 1 59 209
22 1 60 119
22 1 61 46
22 1 62 28
22 1 63 10
22 1 64 9
22 1 65 2
22 1 66 3
22 2 1 13414
22 2 2 64928
22 2 3 131777
22 2 4 154584
22 2 5 136973
22 2 6 125516
22 2 7 119981
22 2 8 101738
22 2 9 71606
22 2 10 42287
22 2 11 21828
22 2 12 9880
22 2 13 3878
22 2 14 1263
22 2 15 288
22 2 16 57
22 2 17 2
22 3 1 149015
22 3 2 139412
22 3 3 135775
22 3 4 128506
22 3 5 116164
22 3 6 92021
22 3 7 61314
22 3 8 34297
22 3 9 16246
22 3 10 6705
22 3 11 2428
22 3 12 834
22 3 13 226
22 3 14 63
22 3 15 7
22 4 1 9
22 4 2 75
22 4 3 381
22 4 4 1556
22 4 5 4530
22 4 6 11567
22 4 7 23325
22 4 8 41196
22 4 9 63440
22 4 10 86220
22 4 11 106659
22 4 12 117803
22 4 13 121405
22 4 14 112848
22 4 15 96177
22 4 16 75423
22 4 17 54357
22 4 18 36029
22 4 19 22231
22 4 20 12543
22 4 21 6637
22 4 22 3141
22 4 23 1464
22 4 24 621
