cohort allele allele_count all_alleles_count
15 22 19 31159
15 23 1 499687
15 23 2 249720
15 24 7 1000000
15 25 7 1000000
15 26 2 999999
15 27 3 1000000
15 28 1 1000000
16 0 4 1
16 0 113 1
16 1 66 1
16 1 96 1
16 1 98 4
16 1 99 6
16 1 100 15
16 1 101 19
16 1 102 37
16 1 103 69
16 1 104 117
16 1 105 197
16 1 106 318
16 1 107 502
16 1 108 872
16 1 109 1267
16 1 110 1802
16 1 111 2662
16 1 112 3827
16 1 113 5242
16 1 114 7069
16 1 115 9460
16 1 116 12592
16 1 117 15745
16 1 118 19655
16 1 119 23875
16 1 120 28902
16 1 121 33475
16 1 122 38210
16 1 123 42997
16 1 124 47525
16 1 125 51138
16 1 126 54239
16 1 127 56163
16 1 128 56468
16 1 129 56063
16 1 130 55486
16 1 131 52943
16 1 132 49141
16 1 133 45103
16 1 134 40789
16 1 135 35662
16 1 136 30916
16 1 137 26171
16 1 138 21589
16 1 139 17656
16 1 140 14027
16 1 141 10751
16 1 142 8364
16 1 143 6243
16 1 144 4573
16 1 145 3233
16 1 146 2253
16 1 147 1594
16 1 148 1125
16 1 149 732
16 1 150 429
16 1 151 262
16 1 152 160
16 1 153 110
16 1 154 81
16 1 155 27
16 1 156 21
16 1 157 12
16 1 158 2
16 1 159 3
16 1 160 3
16 1 161 2
16 1 162 2
16 1 164 1
16 2 10 3
16 2 11 16
16 2 12 78
16 2 13 277
16 2 14 798
16 2 15 1937
16 2 16 4501
16 2 17 9182
16 2 18 16513
16 2 19 27018
16 2 20 40412
16 2 21 56089
16 2 22 72294
16 2 23 85959
16 2 24 95952
16 2 25 99808
16 2 26 98292
16 2 27 90874
16 2 28 79455
16 2 29 64892
16 2 30 50725
16 2 31 37135
16 2 32 25977
16 2 33 17326
16 2 34 10743
16 2 35 6444
16 2 36 3621
16 2 37 1916
16 2 38 955
16 2 39 467
16 2 40 203
16 2 41 78
16 2 42 38
16 2 43 12
16 2 44 2
16 2 45 6
16 2 46 2
16 3 1 15388
16 3 2 43433
16 3 3 81374
16 3 4 119133
16 3 5 145335
16 3 6 151890
16 3 7 138605
16 3 8 112193
16 3 9 80479
16 3 10 52268
16 3 11 30181
16 3 12 15719
16 3 13 7090
16 3 14 2852
16 3 15 1068
16 3 16 307
16 3 17 63
16 3 18 8
16 3 19 2
16 4 12 1
16 4 13 8
16 4 14 25
16 4 15 97
16 4 16 242
16 4 17 659
16 4 18 1468
16 4 19 3200
16 4 20 5871
16 4 21 10694
16 4 22 17328
16 4 23 26656
16 4 24 37860
16 4 25 50718
16 4 26 63661
16 4 27 75826
16 4 28 85674
16 4 29 91382
16 4 30 91834
16 4 31 87885
16 4 32 80097
16 4 33 69485
16 4 34 57489
16 4 35 44604
16 4 36 33258
16 4 37 23765
16 4 38 15846
16 4 39 10350
16 4 40 6355
16 4 41 3678
16 4 42 1972
16 4 43 1103
16 4 44 501
16 4 45 237
16 4 46 105
16 4 47 43
16 4 48 17
16 4 49 4
16 4 50 1
16 4 53 1
16 5 1 17337
16 5 2 45982
16 5 3 87980
16 5 4 132616
16 5 5 162623
16 5 6 165518
16 5 7 144481
16 5 8 107626
16 5 9 68216
16 5 10 37681
16 5 11 17549
16 5 12 6488
16 5 13 1995
16 5 14 487
16 5 15 107
16 5 16 5
16 6 7 43633
16 6 8 120042
16 6 9 137950
16 6 10 148579
16 6 11 182116
16 6 12 162011
16 6 13 110892
16 6 14 62633
16 6 15 24352
16 6 16 6807
16 6 17 985
16 7 1 4616
16 7 2 18310
16 7 3 46515
16 7 4 88575
16 7 5 134849
16 7 6 167759
16 7 7 172074
16 7 8 148612
16 7 9 106831
16 7 10 64085
16 7 11 30886
16 7 12 12139
16 7 13 3463
16 7 14 674
16 7 15 59
16 8 2 7
16 8 3 125
16 8 4 1050
16 8 5 5208
16 8 6 18157
16 8 7 47286
16 8 8 94648
16 8 9 148216
16 8 10 185523
16 8 11 185290
16 8 12 148806
16 8 13 94436
16 8 14 46869
16 8 15 18084
16 8 16 5114
16 8 17 1045
16 8 18 132
16 8 19 4
16 9 2 3
16 9 3 30
16 9 4 231
16 9 5 948
16 9 6 3451
16 9 7 9824
16 9 8 23336
16 9 9 44994
16 9 10 75460
16 9 11 107543
16 9 12 133381
16 9 13 143909
16 9 14 136994
16 9 15 114430
16 9 16 85448
16 9 17 56693
16 9 18 33163
16 9 19 17186
16 9 20 8195
16 9 21 3192
16 9 22 1111
16 9 23 371
16 9 24 85
16 9 25 16
16 9 26 5
16 9 27 1
16 10 5 15555
16 10 6 93985
16 10 7 233849
16 10 8 312117
16 10 9 235100
16 10 10 93719
16 10 11 15675
16 11 1 187591
16 11 2 249945
16 11 3 250016
16 11 4 187789
16 11 5 62302
16 12 6 18
16 12 7 275
16 12 8 1920
16 12 9 8013
16 12 10 23126
16 12 11 51345
16 12 12 90123
16 12 13 131222
16 12 14 158762
16 12 15 162633
16 12 16 141859
16 12 17 105045
16 12 18 65946
16 12 19 35350
16 12 20 16050
16 12 21 6016
16 12 22 1772
16 12 23 434
16 12 24 82
16 12 25 8
16 12 26 1
16 13 4 1986
16 13 5 17686
16 13 6 70187
16 13 7 164032
16 13 8 245992
16 13 9 245888
16 13 10 164229
16 13 11 70072
16 13 12 17952
16 13 13 1976
16 14 1 156943
16 14 2 312122
16 14 3 312004
16 14 4 156385
16 14 5 31384
16 15 7 16
16 15 8 204
16 15 9 1477
16 15 10 6447
16 15 11 19867
16 15 12 47110
16 15 13 87623
16 15 14 131762
16 15 15 164275
16 15 16 171366
16 15 17 148016
16 15 18 107351
16 15 19 64669
16 15 20 31890
16 15 21 12681
16 15 22 4048
16 15 23 1017
16 15 24 164
16 15 25 15
16 15 26 2
16 16 19 112
16 16 20 1638
16 16 21 9434
16 16 22 34885
16 16 23 86726
16 16 24 157825
16 16 25 209354
16 16 26 209145
16 16 27 157351
16 16 28 87388
16 16 29 35115
16 16 30 9311
16 16 31 1594
16 16 32 122
16 17 4 934
16 17 5 9495
16 17 6 44395
16 17 7 117185
16 17 8 205173
16 17 9 245960
16 17 10 204829
16 17 11 117353
16 17 12 43931
16 17 13 9795
16 17 14 950
16 18 8 1000000
16 19 3 501
16 19 4 5265
16 19 5 26951
16 19 6 80540
16 19 7 160765
16 19 8 225715
16 19 9 225571
16 19 10 161184
16 19 11 80835
16 19 12 26718
16 19 13 5492
16 19 14 463
16 20 8 1955
16 20 9 17334
16 20 10 70083
16 20 11 164206
16 20 12 246994
16 20 13 245391
16 20 14 164109
16 20 15 70348
16 20 16 17634
16 20 17 1946
16 21 5 282
16 21 6 3590
16 21 7 18412
16 21 8 57712
16 21 9 124064
16 21 10 192033
16 21 11 217704
16 21 12 184854
16 21 13 118054
16 21 14 57078
16 21 15 20268
16 21 16 5036
16 21 17 856
16 21 18 57
16 22 2 1044
16 22 3 9800
16 22 4 43731
16 22 5 117109
16 22 6 204525
16 22 7 246237
16 22 8 205423
16 22 9 117597
16 22 10 43704
16 22 11 9816
16 22 12 1014
16 23 5 15633
16 23 6 94116
16 23 7 234740
16 23 8 312650
16 23 9 233137
16 23 10 93871
16 23 11 15853
16 24 3 62607
16 24 4 250561
16 24 5 374383
16 24 6 249941
16 24 7 62508
16 25 7 7920
16 25 8 54713
16 25 9 164037
16 25 10 273503
16 25 11 273365
16 25 12 163740
16 25 13 54832
16 25 14 7890
16 26 3 1
16 26 4 999999
16 27 7 1000000
16 28 3 1000000
16 29 5 1000000
16 30 2 1000000
17 0 1 1
17 0 70 1
17 1 48 1
17 1 65 2
17 1 66 8
17 1 67 18
17 1 68 35
17 1 69 69
17 1 70 138
17 1 71 273
17 1 72 475
17 1 73 833
17 1 74 1499
17 1 75 2268
17 1 76 3541
17 1 77 5457
17 1 78 7987
17 1 79 11233
17 1 80 16050
17 1 81 21073
17 1 82 27278
17 1 83 34427
17 1 84 41939
17 1 85 49412
17 1 86 56809
17 1 87 62740
17 1 88 67091
17 1 89 69814
17 1 90 70754
17 1 91 69119
17 1 92 66006
17 1 93 60704
17 1 94 53553
17 1 95 46266
17 1 96 38755
17 1 97 31417
17 1 98 24444
17 1 99 18579
17 1 100 13414
17 1 101 9270
17 1 102 6441
17 1 103 4107
17 1 104 2717
17 1 105 1658
17 1 106 1033
17 1 107 583
17 1 108 352
17 1 109 186
17 1 110 88
17 1 111 51
17 1 112 22
17 1 113 6
17 1 114 3
17 1 115 2
17 2 4 1
17 2 6 354
17 2 7 3283
17 2 8 14029
17 2 9 39041
17 2 10 76016
17 2 11 117994
17 2 12 148015
17 2 13 158215
17 2 14 144650
17 2 15 115610
17 2 16 81463
17 2 17 51249
17 2 18 27966
17 2 19 13520
17 2 20 5631
17 2 21 2111
17 2 22 628
17 2 23 186
17 2 24 31
17 2 25 7
17 3 1 16149
17 3 2 41912
17 3 3 78593
17 3 4 117419
17 3 5 144896
17 3 6 153336
17 3 7 140846
17 3 8 114460
17 3 9 82546
17 3 10 52593
17 3 11 29474
17 3 12 14702
17 3 13 6479
17 3 14 2350
17 3 15 783
17 3 16 218
17 3 17 42
17 3 18 6
17 3 19 2
17 4 3 28
17 4 4 292
17 4 5 1701
17 4 6 6069
17 4 7 15296
17 4 8 31319
17 4 9 53599
17 4 10 79108
17 4 11 102095
17 4 12 118236
17 4 13 123351
17 4 14 117730
17 4 15 103179
17 4 16 84004
17 4 17 62271
17 4 18 42965
17 4 19 27081
17 4 20 15985
17 4 21 8530
17 4 22 4262
17 4 23 1817
17 4 24 720
17 4 25 262
17 4 26 74
17 4 27 21
17 4 28 2
17 4 29 3
17 5 1 43340
17 5 2 133725
17 5 3 235147
17 5 4 255726
17 5 5 184637
17 5 6 92526
17 5 7 35285
17 5 8 10857
17 5 9 2452
17 5 10 218
17 6 1 6868
17 6 2 42378
17 6 3 115443
17 6 4 192145
17 6 5 219475
17 6 6 188113
17 6 7 127013
17 6 8 67841
17 6 9 28800
17 6 10 9355
17 6 11 2170
17 6 12 371
17 6 13 28
17 7 1 54374
17 7 2 163960
17 7 3 273032
17 7 4 273896
17 7 5 164524
17 7 6 54643
17 7 7 7720
17 8 3 78260
17 8 4 265630
17 8 5 343191
17 8 6 218733
17 8 7 78562
17 8 8 15624
17 9 1 6021
17 9 2 37323
17 9 3 102730
17 9 4 171311
17 9 5 204706
17 9 6 188163
17 9 7 140500
17 9 8 84253
17 9 9 41493
17 9 10 16849
17 9 11 5191
17 9 12 1240
17 9 13 208
17 9 14 12
17 10 1 375754
17 10 2 312183
17 10 3 124748
17 10 4 31403
17 11 1 218937
17 11 2 250018
17 11 3 249261
17 11 4 94181
17 11 5 31082
17 12 5 58
17 12 6 840
17 12 7 5567
17 12 8 22203
17 12 9 61184
17 12 10 122174
17 12 11 182826
17 12 12 209198
17 12 13 183742
17 12 14 122369
17 12 15 60937
17 12 16 22240
17 12 17 5742
17 12 18 866
17 12 19 54
17 13 4 78068
17 13 5 187825
17 13 6 156301
17 13 7 140874
17 13 8 202933
17 13 9 156188
17 13 10 62231
17 13 11 15580
17 14 2 561984
17 14 3 187965
17 14 4 187350
17 14 5 62701
17 15 2 5
17 15 3 63
17 15 4 384
17 15 5 1764
17 15 6 6256
17 15 7 17790
17 15 8 40876
17 15 9 75641
17 15 10 118950
17 15 11 154078
17 15 12 168340
17 15 13 154728
17 15 14 118477
17 15 15 76165
17 15 16 40328
17 15 17 17837
17 15 18 6212
17 15 19 1701
17 15 20 347
17 15 21 55
17 15 22 3
17 16 7 38998
17 16 8 132955
17 16 9 171211
17 16 10 148024
17 16 11 172274
17 16 12 179776
17 16 13 109986
17 16 14 38810
17 16 15 7966
17 17 8 12241
17 17 9 70509
17 17 10 178289
17 17 11 256837
17 17 12 236625
17 17 13 151112
17 17 14 68138
17 17 15 21416
17 17 16 4351
17 17 17 482
17 18 2 1000000
17 19 4 625201
17 19 5 249750
17 19 6 125049
17 20 6 125
17 20 7 1592
17 20 8 9599
17 20 9 34947
17 20 10 87434
17 20 11 157395
17 20 12 208659
17 20 13 209613
17 20 14 157349
17 20 15 87270
17 20 16 34779
17 20 17 9561
17 20 18 1562
17 20 19 115
17 21 1 250070
17 21 2 500353
17 21 3 249577
17 22 5 499520
17 22 6 500480
17 23 3 500480
17 23 4 499520
17 24 3 1000000
17 25 3 250124
17 25 4 499663
17 25 5 250213
17 26 4 1
17 26 6 999999
17 27 3 249674
17 27 4 500335
17 27 5 249991
17 28 3 1000000
17 29 1 1000000
17 30 2 1000000
17 32 1 1000000
18 0 5 1
18 0 142 1
18 1 78 1
18 1 100 3
18 1 101 3
18 1 102 5
18 1 103 9
18 1 104 12
18 1 105 18
18 1 106 24
18 1 107 50
18 1 108 61
18 1 109 106
18 1 110 136
18 1 111 204
18 1 112 292
18 1 113 420
18 1 114 601
18 1 115 816
18 1 116 1102
18 1 117 1455
18 1 118 2005
18 1 119 2615
18 1 120 3368
18 1 121 4219
18 1 122 5491
18 1 123 6803
18 1 124 8147
18 1 125 9900
18 1 126 11936
18 1 127 14478
18 1 128 16564
18 1 129 19271
18 1 130 21879
18 1 131 24781
18 1 132 27922
18 1 133 30769
18 1 134 33535
18 1 135 36038
18 1 136 38200
18 1 137 40568
18 1 138 41760
18 1 139 43078
18 1 140 43786
18 1 141 44117
18 1 142 43779
18 1 143 43048
18 1 144 41226
18 1 145 39258
18 1 146 37001
18 1 147 34806
18 1 148 32043
18 1 149 28860
18 1 150 25953
18 1 151 23285
18 1 152 20175
18 1 153 17554
18 1 154 14842
18 1 155 12463
18 1 156 10352
18 1 157 8499
18 1 158 6979
18 1 159 5665
18 1 160 4411
18 1 161 3431
18 1 162 2547
18 1 163 1978
18 1 164 1534
18 1 165 1074
18 1 166 842
18 1 167 581
18 1 168 411
18 1 169 297
18 1 170 203
18 1 171 123
18 1 172 85
18 1 173 58
18 1 174 35
18 1 175 24
18 1 176 8
18 1 177 7
18 1 178 8
18 1 179 3
18 1 180 2
18 1 182 1
18 1 184 1
18 2 5 1
18 2 10 7
18 2 11 34
18 2 12 171
18 2 13 588
18 2 14 1417
18 2 15 3291
18 2 16 6197
18 2 17 10618
18 2 18 17262
18 2 19 24813
18 2 20 33794
18 2 21 42882
18 2 22 52894
18 2 23 61540
18 2 24 67691
18 2 25 72248
18 2 26 74570
18 2 27 73678
18 2 28 71597
18 2 29 67078
18 2 30 61284
18 2 31 54162
18 2 32 46753
18 2 33 38732
18 2 34 32010
18 2 35 24871
18 2 36 18936
18 2 37 13709
18 2 38 9859
18 2 39 6658
18 2 40 4351
18 2 41 2708
18 2 42 1577
18 2 43 951
18 2 44 542
18 2 45 274
18 2 46 134
18 2 47 61
18 2 48 33
18 2 49 17
18 2 50 3
18 2 51 1
18 2 52 2
18 2 53 1
18 3 1 4272
18 3 2 14531
18 3 3 31327
18 3 4 50781
18 3 5 67516
18 3 6 79484
18 3 7 85149
18 3 8 86750
18 3 9 86133
18 3 10 83500
18 3 11 78500
18 3 12 71472
18 3 13 62997
18 3 14 52902
18 3 15 43366
18 3 16 33236
18 3 17 24133
18 3 18 17020
18 3 19 11126
18 3 20 6891
18 3 21 4037
18 3 22 2182
18 3 23 1181
18 3 24 518
18 3 25 235
18 3 26 98
18 3 27 36
18 3 28 8
18 3 29 4
18 4 15 1
18 4 16 5
18 4 17 20
18 4 18 40
18 4 19 106
18 4 20 256
18 4 21 572
18 4 22 1183
18 4 23 2244
18 4 24 3969
18 4 25 6478
18 4 26 10145
18 4 27 15297
18 4 28 21337
18 4 29 28700
18 4 30 36779
18 4 31 45357
18 4 32 53440
18 4 33 60828
18 4 34 66436
18 4 35 70281
18 4 36 71799
18 4 37 71189
18 4 38 68231
18 4 39 63774
18 4 40 57520
18 4 41 50674
18 4 42 43565
18 4 43 36044
18 4 44 29275
18 4 45 23277
18 4 46 17987
18 4 47 13568
18 4 48 9855
18 4 49 6892
18 4 50 4705
18 4 51 3094
18 4 52 2053
18 4 53 1214
18 4 54 793
18 4 55 452
18 4 56 258
18 4 57 157
18 4 58 68
18 4 59 46
18 4 60 20
18 4 61 7
18 4 62 5
18 4 63 3
18 4 65 1
18 5 1 32023
18 5 2 91590
18 5 3 156828
18 5 4 187920
18 5 5 180016
18 5 6 149071
18 5 7 105386
18 5 8 58981
18 5 9 24764
18 5 10 7112
18 5 11 1336
18 5 12 134
18 6 4 306
18 6 5 3349
18 6 6 15104
18 6 7 40040
18 6 8 76731
18 6 9 113486
18 6 10 140528
18 6 11 153248
18 6 12 148906
18 6 13 124827
18 6 14 89531
18 6 15 53370
18 6 16 26029
18 6 17 10425
18 6 18 3221
18 6 19 786
18 6 20 102
18 6 21 11
18 7 1 6032
18 7 2 19875
18 7 3 39769
18 7 4 60183
18 7 5 80520
18 7 6 100057
18 7 7 114213
18 7 8 118474
18 7 9 111512
18 7 10 99401
18 7 11 83873
18 7 12 64985
18 7 13 45708
18 7 14 28650
18 7 15 15277
18 7 16 6997
18 7 17 2606
18 7 18 793
18 7 19 205
18 7 20 37
18 7 21 2
18 7 22 1
18 8 2 4
18 8 3 8
18 8 4 92
18 8 5 470
18 8 6 1826
18 8 7 5503
18 8 8 13638
18 8 9 28406
18 8 10 50606
18 8 11 77621
18 8 12 104984
18 8 13 125264
18 8 14 133365
18 8 15 126878
18 8 16 108672
18 8 17 84323
18 8 18 58877
18 8 19 37672
18 8 20 21548
18 8 21 11395
18 8 22 5370
18 8 23 2240
18 8 24 855
18 8 25 289
18 8 26 72
18 8 27 19
18 8 28 3
18 9 5 2
18 9 6 17
18 9 7 58
18 9 8 197
18 9 9 620
18 9 10 1451
18 9 11 3413
18 9 12 6903
18 9 13 12670
18 9 14 21198
18 9 15 33349
18 9 16 47585
18 9 17 63854
18 9 18 78427
18 9 19 90708
18 9 20 97848
18 9 21 98869
18 9 22 95088
18 9 23 85637
18 9 24 73214
18 9 25 58756
18 9 26 44289
18 9 27 31954
18 9 28 21659
18 9 29 13885
18 9 30 8429
18 9 31 4812
18 9 32 2650
18 9 33 1281
18 9 34 680
18 9 35 285
18 9 36 138
18 9 37 45
18 9 38 21
18 9 39 5
18 9 40 3
18 10 3 62302
18 10 4 249856
18 10 5 375527
18 10 6 249823
18 10 7 62492
18 11 1 43641
18 11 2 128217
18 11 3 217526
18 11 4 239885
18 11 5 187330
18 11 6 109609
18 11 7 48608
18 11 8 15443
18 11 9 2893
18 11 10 240
18 12 2 1
18 12 3 13
18 12 4 47
18 12 5 231
18 12 6 739
18 12 7 2307
18 12 8 5775
18 12 9 12370
18 12 10 23593
18 12 11 39611
18 12 12 60381
18 12 13 82185
18 12 14 101974
18 12 15 115277
18 12 16 119447
18 12 17 112929
18 12 18 98414
18 12 19 78619
18 12 20 57478
18 12 21 39284
18 12 22 23929
18 12 23 13431
18 12 24 6866
18 12 25 3154
18 12 26 1300
18 12 27 454
18 12 28 140
18 12 29 38
18 12 30 11
18 12 31 2
18 13 4 18
18 13 5 121
18 13 6 590
18 13 7 2099
18 13 8 5388
18 13 9 12322
18 13 10 23767
18 13 11 41223
18 13 12 61723
18 13 13 83777
18 13 14 102889
18 13 15 115212
18 13 16 118278
18 13 17 110922
18 13 18 96644
18 13 19 77074
18 13 20 57476
18 13 21 38701
18 13 22 24488
18 13 23 13991
18 13 24 7477
18 13 25 3502
18 13 26 1513
18 13 27 541
18 13 28 203
18 13 29 44
18 13 30 16
18 13 32 1
18 14 5 736
18 14 6 6162
18 14 7 23353
18 14 8 56096
18 14 9 98601
18 14 10 136967
18 14 11 156815
18 14 12 155157
18 14 13 132022
18 14 14 98652
18 14 15 64624
18 14 16 37711
18 14 17 19387
18 14 18 8756
18 14 19 3451
18 14 20 1130
18 14 21 308
18 14 22 59
18 14 23 13
18 15 8 1
18 15 9 19
18 15 10 73
18 15 11 279
18 15 12 992
18 15 13 2617
18 15 14 6573
18 15 15 14166
18 15 16 27054
18 15 17 46468
18 15 18 69385
18 15 19 94199
18 15 20 114817
18 15 21 125966
18 15 22 125949
18 15 23 113340
18 15 24 91501
18 15 25 67588
18 15 26 44820
18 15 27 26971
18 15 28 14830
18 15 29 7262
18 15 30 3216
18 15 31 1271
18 15 32 448
18 15 33 147
18 15 34 37
18 15 35 9
18 15 36 2
18 16 10 1
18 16 11 10
18 16 12 55
18 16 13 308
18 16 14 1173
18 16 15 3565
18 16 16 8797
18 16 17 18199
18 16 18 33249
18 16 19 53783
18 16 20 76690
18 16 21 98829
18 16 22 115996
18 16 23 123440
18 16 24 119685
18 16 25 105576
18 16 26 85567
18 16 27 63029
18 16 28 41642
18 16 29 25680
18 16 30 13885
18 16 31 6756
18 16 32 2733
18 16 33 960
18 16 34 287
18 16 35 91
18 16 36 7
18 16 37 7
18 17 7 152
18 17 8 1611
18 17 9 8237
18 17 10 26020
18 17 11 58897
18 17 12 102981
18 17 13 143998
18 17 14 167654
18 17 15 162764
18 17 16 133870
18 17 17 93346
18 17 18 55375
18 17 19 27861
18 17 20 11804
18 17 21 4091
18 17 22 1076
18 17 23 223
18 17 24 37
18 17 25 3
18 18 2 1000000
18 19 2 33
18 19 3 363
18 19 4 2528
18 19 5 10065
18 19 6 28919
18 19 7 61998
18 19 8 104847
18 19 9 143050
18 19 10 161231
18 19 11 155010
18 19 12 128217
18 19 13 92386
18 19 14 57564
18 19 15 30886
18 19 16 14593
18 19 17 5806
18 19 18 1890
18 19 19 494
18 19 20 109
18 19 21 9
18 19 22 2
18 20 17 3
18 20 18 36
18 20 19 355
18 20 20 1791
18 20 21 7386
18 20 22 22122
18 20 23 51833
18 20 24 95569
18 20 25 144158
18 20 26 176121
18 20 27 176517
18 20 28 144569
18 20 29 95574
18 20 30 51906
18 20 31 22301
18 20 32 7498
18 20 33 1883
18 20 34 343
18 20 35 35
18 21 1 2189
18 21 2 18231
18 21 3 68153
18 21 4 149796
18 21 5 217318
18 21 6 221496
18 21 7 167416
18 21 8 96569
18 21 9 42325
18 21 10 13591
18 21 11 2658
18 21 12 258
18 22 5 107
18 22 6 1170
18 22 7 7590
18 22 8 28371
18 22 9 74441
18 22 10 139261
18 22 11 196935
18 22 12 208873
18 22 13 170424
18 22 14 104876
18 22 15 47855
18 22 16 15979
18 22 17 3576
18 22 18 506
18 22 19 36
18 23 1 4169
18 23 2 21402
18 23 3 66900
18 23 4 141002
18 23 5 209719
18 23 6 225907
18 23 7 177693
18 23 8 100047
18 23 9 40167
18 23 10 10723
18 23 11 1776
18 23 12 118
18 24 4 423
18 24 5 4364
18 24 6 21653
18 24 7 63735
18 24 8 128097
18 24 9 188075
18 24 10 205548
18 24 11 174328
18 24 12 116336
18 24 13 61489
18 24 14 25845
18 24 15 8091
18 24 16 1762
18 24 17 236
18 24 18 18
18 25 7 130
18 25 8 1598
18 25 9 9560
18 25 10 34911
18 25 11 87204
18 25 12 157520
18 25 13 209850
18 25 14 208572
18 25 15 157036
18 25 16 87563
18 25 17 34816
18 25 18 9515
18 25 19 1609
18 25 20 116
18 26 10 1000000
18 27 5 124929
18 27 6 375258
18 27 7 374731
18 27 8 125082
18 28 5 1000000
18 29 14 1000000
18 30 12 1
18 30 14 999999
18 31 4 1000000
18 32 5 1000000
18 33 5 1000000
18 34 3 1000000
18 35 5 1000000
19 0 1 1
19 0 56 1
19 1 30 1
19 1 31 1
19 1 33 6
19 1 34 7
19 1 35 18
19 1 36 44
19 1 37 129
19 1 38 202
19 1 39 408
19 1 40 818
19 1 41 1506
19 1 42 2534
19 1 43 4070
19 1 44 6248
19 1 45 9502
19 1 46 13803
19 1 47 19474
19 1 48 25987
19 1 49 33712
19 1 50 41698
19 1 51 50853
19 1 52 58574
19 1 53 65920
19 1 54 71057
19 1 55 74187
19 1 56 74947
19 1 57 72880
19 1 58 68689
19 1 59 62793
19 1 60 54619
19 1 61 46235
19 1 62 38195
19 1 63 29734
19 1 64 22698
19 1 65 16466
19 1 66 11707
19 1 67 7814
19 1 68 5093
19 1 69 3097
19 1 70 1930
19 1 71 1113
19 1 72 597
19 1 73 309
19 1 74 184
19 1 75 76
19 1 76 45
19 1 77 11
19 1 78 9
19 2 1 748
19 2 2 3188
19 2 3 9024
19 2 4 19729
19 2 5 36993
19 2 6 59031
19 2 7 84044
19 2 8 106540
19 2 9 121529
19 2 10 126327
19 2 11 119869
19 2 12 103160
19 2 13 79647
19 2 14 56653
19 2 15 35920
19 2 16 20338
19 2 17 10229
19 2 18 4447
19 2 19 1770
19 2 20 535
19 2 21 150
19 2 22 30
19 2 23 2
19 3 1 45511
19 3 2 89450
19 3 3 133667
19 3 4 159355
19 3 5 160437
19 3 6 139714
19 3 7 106089
19 3 8 70905
19 3 9 41892
19 3 10 22068
19 3 11 10217
19 3 12 4136
19 3 13 1534
19 3 14 458
19 3 15 127
19 3 16 25
19 3 17 4
19 3 18 1
19 4 4 1
19 4 5 9
19 4 6 41
19 4 7 196
19 4 8 715
19 4 9 2066
19 4 10 5192
19 4 11 11388
19 4 12 20946
19 4 13 34918
19 4 14 53033
19 4 15 72041
19 4 16 90522
19 4 17 104936
19 4 18 110638
19 4 19 109709
19 4 20 100800
19 4 21 85184
19 4 22 67751
19 4 23 49969
19 4 24 33910
19 4 25 21298
19 4 26 12298
19 4 27 6607
19 4 28 3309
19 4 29 1473
19 4 30 659
19 4 31 281
19 4 32 77
19 4 33 28
19 4 34 5
19 5 1 74724
19 5 2 134288
19 5 3 185461
19 5 4 201007
19 5 5 165015
19 5 6 113223
19 5 7 63762
19 5 8 27556
19 5 9 10265
19 5 10 2674
19 5 11 538
19 5 12 56
19 6 4 117152
19 6 5 319311
19 6 6 328070
19 6 7 172589
19 6 8 54975
19 6 9 7903
19 7 1 327844
19 7 2 281645
19 7 3 156295
19 7 4 77997
19 7 5 15495
19 8 2 118
19 8 3 1528
19 8 4 9554
19 8 5 34813
19 8 6 87439
19 8 7 157126
19 8 8 209470
19 8 9 209409
19 8 10 156915
19 8 11 87317
19 8 12 35061
19 8 13 9494
19 8 14 1646
19 8 15 110
19 9 1 44477
19 9 2 96591
19 9 3 156747
19 9 4 197000
19 9 5 191844
19 9 6 150869
19 9 7 93220
19 9 8 41837
19 9 9 13543
19 9 10 2589
19 9 11 266
19 10 1 1000000
19 11 1 188255
19 11 2 187293
19 11 3 62335
19 12 4 52519
19 12 5 140683
19 12 6 199733
19 12 7 234220
19 12 8 195314
19 12 9 109167
19 12 10 50697
19 12 11 15680
19 12 12 1987
19 13 1 1921
19 13 2 9454
19 13 3 29459
19 13 4 66343
19 13 5 113051
19 13 6 155744
19 13 7 175356
19 13 8 164016
19 13 9 127885
19 13 10 82416
19 13 11 44528
19 13 12 19886
19 13 13 7296
19 13 14 1997
19 13 15 414
19 13 16 49
19 13 17 4
19 14 2 39718
19 14 3 158474
19 14 4 262959
19 14 5 252109
19 14 6 167331
19 14 7 84014
19 14 8 29078
19 14 9 5819
19 14 10 498
19 15 3 43953
19 15 4 164144
19 15 5 258849
19 15 6 242659
19 15 7 165158
19 15 8 85794
19 15 9 30726
19 15 10 7776
19 15 11 941
19 16 1 984
19 16 2 5522
19 16 3 20125
19 16 4 50755
19 16 5 97318
19 16 6 147337
19 16 7 179360
19 16 8 178876
19 16 9 144466
19 16 10 95640
19 16 11 50466
19 16 12 20879
19 16 13 6528
19 16 14 1439
19 16 15 206
19 16 16 13
19 17 2 4
19 17 3 75
19 17 4 417
19 17 5 1935
19 17 6 6745
19 17 7 19025
19 17 8 42690
19 17 9 77856
19 17 10 119314
19 17 11 152544
19 17 12 164476
19 17 13 150493
19 17 14 116294
19 17 15 76109
19 17 16 42198
19 17 17 19529
19 17 18 7388
19 17 19 2235
19 17 20 567
19 17 21 90
19 17 22 15
19 17 23 1
19 18 2 1000000
19 19 1 132455
19 19 2 210993
19 19 3 242610
19 19 4 211389
19 19 5 116585
19 19 6 39023
19 19 7 7666
19 20 10 432
19 20 11 5478
