Year Indiv Category Genotyped Mom Dad Sex simSex
1997 2266 survivor N 58 1899 1 1
1997 490 survivor Y 226 1481 1 1
1997 2425 survivor N 433 1449 1 1
1997 2223 survivor N 80 1520 1 1
1997 2228 survivor Y 427 2191 1 1
1997 81 survivor N 374 1884 1 1
1997 2429 survivor N 1879 2185 1 1
1997 2083 survivor N 384 352 2 2
1997 2110 survivor N 259 1583 2 2
1997 2459 survivor N 0 0 2 2
1997 2080 survivor N 386 1410 1 1
1997 2450 survivor Y 6893 6894 2 2
1997 2443 survivor Y 0 0 1 1
1997 2445 survivor Y 0 0 2 2
1997 2438 survivor N 0 0 2 2
1997 2455 survivor Y 0 0 1 1
1997 2449 survivor N 0 0 2 2
1997 2454 survivor Y 0 0 1 1
1997 2462 survivor Y 0 0 2 2
1997 2456 survivor Y 0 0 1 1
1997 2457 survivor Y 0 0 2 2
1997 2486 survivor Y 6891 6892 1 1
1997 1899 survivor N 0 0 1 1
1997 58 survivor N 0 0 2 2
1997 1729 survivor Y 267 266 1 1
1997 2151 survivor Y 1578 1464 1 1
1997 2155 survivor N 218 224 1 1
1997 2570 survivor Y 1718 588 2 2
1997 2607 survivor Y 0 0 2 2
1997 2562 survivor Y 2193 2081 1 1
1997 2482 survivor N 1644 1471 2 2
1997 2635 survivor N 0 0 2 2
1997 2608 survivor Y 0 0 2 2
1997 2616 survivor N 0 0 2 2
1997 487 survivor Y 1396 387 1 1
1997 2612 survivor N 0 0 1 1
1997 2187 survivor N 0 0 2 2
1997 2615 survivor N 0 0 1 1
1997 2619 survivor N 0 0 2 2
1997 2618 survivor N 0 0 2 2
1997 2617 survivor N 0 0 2 2
1997 2272 survivor N 2106 1436 1 1
1997 2633 survivor N 0 0 2 2
1997 2036 survivor N 315 230 2 2
1997 2097 survivor Y 262 258 1 1
1997 2014 survivor N 1543 1436 2 2
1997 896 survivor N 1718 588 0 2
1997 2648 survivor N 1718 588 0 1
1997 2649 survivor N 1718 588 0 2
1997 2636 survivor N 0 0 2 2
1997 2645 survivor N 2066 1716 0 1
1997 2647 survivor N 2066 1716 0 2
1997 2654 survivor Y 1900 474 2 2
1997 2658 survivor N 1819 113 0 2
1997 2650 survivor N 2060 1519 2 2
1997 2651 survivor N 2060 1519 1 1
1997 2663 survivor N 2528 1999 2 2
1997 2664 survivor N 2528 1999 1 1
1997 2665 survivor Y 2528 1999 2 2
1997 2675 survivor N 1461 1924 1 1
1997 2676 survivor N 1461 1924 1 1
1997 2670 survivor N 58 1899 1 1
1997 2671 survivor N 58 1899 2 2
1997 2672 survivor N 1996 2007 1 1
1997 2673 survivor N 1996 2007 2 2
1997 2674 survivor N 1996 2007 2 2
1997 788 survivor Y 2067 1892 1 1
1997 2677 survivor N 2067 1892 1 1
1997 2678 survivor N 2067 1892 1 1
1997 879 survivor N 422 1896 2 2
1997 2679 survivor N 422 1896 0 2
1997 2680 survivor N 422 1896 2 2
1997 2681 survivor N 2462 1520 2 2
1997 2686 survivor N 2186 1884 2 2
1997 2687 survivor Y 2186 1884 2 2
1997 2688 survivor N 2492 2213 2 2
1997 2689 survivor N 2492 2213 2 2
1997 2690 survivor N 78 2164 2 2
1997 2693 survivor N 2077 1880 0 1
1997 2697 survivor N 2036 2228 1 1
1997 787 survivor N 2207 2047 1 1
1997 2699 survivor N 1523 1481 1 1
1997 2700 survivor N 1523 1481 0 2
1997 2701 survivor N 1523 1481 2 2
1997 2703 survivor N 2207 2047 1 1
1997 2704 survivor N 2193 487 2 2
1997 2705 survivor N 2193 487 2 2
1997 2706 survivor N 2193 487 1 1
1997 2708 survivor N 2450 2080 1 1
1997 2709 survivor N 2450 2080 2 2
1997 2712 survivor N 1802 1628 2 2
1997 2714 survivor N 1582 2212 2 2
1997 2640 survivor Y 6898 2487 2 2
1997 2724 survivor N 2634 2222 0 2
1997 2749 survivor N 0 0 1 1
1997 2727 survivor N 2008 2013 1 1
1997 2729 survivor N 2008 2013 2 2
1997 2743 survivor N 2745 2749 0 1
1997 2731 survivor N 2083 2243 2 2
1997 2732 survivor N 2083 2243 2 2
1997 2737 survivor N 2459 1565 1 1
1997 2738 survivor N 2459 1565 1 1
1997 2735 survivor N 2381 2734 2 2
1997 2736 survivor N 2381 2734 2 2
1997 2739 survivor N 2065 2155 0 1
1997 2741 survivor N 2065 2155 2 2
1997 2564 survivor N 0 0 2 2
1997 2746 survivor N 2424 2486 2 2
1997 2753 survivor N 67 360 1 1
1997 2755 survivor N 67 360 2 2
1997 2761 survivor N 2211 3234 2 2
1997 2762 survivor N 2211 3234 1 1
1997 2763 survivor N 2348 1436 1 1
1997 859 survivor N 2141 1579 1 1
1997 2769 survivor N 2141 1579 2 2
1997 2770 survivor N 2141 1579 2 2
1997 2772 survivor N 6750 1557 2 2
1997 2776 survivor N 25 469 1 1
1997 2778 survivor N 25 469 0 1
1997 789 survivor Y 26 1694 2 2
1997 2771 survivor N 0 0 1 1
1997 2782 immigrant N 0 0 2 2
1997 1754 survivor Y 1577 388 2 2
1997 2283 survivor N 1582 1591 1 1
1997 2460 immigrant N 0 0 2 2
1997 116 immigrant N 0 0 1 1
1997 2591 immigrant N 225 2307 2 2
1997 2580 immigrant N 1299 1851 2 2
1997 117 immigrant N 0 0 1 1
1997 790 immigrant Y 0 0 1 1
1997 121 immigrant N 0 0 1 1
1997 120 immigrant N 0 0 0 1
1997 2389 immigrant N 0 0 2 2
1997 122 immigrant N 0 0 2 2
1997 119 immigrant N 0 0 1 1
1997 389 immigrant Y 0 0 2 2
1997 1206 immigrant N 0 0 1 1
1997 118 immigrant N 0 0 2 2
1997 193 immigrant N 0 0 1 1
1997 1205 immigrant N 0 0 0 1
1998 1272 nestling N 2635 2455 0 1
1998 1274 nestling N 1233 1206 0 2
1998 1275 nestling N 1233 1206 0 1
1998 1276 nestling N 1443 1267 0 2
1998 1277 nestling N 1443 1267 2 2
1998 1278 nestling N 1443 1267 0 2
1998 1279 nestling N 1443 1267 0 2
1998 1280 nestling N 2640 2223 0 2
1998 1281 nestling N 2640 2223 2 2
1998 1282 nestling N 2640 2223 0 2
1998 1283 nestling N 2640 2223 0 2
1998 1286 nestling N 2110 2151 0 2
1998 1287 nestling N 2110 2151 1 1
1998 1288 nestling N 2110 2151 2 2
1998 1289 nestling N 2110 2151 0 2
1998 1290 nestling N 1438 2185 0 1
1998 1291 nestling N 1438 2185 2 2
1998 1292 nestling Y 1438 2185 2 2
1998 1293 nestling N 1438 2185 0 1
1998 273 nestling N 2462 1520 1 1
1998 274 nestling N 2462 1520 1 1
1998 275 nestling N 2462 1520 2 2
1998 276 nestling N 2462 1520 2 2
1998 279 nestling N 389 2283 0 2
1998 280 nestling N 389 2283 0 1
1998 281 nestling N 389 2283 0 1
1998 282 nestling N 389 2283 0 2
1998 284 nestling N 1574 790 0 1
1998 285 nestling N 1574 790 0 1
1998 286 nestling N 2187 81 0 2
1998 287 nestling N 2065 2155 1 1
1998 288 nestling N 2065 2155 0 2
1998 289 nestling N 2065 2155 0 2
1998 343 nestling N 1574 790 2 2
1998 290 nestling N 2681 2508 1 1
1998 291 nestling N 2681 2508 0 2
1998 295 nestling N 2688 1998 0 1
1998 296 nestling Y 2688 1998 2 2
1998 297 nestling N 2688 1998 0 2
1998 298 nestling N 2688 1998 2 2
1998 299 nestling N 25 2080 2 2
1998 300 nestling N 25 2080 0 2
1998 301 nestling N 25 2080 0 1
1998 304 nestling N 2636 1628 0 1
1998 305 nestling Y 2607 352 2 2
1998 306 nestling N 2607 352 0 1
1998 292 nestling N 2193 487 1 1
1998 293 nestling N 2193 487 1 1
1998 294 nestling N 2193 487 2 2
1998 312 nestling Y 2381 2191 1 1
1998 313 nestling N 2381 2191 2 2
1998 314 nestling N 2381 2191 0 1
1998 308 nestling N 2450 2612 1 1
1998 309 nestling N 2450 2612 0 2
1998 310 nestling N 2450 2612 0 2
1998 311 nestling N 2450 2612 0 2
1998 316 nestling N 2014 2097 0 1
1998 317 nestling N 2014 2097 2 2
1998 318 nestling N 2635 2455 0 2
1998 319 nestling N 2459 1565 0 1
1998 320 nestling N 2459 1565 0 1
1998 321 nestling N 2459 1565 0 2
1998 322 nestling N 2459 1565 0 1
1998 323 nestling N 118 2708 0 1
1998 324 nestling N 118 2708 0 2
1998 325 nestling N 2570 113 0 1
1998 326 nestling N 2570 113 0 2
1998 327 nestling N 2570 113 0 1
1998 334 nestling N 2445 2454 0 2
1998 331 nestling N 2211 3234 0 1
1998 332 nestling N 2211 3234 0 1
1998 333 nestling N 2211 3234 0 2
1998 335 nestling N 2528 1999 0 1
1998 336 nestling N 2528 1999 0 2
1998 337 nestling N 2528 1999 0 1
1998 338 nestling N 2500 2027 0 2
1998 339 nestling N 2500 2027 0 2
1998 340 nestling N 2500 2027 0 1
1998 341 nestling N 330 329 0 2
1998 342 nestling N 330 329 0 2
1998 2732 survivor N 2083 2243 2 2
1998 2047 survivor N 2783 233 1 1
1998 128 survivor Y 2617 2047 1 1
1998 3234 survivor N 1523 1481 1 1
1998 2018 survivor N 1523 1481 1 1
1998 1998 survivor Y 374 1884 1 1
1998 1999 survivor Y 374 1884 1 1
1998 2741 survivor N 2065 2155 2 2
1998 2735 survivor N 2381 2734 2 2
1998 2731 survivor N 2083 2243 2 2
1998 2776 survivor N 25 469 1 1
1998 2753 survivor N 67 360 1 1
1998 2755 survivor N 67 360 2 2
1998 2771 survivor N 0 0 1 1
1998 789 survivor Y 26 1694 2 2
1998 2749 survivor N 0 0 1 1
1998 2591 survivor N 225 2307 2 2
1998 2013 survivor Y 1543 1436 1 1
1998 2008 survivor N 1574 418 2 2
1998 1574 survivor Y 0 0 2 2
1998 2211 survivor Y 1461 1924 2 2
1998 2213 survivor N 1461 1924 1 1
1998 2237 survivor Y 1718 588 2 2
1998 2222 survivor N 1409 487 1 1
1998 490 survivor Y 226 1481 1 1
1998 2425 survivor N 433 1449 1 1
1998 2223 survivor N 80 1520 1 1
1998 2228 survivor Y 427 2191 1 1
1998 81 survivor N 374 1884 1 1
1998 2429 survivor N 1879 2185 1 1
1998 2083 survivor N 384 352 2 2
1998 2110 survivor N 259 1583 2 2
1998 2459 survivor N 0 0 2 2
1998 2080 survivor N 386 1410 1 1
1998 2450 survivor Y 6893 6894 2 2
1998 2445 survivor Y 0 0 2 2
1998 2454 survivor Y 0 0 1 1
1998 2462 survivor Y 0 0 2 2
1998 2460 survivor N 0 0 2 2
1998 2456 survivor Y 0 0 1 1
1998 2457 survivor Y 0 0 2 2
1998 2486 survivor Y 6891 6892 1 1
1998 1899 survivor N 0 0 1 1
1998 58 survivor N 0 0 2 2
1998 2151 survivor Y 1578 1464 1 1
1998 2155 survivor N 218 224 1 1
1998 2570 survivor Y 1718 588 2 2
1998 2607 survivor Y 0 0 2 2
1998 487 survivor Y 1396 387 1 1
1998 2612 survivor N 0 0 1 1
1998 2187 survivor N 0 0 2 2
1998 2615 survivor N 0 0 1 1
1998 2272 survivor N 2106 1436 1 1
1998 2633 survivor N 0 0 2 2
1998 2036 survivor N 315 230 2 2
1998 2097 survivor Y 262 258 1 1
1998 2014 survivor N 1543 1436 2 2
1998 2640 survivor Y 6898 2487 2 2
1998 2636 survivor N 0 0 2 2
1998 2688 survivor N 2492 2213 2 2
1998 2689 survivor N 2492 2213 2 2
1998 2681 survivor N 2462 1520 2 2
1998 790 survivor Y 0 0 1 1
1998 2381 survivor N 449 1947 2 2
1998 1729 survivor Y 267 266 1 1
1998 2699 survivor N 1523 1481 1 1
1998 2712 survivor N 1802 1628 2 2
1998 896 survivor N 1718 588 0 2
1998 787 survivor N 2207 2047 1 1
1998 2703 survivor N 2207 2047 1 1
1998 2680 survivor N 422 1896 2 2
1998 2697 survivor N 2036 2228 1 1
1998 2664 survivor N 2528 1999 1 1
1998 2665 survivor Y 2528 1999 2 2
1998 2727 survivor N 2008 2013 1 1
1998 2729 survivor N 2008 2013 2 2
1998 2704 survivor N 2193 487 2 2
1998 2705 survivor N 2193 487 2 2
1998 2706 survivor N 2193 487 1 1
1998 2708 survivor N 2450 2080 1 1
1998 2672 survivor N 1996 2007 1 1
1998 2687 survivor Y 2186 1884 2 2
1998 2677 survivor N 2067 1892 1 1
1998 788 survivor Y 2067 1892 1 1
1998 2650 survivor N 2060 1519 2 2
1998 2651 survivor N 2060 1519 1 1
1998 2654 survivor Y 1900 474 2 2
1998 2671 survivor N 58 1899 2 2
1998 2637 survivor N 1922 1689 1 1
1998 2675 survivor N 1461 1924 1 1
1998 2763 survivor N 2348 1436 1 1
1998 2770 survivor N 2141 1579 2 2
1998 2737 survivor N 2459 1565 1 1
1998 2738 survivor N 2459 1565 1 1
1998 2761 survivor N 2211 3234 2 2
1998 2762 survivor N 2211 3234 1 1
1998 2077 survivor N 1693 1767 2 2
1998 2193 survivor N 0 0 2 2
1998 113 survivor N 0 0 1 1
1998 2186 survivor Y 6891 6892 2 2
1998 1438 survivor N 0 0 2 2
1998 67 survivor N 1411 1584 2 2
1998 2424 survivor N 0 0 2 2
1998 2191 survivor Y 0 0 1 1
1998 1892 survivor N 0 0 1 1
1998 1436 survivor N 0 0 1 1
1998 1443 survivor N 0 0 2 2
1998 352 survivor Y 0 0 1 1
1998 1628 survivor Y 1523 6749 1 1
1998 315 survivor Y 227 234 2 2
1998 1520 survivor Y 0 0 1 1
1998 588 survivor Y 0 0 1 1
1998 2500 survivor Y 0 0 2 2
1998 2492 survivor Y 0 0 2 2
1998 2527 survivor N 0 0 2 2
1998 2528 survivor Y 2491 6924 2 2
1998 2548 survivor N 2450 2080 1 1
1998 2508 survivor Y 1523 1481 1 1
1998 2511 survivor Y 1523 1481 1 1
1998 2515 survivor Y 2083 2243 1 1
1998 1565 survivor Y 0 0 1 1
1998 1481 survivor Y 0 0 1 1
1998 2185 survivor Y 0 0 1 1
1998 2243 survivor Y 1408 1575 1 1
1998 25 survivor N 1634 489 2 2
1998 1900 survivor N 0 0 2 2
1998 2065 survivor N 1718 588 2 2
1998 2066 survivor N 1718 588 2 2
1998 2027 survivor N 1819 403 1 1
1998 1689 survivor N 1397 242 1 1
1998 122 survivor N 0 0 2 2
1998 133 survivor N 1574 418 2 2
1998 135 survivor N 1574 418 1 1
1998 150 survivor Y 2193 487 1 1
1998 161 survivor N 2633 2272 2 2
1998 166 survivor N 2636 2049 1 1
1998 182 survivor N 2492 2213 0 1
1998 202 survivor N 2211 3234 1 1
1998 206 survivor N 2783 2522 2 2
1998 389 survivor Y 0 0 2 2
1998 2523 survivor Y 1802 1628 1 1
1998 2283 survivor N 1582 1591 1 1
1998 2493 survivor N 0 0 1 1
1998 1206 survivor N 0 0 1 1
1998 1233 survivor N 2449 1206 2 2
1998 213 survivor N 1523 1481 1 1
1998 118 survivor N 0 0 2 2
1998 2608 survivor Y 0 0 2 2
1998 193 survivor N 0 0 1 1
1998 2635 survivor N 0 0 2 2
1998 2455 survivor Y 0 0 1 1
1998 1754 survivor Y 1577 388 2 2
1998 2531 survivor N 0 0 2 2
1998 1270 immigrant N 0 0 1 1
1998 2914 immigrant N 432 257 1 1
1998 1236 immigrant N 0 0 2 2
1998 1242 immigrant N 0 0 1 1
1998 1251 immigrant N 0 0 2 2
1998 1254 immigrant N 0 0 2 2
1998 1248 immigrant N 0 0 1 1
1998 2788 immigrant Y 1933 72 1 1
1998 1247 immigrant N 0 0 1 1
1998 1267 immigrant N 0 0 1 1
1998 1253 immigrant N 0 0 2 2
1998 2942 immigrant N 259 1583 1 1
1998 1244 immigrant N 0 0 2 2
1998 1258 immigrant N 0 0 2 2
1998 2931 immigrant N 1424 3536 2 2
1998 1285 immigrant N 0 0 1 1
1998 1273 immigrant N 0 0 2 2
1998 329 immigrant N 0 0 1 1
1998 330 immigrant N 0 0 2 2
1999 3010 nestling N 2635 2455 0 2
1999 3011 nestling N 2635 2455 0 1
1999 3012 nestling N 2635 2455 0 2
1999 3013 nestling N 2635 2455 0 2
1999 3014 nestling Y 2186 1892 2 2
1999 3015 nestling Y 2186 1892 1 1
1999 5268 nestling Y 2186 1892 1 1
1999 3016 nestling Y 2528 1999 1 1
1999 3017 nestling Y 2528 1999 1 1
1999 3018 nestling Y 2528 1999 2 2
1999 3019 nestling Y 2528 1999 1 1
1999 3020 nestling Y 2528 1999 2 2
1999 3021 nestling Y 2187 2677 2 2
1999 3022 nestling Y 2187 2677 2 2
1999 3023 nestling Y 2187 2677 1 1
1999 3024 nestling Y 2187 2677 2 2
1999 3025 nestling Y 2492 2213 2 2
1999 3026 nestling Y 2492 2213 2 2
1999 3027 nestling Y 2492 2213 2 2
1999 3028 nestling Y 1253 588 2 2
1999 3029 nestling Y 1253 588 2 2
1999 3030 nestling Y 1253 588 2 2
1999 3031 nestling Y 2083 2243 1 1
1999 3032 nestling Y 2083 2243 1 1
1999 3033 nestling Y 2083 2243 1 1
1999 3034 nestling Y 2083 2243 1 1
1999 3035 nestling Y 1443 2523 1 1
1999 3036 nestling Y 1443 2523 1 1
1999 3041 nestling Y 1261 1206 1 1
1999 3042 nestling Y 2654 2942 1 1
1999 3037 nestling Y 2640 2223 1 1
1999 3038 nestling Y 2640 2223 1 1
1999 3039 nestling Y 2640 2223 1 1
1999 3040 nestling Y 2640 2223 1 1
1999 3043 nestling Y 2570 113 2 2
1999 3044 nestling Y 2570 113 2 2
1999 3045 nestling Y 2570 113 1 1
1999 3046 nestling Y 2381 2191 2 2
1999 3052 nestling Y 58 1899 1 1
1999 3047 nestling Y 2688 1998 1 1
1999 3048 nestling Y 2688 1998 2 2
1999 3049 nestling Y 2665 2753 1 1
1999 3050 nestling Y 2665 2753 2 2
1999 3051 nestling Y 2665 2753 1 1
1999 5891 nestling Y 2688 1998 1 1
1999 3007 nestling Y 2110 2151 2 2
1999 3008 nestling Y 2110 2151 1 1
1999 3009 nestling Y 2110 2151 1 1
1999 3053 nestling Y 2712 2675 2 2
1999 3054 nestling Y 2712 2675 2 2
1999 3055 nestling Y 2731 2664 1 1
1999 3056 nestling Y 2731 2664 2 2
1999 3057 nestling Y 2731 2664 1 1
1999 3058 nestling Y 2527 2047 1 1
1999 3059 nestling Y 25 2080 2 2
1999 3060 nestling Y 25 2080 1 1
1999 3061 nestling Y 25 2080 1 1
1999 3062 nestling Y 2704 2672 2 2
1999 3063 nestling Y 2704 2672 2 2
1999 3064 nestling Y 2014 2097 2 2
1999 3065 nestling Y 67 2493 2 2
1999 3066 nestling Y 67 2493 1 1
1999 3067 nestling Y 67 2493 1 1
1999 3068 nestling Y 67 2493 2 2
1999 3073 nestling Y 1236 2749 2 2
1999 3074 nestling Y 1236 2749 1 1
1999 3075 nestling Y 1236 2749 2 2
1999 3069 nestling Y 315 2018 2 2
1999 3070 nestling Y 315 2018 2 2
1999 3071 nestling Y 2211 3234 1 1
1999 3072 nestling Y 2211 3234 1 1
1999 3077 nestling Y 2671 1247 1 1
1999 3078 nestling Y 2671 1247 1 1
1999 3079 nestling Y 789 790 1 1
1999 3080 nestling Y 2931 1285 2 2
1999 3081 nestling Y 2931 1285 2 2
1999 3082 nestling Y 2445 2454 2 2
1999 3083 nestling Y 2445 2454 1 1
1999 3084 nestling Y 2445 2454 1 1
1999 3085 nestling Y 2445 2454 1 1
1999 3086 nestling Y 1254 2185 2 2
1999 3087 nestling Y 1254 2185 2 2
1999 3088 nestling Y 1254 2185 2 2
1999 3089 nestling Y 2500 2027 2 2
1999 3090 nestling Y 2500 2027 1 1
1999 3091 nestling Y 2500 2027 1 1
1999 3092 nestling Y 2036 2228 1 1
1999 3093 nestling Y 2650 1729 1 1
1999 3094 nestling Y 2650 1729 1 1
1999 3095 nestling Y 2650 1729 1 1
1999 3096 nestling Y 2633 2272 2 2
1999 3097 nestling Y 2633 2272 2 2
1999 3098 nestling Y 2633 2272 2 2
1999 3099 nestling Y 2633 2272 2 2
1999 3100 nestling Y 122 490 2 2
1999 3101 nestling Y 122 490 1 1
1999 3102 nestling Y 122 490 1 1
1999 3103 nestling Y 2462 1520 1 1
1999 3104 nestling Y 2462 1520 2 2
1999 3205 nestling Y 2462 1520 1 1
1999 3210 nestling Y 2591 1628 1 1
1999 3211 nestling Y 2591 1628 1 1
1999 3206 nestling Y 2687 2914 1 1
1999 3207 nestling Y 2687 2914 1 1
1999 3208 nestling Y 2687 2914 2 2
1999 3209 nestling Y 2687 2914 2 2
1999 3261 nestling Y 1253 588 2 2
1999 3262 nestling N 1253 588 1 1
1999 3212 nestling Y 118 2548 2 2
1999 3213 nestling Y 118 2548 2 2
1999 3214 nestling N 118 2548 2 2
1999 3215 nestling Y 133 2788 1 1
1999 3216 nestling Y 133 2788 1 1
1999 3217 nestling Y 133 2788 2 2
1999 3221 nestling Y 2607 2703 1 1
1999 3222 nestling Y 2607 2703 1 1
1999 3218 nestling Y 2635 2455 2 2
1999 3219 nestling Y 2635 2455 1 1
1999 3220 nestling Y 2635 2455 1 1
1999 3493 nestling N 2237 2771 2 2
1999 6776 nestling N 2237 2771 0 2
1999 3223 nestling Y 2457 2456 1 1
1999 3224 nestling Y 2457 2456 2 2
1999 3225 nestling Y 2457 2456 2 2
1999 3226 nestling Y 2457 2456 2 2
1999 3227 nestling Y 2531 778 2 2
1999 3228 nestling Y 2608 1689 2 2
1999 3229 nestling Y 2608 1689 1 1
1999 3230 nestling Y 2608 1689 2 2
1999 3231 nestling Y 2608 1689 2 2
1999 3232 nestling Y 2654 2942 2 2
1999 3233 nestling Y 2640 2223 1 1
1999 3235 nestling Y 2065 2155 2 2
1999 3236 nestling N 2065 2155 1 1
1999 3237 nestling Y 2065 2155 2 2
1999 3238 nestling Y 2381 2191 1 1
1999 3239 nestling Y 2381 2191 1 1
1999 3240 nestling Y 789 790 2 2
1999 3241 nestling Y 789 790 1 1
1999 3242 nestling Y 789 790 2 2
1999 3243 nestling Y 2650 1729 1 1
1999 3244 nestling Y 2650 1729 1 1
1999 3245 nestling Y 2211 3234 1 1
1999 3246 nestling Y 2211 3234 2 2
1999 3247 nestling Y 2211 3234 2 2
1999 3248 nestling Y 2211 3234 2 2
1999 3249 nestling Y 2036 2228 2 2
1999 3250 nestling Y 2036 2228 1 1
1999 3251 nestling Y 2036 2228 1 1
1999 3252 nestling Y 1261 1206 1 1
1999 3253 nestling Y 1261 1206 2 2
1999 3254 nestling Y 2077 1481 1 1
1999 3255 nestling Y 2077 1481 2 2
1999 3256 nestling Y 2077 1481 2 2
1999 3257 nestling Y 1754 1436 2 2
1999 3258 nestling Y 1754 1436 2 2
1999 3259 nestling Y 1754 1436 2 2
1999 3234 survivor N 1523 1481 1 1
1999 2018 survivor N 1523 1481 1 1
1999 1999 survivor Y 374 1884 1 1
1999 2731 survivor N 2083 2243 2 2
1999 2776 survivor N 25 469 1 1
1999 2753 survivor N 67 360 1 1
1999 2755 survivor N 67 360 2 2
1999 2771 survivor N 0 0 1 1
1999 2749 survivor N 0 0 1 1
1999 118 survivor N 0 0 2 2
1999 2591 survivor N 225 2307 2 2
1999 2013 survivor Y 1543 1436 1 1
1999 2211 survivor Y 1461 1924 2 2
1999 2213 survivor N 1461 1924 1 1
1999 2237 survivor Y 1718 588 2 2
1999 490 survivor Y 226 1481 1 1
1999 2425 survivor N 433 1449 1 1
1999 2223 survivor N 80 1520 1 1
1999 2228 survivor Y 427 2191 1 1
1999 2429 survivor N 1879 2185 1 1
1999 2083 survivor N 384 352 2 2
1999 2110 survivor N 259 1583 2 2
1999 2459 survivor N 0 0 2 2
1999 2080 survivor N 386 1410 1 1
1999 2450 survivor Y 6893 6894 2 2
1999 2445 survivor Y 0 0 2 2
1999 2454 survivor Y 0 0 1 1
1999 2462 survivor Y 0 0 2 2
1999 2456 survivor Y 0 0 1 1
1999 2457 survivor Y 0 0 2 2
1999 2486 survivor Y 6891 6892 1 1
1999 1899 survivor N 0 0 1 1
1999 58 survivor N 0 0 2 2
1999 2151 survivor Y 1578 1464 1 1
1999 2155 survivor N 218 224 1 1
1999 2570 survivor Y 1718 588 2 2
1999 2607 survivor Y 0 0 2 2
1999 2187 survivor N 0 0 2 2
1999 2272 survivor N 2106 1436 1 1
1999 2633 survivor N 0 0 2 2
1999 2036 survivor N 315 230 2 2
1999 2097 survivor Y 262 258 1 1
1999 2014 survivor N 1543 1436 2 2
1999 2640 survivor Y 6898 2487 2 2
1999 2689 survivor N 2492 2213 2 2
1999 2681 survivor N 2462 1520 2 2
1999 790 survivor Y 0 0 1 1
1999 1729 survivor Y 267 266 1 1
1999 2712 survivor N 1802 1628 2 2
1999 896 survivor N 1718 588 0 2
1999 787 survivor N 2207 2047 1 1
1999 2703 survivor N 2207 2047 1 1
1999 2680 survivor N 422 1896 2 2
1999 2664 survivor N 2528 1999 1 1
1999 2665 survivor Y 2528 1999 2 2
1999 2727 survivor N 2008 2013 1 1
1999 2704 survivor N 2193 487 2 2
1999 2672 survivor N 1996 2007 1 1
1999 2677 survivor N 2067 1892 1 1
1999 788 survivor Y 2067 1892 1 1
1999 2637 survivor N 1922 1689 1 1
1999 2770 survivor N 2141 1579 2 2
1999 2738 survivor N 2459 1565 1 1
1999 2762 survivor N 2211 3234 1 1
1999 113 survivor N 0 0 1 1
1999 67 survivor N 1411 1584 2 2
1999 2424 survivor N 0 0 2 2
1999 2191 survivor Y 0 0 1 1
1999 1892 survivor N 0 0 1 1
1999 1436 survivor N 0 0 1 1
1999 1443 survivor N 0 0 2 2
1999 1628 survivor Y 1523 6749 1 1
1999 315 survivor Y 227 234 2 2
1999 1520 survivor Y 0 0 1 1
1999 588 survivor Y 0 0 1 1
1999 2500 survivor Y 0 0 2 2
1999 2492 survivor Y 0 0 2 2
1999 2527 survivor N 0 0 2 2
1999 2528 survivor Y 2491 6924 2 2
1999 2548 survivor N 2450 2080 1 1
1999 2508 survivor Y 1523 1481 1 1
1999 1565 survivor Y 0 0 1 1
1999 1481 survivor Y 0 0 1 1
1999 2185 survivor Y 0 0 1 1
1999 2243 survivor Y 1408 1575 1 1
1999 25 survivor N 1634 489 2 2
1999 2065 survivor N 1718 588 2 2
1999 2027 survivor N 1819 403 1 1
1999 2047 survivor N 2783 233 1 1
1999 1689 survivor N 1397 242 1 1
1999 122 survivor N 0 0 2 2
1999 2493 survivor N 0 0 1 1
1999 2608 survivor Y 0 0 2 2
1999 2523 survivor Y 1802 1628 1 1
1999 133 survivor N 1574 418 2 2
1999 135 survivor N 1574 418 1 1
1999 161 survivor N 2633 2272 2 2
1999 202 survivor N 2211 3234 1 1
1999 213 survivor N 1523 1481 1 1
1999 166 survivor N 2636 2049 1 1
1999 128 survivor Y 2617 2047 1 1
1999 150 survivor Y 2193 487 1 1
1999 2706 survivor N 2193 487 1 1
1999 206 survivor N 2783 2522 2 2
1999 2914 survivor N 432 257 1 1
1999 1236 survivor N 0 0 2 2
1999 1242 survivor N 0 0 1 1
1999 1998 survivor Y 374 1884 1 1
1999 2688 survivor N 2492 2213 2 2
1999 1254 survivor N 0 0 2 2
1999 1248 survivor N 0 0 1 1
1999 2788 survivor Y 1933 72 1 1
1999 1247 survivor N 0 0 1 1
1999 1253 survivor N 0 0 2 2
1999 2942 survivor N 259 1583 1 1
1999 2654 survivor Y 1900 474 2 2
1999 1244 survivor N 0 0 2 2
1999 2671 survivor N 58 1899 2 2
1999 1754 survivor Y 1577 388 2 2
1999 1258 survivor N 0 0 2 2
1999 2635 survivor N 0 0 2 2
1999 2455 survivor Y 0 0 1 1
1999 1206 survivor N 0 0 1 1
1999 1277 survivor N 1443 1267 2 2
1999 1278 survivor N 1443 1267 0 2
1999 1281 survivor N 2640 2223 2 2
1999 2687 survivor Y 2186 1884 2 2
1999 2650 survivor N 2060 1519 2 2
1999 2186 survivor Y 6891 6892 2 2
1999 2077 survivor N 1693 1767 2 2
1999 2675 survivor N 1461 1924 1 1
1999 2615 survivor N 0 0 1 1
