Indiv	NatalYear	CoreNestling	ImmCohort	InclBr
1063-43060	2002	N	NA	N
1063-43064	2002	N	NA	N
1063-43065	2002	N	NA	N
1063-43066	2002	N	NA	N
1063-43069	2002	N	NA	N
1063-43070	2002	N	NA	N
1063-43086	2002	N	NA	N
1063-43087	2002	N	NA	N
1063-43091	2002	N	NA	N
1063-43092	2002	N	NA	N
1063-43093	2002	N	NA	N
1063-43094	2002	N	NA	N
1063-43095	2002	N	NA	N
1063-43096	2002	N	NA	N
1063-43097	2002	N	NA	N
1063-43098	2002	N	NA	N
1063-43099	2002	N	NA	N
1063-43101	2002	Y	NA	N
1063-43102	2002	Y	NA	N
1063-43110	2002	Y	NA	N
1063-43111	2002	Y	NA	N
1063-43112	2002	Y	NA	N
1063-43113	2002	Y	NA	N
1063-43114	2002	Y	NA	N
1063-43116	2002	Y	NA	N
1063-43117	2002	Y	NA	N
1063-43118	2002	Y	NA	N
1063-43119	2002	Y	NA	N
1063-43120	2002	Y	NA	N
1063-43121	2002	Y	NA	N
1063-43129	2002	Y	NA	N
1063-43130	2002	Y	NA	N
1063-43131	2002	Y	NA	N
1063-43142	2002	Y	NA	N
1063-43143	2002	Y	NA	N
1063-43144	2002	Y	NA	N
1063-43162	2002	Y	NA	N
1063-43163	2002	Y	NA	N
1063-43164	2002	Y	NA	N
1063-43165	2002	Y	NA	N
1063-43183	2002	N	NA	N
1063-43184	2002	N	NA	N
1063-43189	1996	Y	NA	Y
1063-43403	2002	N	NA	N
1063-43404	2002	N	NA	N
1063-43429	2003	N	NA	N
1063-43430	2003	N	NA	N
1063-43431	2003	N	NA	N
1063-43432	2003	N	NA	N
1063-43433	2003	N	NA	N
1063-43445	2003	N	NA	N
1063-43446	2003	N	NA	N
1063-43458	2003	N	NA	N
1063-43459	2003	N	NA	N
1063-43460	2003	N	NA	N
1063-43461	2003	N	NA	N
1063-43469	2003	N	NA	N
1063-43470	2003	N	NA	N
1063-43494	2003	N	NA	N
1063-43495	2003	N	NA	N
1063-43496	2003	N	NA	N
1063-43498	2003	N	NA	N
1063-43499	2003	N	NA	N
1063-43500	2003	N	NA	N
1063-43505	1996	Y	NA	N
1063-43507	2003	Y	NA	N
1063-43508	2003	Y	NA	N
1063-43513	2003	Y	NA	N
1063-43514	2003	Y	NA	N
1063-43515	2003	Y	NA	N
1063-43525	2003	Y	NA	N
1063-43526	2003	Y	NA	N
1063-43531	2003	Y	NA	N
1063-43532	2003	Y	NA	N
1063-43533	2003	Y	NA	N
1063-43542	2003	Y	NA	N
1063-43543	2003	Y	NA	N
1063-43544	2003	Y	NA	N
1063-43545	2003	Y	NA	N
1063-43548	2003	Y	NA	N
1063-43555	2003	Y	NA	N
1063-43556	2003	Y	NA	N
1063-43583	2003	Y	NA	N
1063-43584	2003	Y	NA	N
1063-43585	2003	Y	NA	N
1063-43599	2003	Y	NA	N
1063-43754	NA	N	2003	N
1063-48543	NA	N	2000	Y
1063-48608	1990	N	NA	Y
1063-48615	2001	N	NA	N
1063-48616	2001	N	NA	N
1063-48617	2001	N	NA	N
1063-48618	2001	N	NA	N
1063-48619	2001	N	NA	N
1063-48620	2001	N	NA	N
1063-48629	2001	N	NA	N
1063-48630	2001	N	NA	N
1063-48631	2001	N	NA	N
1063-48634	2001	N	NA	N
1063-48635	2001	N	NA	N
1063-48636	2001	N	NA	N
1063-48637	2001	N	NA	N
1063-48638	2001	N	NA	Y
1063-48639	2001	N	NA	Y
1063-48640	2001	N	NA	N
1063-48641	2001	N	NA	Y
1063-48642	2001	N	NA	N
1063-48643	2001	N	NA	N
1063-48644	2001	N	NA	N
1063-48645	2001	N	NA	N
1063-48651	2001	N	NA	Y
1063-48652	2001	N	NA	N
1063-48653	2001	N	NA	N
1063-48661	1995	Y	NA	Y
1063-48662	2001	N	NA	N
1063-48663	2001	N	NA	N
1063-48664	2001	N	NA	N
1063-48665	2001	N	NA	N
1063-48675	2001	N	NA	N
1063-48676	2001	N	NA	N
1063-48685	2001	N	NA	N
1063-48686	2001	N	NA	N
1063-48687	2001	N	NA	N
1063-48688	2001	N	NA	N
1063-48692	2001	N	NA	N
1063-48693	2001	N	NA	N
1063-48697	2001	N	NA	Y
1063-48698	2001	N	NA	N
1063-48699	2001	N	NA	N
1063-48903	2001	N	NA	N
1063-48904	2001	N	NA	N
1063-48905	2001	N	NA	N
1063-48906	2001	N	NA	N
1063-48907	2001	N	NA	Y
1063-48908	2001	N	NA	N
1063-48909	2001	N	NA	N
1063-48910	2001	N	NA	N
1063-48911	2001	N	NA	N
1063-48917	2001	N	NA	N
1063-48918	2001	N	NA	N
1063-48919	2001	N	NA	N
1063-48923	2001	N	NA	N
1063-48924	2001	N	NA	N
1063-48925	2001	N	NA	N
1063-48926	2001	N	NA	N
1063-48927	2001	N	NA	N
1063-48928	2001	N	NA	N
1063-48929	2001	N	NA	Y
1063-48930	2001	N	NA	Y
1063-48931	2001	N	NA	N
1063-48952	2002	N	NA	N
1063-48953	2002	N	NA	N
1063-48954	2002	N	NA	N
1063-48959	2002	N	NA	N
1063-48960	2002	N	NA	N
1063-48961	2002	N	NA	N
1063-48970	2002	N	NA	N
1063-48971	2002	N	NA	N
1063-48972	2002	N	NA	N
1063-48973	2002	N	NA	N
1063-48974	2002	N	NA	N
1063-48975	2002	N	NA	N
1063-48976	2002	N	NA	N
1063-48985	2002	N	NA	N
1163-68202	1997	Y	NA	N
1163-68203	1997	Y	NA	N
1163-68204	1997	Y	NA	N
1163-68205	1997	Y	NA	N
1163-68206	1997	Y	NA	N
1163-68207	1997	Y	NA	N
1163-68208	1997	Y	NA	N
1163-68209	1997	Y	NA	N
1163-68210	1997	Y	NA	N
1163-68211	1997	Y	NA	N
1163-68239	1997	Y	NA	N
1163-68240	1997	Y	NA	Y
1163-68279	1998	Y	NA	N
1163-68281	1998	Y	NA	N
1163-68282	1998	Y	NA	N
1163-68283	1998	Y	NA	N
1163-68284	1998	Y	NA	N
1163-68285	1998	Y	NA	N
1163-68285.1	1998	Y	NA	N
1163-68296	1998	Y	NA	N
1163-68297	1998	Y	NA	N
1163-68298	1998	Y	NA	Y
1163-68299	1998	Y	NA	N
1173-04905	1992	N	NA	Y
1173-04928	1998	N	NA	Y
1173-04929	1998	N	NA	N
1173-04930	1998	N	NA	N
1173-04932	1998	N	NA	N
1173-04933	1998	N	NA	N
1173-04934	1998	N	NA	N
1173-04935	1998	N	NA	N
1173-04936	1998	N	NA	N
1173-04937	1998	N	NA	N
1173-04938	1998	N	NA	N
1173-04939	1998	N	NA	N
1173-04942	1998	N	NA	Y
1173-04943	1998	N	NA	Y
1173-04954	1998	N	NA	N
1173-04955	1998	N	NA	N
1173-04956	1998	N	NA	N
1173-04957	1998	N	NA	N
1173-04962	1998	N	NA	N
1173-04963	1998	N	NA	N
1173-04964	1998	N	NA	N
1173-04967	1998	N	NA	N
1173-04968	1998	N	NA	Y
1173-04969	1998	N	NA	N
1173-04971	1998	N	NA	N
1173-04972	1998	N	NA	N
1173-04973	1998	N	NA	N
1173-04974	1998	N	NA	N
1173-04975	1998	N	NA	N
1173-04976	1998	N	NA	N
1173-04979	1998	N	NA	N
1173-04980	1998	N	NA	N
1173-04981	1998	N	NA	Y
1173-04982	1998	N	NA	N
1173-04983	1998	N	NA	N
1173-04984	1998	N	NA	N
1173-04997	1999	N	NA	N
1173-04998	1999	N	NA	N
1173-04999	1999	N	NA	N
1173-05000	1999	N	NA	N
1323-47978	NA	N	1992	Y
1323-63736	NA	N	NA	N
1383-27250	NA	N	NA	N
1423-42601	NA	N	NA	N
1423-42605	NA	N	NA	N
1423-42618	NA	N	NA	N
1423-42680	NA	N	NA	N
1423-42697	NA	N	NA	N
1423-42713	NA	N	NA	N
1423-42714	NA	N	NA	N
1423-42821	NA	N	NA	N
1433-58304	1991	N	NA	Y
1433-58305	1991	N	NA	N
1433-58306	1991	N	NA	Y
1433-58307	1991	N	NA	N
1433-58308	1991	N	NA	Y
1433-58311	1991	N	NA	N
1433-58316	1991	N	NA	N
1433-58317	1991	N	NA	N
1433-58318	1991	N	NA	N
1433-58319	1991	N	NA	N
1433-58370	NA	N	NA	N
1433-58377	1992	N	NA	N
1433-58378	1992	N	NA	N
1433-58379	1992	N	NA	N
1433-58382	1992	N	NA	N
1433-58383	1992	N	NA	Y
1433-58384	1992	Y	NA	N
1433-58385	1992	Y	NA	N
1433-87424	NA	N	NA	N
1433-87426	NA	N	NA	N
1433-87429	NA	N	NA	N
1433-87437	NA	N	NA	N
1433-87639	NA	N	NA	N
1433-87641	NA	N	NA	N
1433-87649	NA	N	NA	N
1433-87698	NA	N	NA	N
1433-93088	NA	N	NA	N
1433-93125	NA	N	NA	N
1453-38906	1990	N	NA	N
1453-38907	1990	N	NA	N
1453-38908	1990	N	NA	N
1453-38913	1990	N	NA	Y
1453-38914	1990	N	NA	Y
1453-38937	1990	Y	NA	Y
1453-38948	1990	N	NA	N
1453-38949	1990	N	NA	N
1453-38950	1990	N	NA	N
1453-38960	1990	Y	NA	N
1453-38976	1990	N	NA	N
1453-38977	1990	N	NA	N
1453-38994	1990	Y	NA	N
1453-38995	1990	Y	NA	N
1453-38996	1990	Y	NA	N
1453-38997	1990	Y	NA	N
1453-38998	1990	Y	NA	Y
1453-39044	1991	Y	NA	N
1453-39045	1991	Y	NA	N
1453-39046	1991	Y	NA	N
1453-39055	1991	Y	NA	N
1453-39056	1991	Y	NA	N
1453-39057	1991	Y	NA	N
1453-39058	1991	Y	NA	N
1453-39082	1991	N	NA	Y
1453-39083	1991	N	NA	N
1453-39084	1991	N	NA	N
1453-39093	1991	Y	NA	Y
1453-39094	1991	Y	NA	N
1453-39095	1991	Y	NA	N
1453-39123	1991	Y	NA	N
1453-39124	1991	Y	NA	N
1453-39125	1991	Y	NA	N
1453-39139	1991	Y	NA	N
1453-39140	1991	Y	NA	N
1453-39141	1991	Y	NA	N
1453-39164	1991	Y	NA	N
1453-39171	1991	N	NA	N
1453-39172	1991	N	NA	N
1453-39173	1991	N	NA	N
1453-39180	1991	N	NA	N
1453-39181	1991	N	NA	N
1453-39196	NA	N	NA	N
1453-39198	1991	Y	NA	N
1453-57406	1992	N	NA	N
1453-57463	1993	N	NA	N
1453-57464	1993	N	NA	N
1453-57465	1993	N	NA	N
1453-57491	1993	N	NA	N
1453-57492	1993	N	NA	N
1453-57493	1993	N	NA	N
1453-57500	1993	N	NA	N
1453-63501	1993	Y	NA	N
1453-63502	1993	Y	NA	Y
1453-63509	1993	Y	NA	Y
1453-63510	1993	Y	NA	Y
1453-63511	1993	Y	NA	N
1453-63512	1993	Y	NA	N
1453-63526	1993	Y	NA	Y
1453-63527	1993	Y	NA	Y
1453-63529	1993	Y	NA	N
1453-63530	1993	Y	NA	Y
1453-63531	1993	Y	NA	N
1453-63538	1993	Y	NA	N
1453-63539	1993	Y	NA	Y
1453-63540	1993	Y	NA	N
1453-63541	1993	Y	NA	N
1453-63561	1993	Y	NA	Y
1453-63572	1993	Y	NA	Y
1453-63573	1993	Y	NA	N
1453-63588	1993	Y	NA	Y
1453-63591	1993	Y	NA	Y
1453-63592	1993	Y	NA	Y
1453-63593	1993	Y	NA	Y
1453-63594	1993	Y	NA	N
1453-63601	1993	N	NA	N
1453-63602	1993	N	NA	N
1453-63603	1993	N	NA	N
1453-63609	1993	N	NA	Y
1453-63610	1993	N	NA	Y
1453-63615	1993	N	NA	N
1453-63616	1993	N	NA	N
1453-63617	1993	N	NA	N
1453-63620	1993	N	NA	Y
1453-63621	1993	N	NA	N
1453-63622	1993	N	NA	Y
1453-63623	1993	N	NA	N
1453-63628	1993	N	NA	N
1453-63636	1993	N	NA	N
1453-63637	1993	N	NA	N
1453-63644	1993	N	NA	N
1453-63645	1993	N	NA	N
1453-63646	1993	N	NA	Y
1453-63647	1993	N	NA	Y
1453-63648	1993	N	NA	N
1453-63649	1993	N	NA	N
1453-63656	1993	Y	NA	N
1453-63657	1993	Y	NA	N
1453-63658	1993	Y	NA	N
1453-63669	1993	Y	NA	N
1453-63670	1993	Y	NA	N
1453-63671	1993	Y	NA	N
1453-63672	1993	Y	NA	N
1453-63676	1993	Y	NA	Y
1453-63677	1993	Y	NA	N
1453-63678	1993	Y	NA	N
1453-63679	1993	Y	NA	N
1453-72715	1994	Y	NA	N
1453-72716	1994	Y	NA	N
1453-72737	1994	Y	NA	N
1453-72738	1994	Y	NA	N
1453-72739	1994	Y	NA	Y
1453-72743	1994	Y	NA	Y
1453-72755	1990	Y	NA	Y
1453-72760	1994	Y	NA	Y
1453-72769	1994	Y	NA	N
1453-72770	1994	Y	NA	N
1453-72771	1994	Y	NA	N
1453-72780	1994	Y	NA	N
1453-72781	1994	Y	NA	N
1453-72782	1994	Y	NA	N
1453-72787	1994	Y	NA	N
1453-72788	1994	Y	NA	N
1453-72789	1994	Y	NA	N
1453-72790	1994	Y	NA	N
1453-72821	1994	N	NA	N
1453-72830	1994	N	NA	N
1453-72831	1994	N	NA	N
1453-72832	1994	N	NA	N
1453-72834	1994	N	NA	N
1453-72835	1994	N	NA	N
1453-72836	1994	N	NA	Y
1453-72837	1994	N	NA	N
1453-72856	1994	N	NA	N
1453-72857	1994	N	NA	N
1453-72858	1994	N	NA	N
1453-72877	1994	N	NA	N
1453-72878	1994	N	NA	N
1453-72879	1994	N	NA	N
1453-72894	1994	N	NA	Y
1453-72895	1994	N	NA	N
1453-72896	1994	N	NA	Y
1453-78002	1994	N	NA	N
1453-78003	1994	N	NA	N
1453-78004	1994	N	NA	N
1453-78013	1994	N	NA	N
1453-78014	1994	N	NA	N
1453-78015	1994	N	NA	N
1453-78016	1994	N	NA	Y
1453-78017	1994	N	NA	N
1453-78018	1994	N	NA	N
1453-78019	1994	N	NA	N
1453-78020	1994	N	NA	N
1453-78027	1994	N	NA	N
1453-78028	1994	N	NA	N
1453-78033	1994	Y	NA	N
1453-78034	1994	Y	NA	N
1453-78035	1994	Y	NA	N
1453-78116	1995	Y	NA	N
1453-78117	1995	Y	NA	N
1453-78118	1995	Y	NA	Y
1453-78119	1995	Y	NA	N
1453-78120	1995	Y	NA	Y
1453-78121	1995	Y	NA	N
1453-78122	1995	Y	NA	Y
1453-78123	1995	Y	NA	N
1453-78124	1995	Y	NA	Y
1453-78125	1995	Y	NA	Y
1453-78136	1995	Y	NA	Y
1453-78137	1995	Y	NA	Y
1453-78161	1995	Y	NA	N
1453-78162	1995	Y	NA	N
1453-78163	1995	Y	NA	Y
1453-78167	1995	Y	NA	N
1453-78168	1995	Y	NA	Y
1453-78169	1995	Y	NA	N
1453-78172	1995	Y	NA	N
1453-78173	1995	Y	NA	N
1453-78177	1995	Y	NA	N
1453-78178	1995	Y	NA	N
1453-78188	1995	N	NA	N
1453-78191	1995	N	NA	N
1453-78195	1995	N	NA	Y
1453-78197	1995	N	NA	N
1453-78198	1995	N	NA	N
1453-78200	1995	N	NA	N
1453-78211	1995	N	NA	N
1453-78212	1995	N	NA	N
1453-78213	1995	N	NA	N
1453-78216	1995	N	NA	N
1453-78217	1995	N	NA	N
1453-78218	1995	N	NA	N
1453-78219	1995	N	NA	N
1453-78220	1995	N	NA	N
1453-78252	1996	Y	NA	Y
1453-78253	1996	Y	NA	N
1453-78254	1996	Y	NA	Y
1453-78266	1996	Y	NA	Y
1453-78267	1996	Y	NA	Y
1453-78268	1996	Y	NA	Y
1453-78269	1996	Y	NA	N
1453-78270	1996	Y	NA	Y
1453-78271	1996	Y	NA	N
1453-78298	1996	Y	NA	Y
1453-78299	1996	Y	NA	N
1453-78300	1996	Y	NA	N
1453-78301	1996	Y	NA	N
1453-78302	1996	Y	NA	N
1453-78303	1996	Y	NA	N
1453-78304	1996	Y	NA	Y
1453-78311	1996	Y	NA	N
1453-78312	1996	Y	NA	N
1453-78316	1996	Y	NA	Y
1453-78317	1996	Y	NA	N
1453-78318	1996	Y	NA	N
1453-78326	1996	Y	NA	Y
1453-78327	1996	Y	NA	N
1453-78328	1996	Y	NA	N
1453-78329	1996	Y	NA	N
1453-78330	1996	Y	NA	Y
1453-78331	1996	Y	NA	N
1453-78385	1996	Y	NA	N
1453-78386	1996	Y	NA	N
1453-78387	1996	Y	NA	Y
1453-78402	NA	N	NA	N
1513-02001	1997	N	NA	N
1513-02018	1997	N	NA	Y
1513-02019	1997	N	NA	N
1513-02020	1997	N	NA	Y
1513-02021	1997	N	NA	N
1513-02025	1997	N	NA	N
1513-02026	1997	N	NA	N
1513-02033	1997	N	NA	N
1513-02034	1997	N	NA	N
1513-02035	1997	N	NA	N
1513-02036	1997	N	NA	N
1513-02037	1997	N	NA	N
1513-02038	1997	N	NA	N
1513-02039	1997	N	NA	N
1513-02040	1997	N	NA	N
1513-02041	1997	N	NA	N
1513-02042	1997	N	NA	N
1513-02047	1997	N	NA	N
1513-02048	1997	N	NA	N
1513-02049	1997	N	NA	N
1513-02056	1997	N	NA	N
1513-02057	1997	N	NA	N
1513-02058	1997	N	NA	N
1513-02059	1997	N	NA	Y
1513-02067	1997	N	NA	N
1513-02420	1996	N	NA	N
1513-02421	1996	N	NA	N
1513-02422	1996	N	NA	N
1513-02443	1996	N	NA	N
1513-02444	1996	N	NA	Y
1513-02445	1996	N	NA	N
1513-02446	1996	N	NA	Y
1513-02447	1996	N	NA	N
1513-02448	1996	N	NA	Y
1513-02453	1996	N	NA	N
1513-02454	1996	N	NA	N
1513-02456	1996	N	NA	N
1513-02459	1996	N	NA	Y
1513-02463	1996	N	NA	N
1513-02483	1997	N	NA	N
1513-02484	1997	N	NA	N
1513-02485	1997	N	NA	N
1513-02490	1997	N	NA	N
1513-02491	1997	N	NA	N
1513-02492	1997	N	NA	N
1513-02496	1997	N	NA	N
1513-02497	1997	N	NA	Y
1513-02499	1997	N	NA	N
1513-02500	1997	N	NA	N
1513-46094	NA	N	1999	N
1513-46365	NA	N	2000	Y
1513-50101	1999	Y	NA	Y
1513-50102	1999	Y	NA	N
1513-50103	1999	Y	NA	N
1513-50130	1999	Y	NA	N
1513-50131	1999	Y	NA	N
1513-50137	1999	Y	NA	N
1513-50143	1999	Y	NA	N
1513-50144	1999	Y	NA	Y
1513-50149	1999	Y	NA	N
1513-50150	1999	Y	NA	N
1513-50160	1999	Y	NA	Y
1513-50161	1999	Y	NA	Y
1513-50162	1999	Y	NA	N
1513-50163	1999	Y	NA	N
1513-50164	1999	Y	NA	N
1513-50176	1999	Y	NA	N
1513-50177	1999	Y	NA	N
1513-50185	1999	Y	NA	N
1513-50186	1999	Y	NA	N
1513-50187	1999	Y	NA	Y
1513-50199	1999	Y	NA	N
1513-50200	1999	Y	NA	N
1513-50201	1999	N	NA	N
1513-50213	1999	N	NA	Y
1513-50214	1999	N	NA	N
1513-50215	1999	N	NA	N
1513-50242	1999	N	NA	N
1513-50243	1999	N	NA	N
1513-50244	1999	N	NA	N
1513-50247	1999	N	NA	N
1513-50248	1999	N	NA	N
1513-50249	1999	N	NA	N
1513-50250	1999	N	NA	N
1513-50251	1999	N	NA	N
1513-50252	1999	N	NA	Y
1513-50270	1999	N	NA	N
1513-50271	1999	N	NA	N
1513-50272	1999	N	NA	N
1513-50273	1999	N	NA	Y
1513-50274	1999	N	NA	N
1513-50275	1999	N	NA	N
1513-50276	1999	N	NA	N
1513-50293	1999	N	NA	N
1513-50294	1999	N	NA	N
1513-50295	1999	N	NA	N
1513-50301	1999	Y	NA	Y
1513-50306	1999	Y	NA	N
1513-50307	1999	Y	NA	N
1513-50308	1999	Y	NA	N
1513-50309	1999	Y	NA	N
1513-50310	1999	Y	NA	N
1513-50324	1999	Y	NA	Y
1513-50325	1999	Y	NA	Y
1513-50326	1999	Y	NA	N
1513-50327	1999	Y	NA	Y
1513-50328	1999	Y	NA	Y
1513-50330	1993	Y	NA	Y
1513-50341	1999	Y	NA	N
1513-50342	1999	Y	NA	N
1513-50343	1999	Y	NA	N
1513-50344	1999	Y	NA	N
1513-50350	1999	Y	NA	N
1513-50351	1999	Y	NA	N
1513-50352	1999	Y	NA	N
1513-50356	1999	N	NA	Y
1513-50359	1999	N	NA	N
1513-50361	1999	N	NA	Y
1513-50362	1999	N	NA	N
1513-50363	1999	N	NA	Y
1513-50618	1999	N	NA	Y
1513-50619	1999	N	NA	N
1513-50620	1999	N	NA	N
1513-50621	1999	N	NA	N
1513-50638	1999	N	NA	N
1513-50653	1999	N	NA	N
1513-50654	1999	N	NA	N
1513-50700.1	2000	N	NA	N
1513-50716	2000	Y	NA	Y
1513-50717	2000	Y	NA	Y
1513-50718	2000	Y	NA	Y
1513-50719	2000	Y	NA	N
1513-50725	2000	Y	NA	N
1513-50726	2000	Y	NA	Y
1513-50727	2000	Y	NA	N
1513-50728	2000	Y	NA	N
1513-50729	2000	Y	NA	N
1513-50730	2000	Y	NA	N
1513-50738	2000	Y	NA	N
1513-50739	2000	Y	NA	N
1513-50740	2000	Y	NA	N
1513-50748	2000	Y	NA	N
1513-50749	2000	Y	NA	N
1513-50753	2000	Y	NA	N
1513-50754	2000	Y	NA	N
1513-50755	2000	Y	NA	N
1513-50759	2000	Y	NA	N
1513-50767	2000	Y	NA	N
1513-50779	2000	Y	NA	Y
1513-50780	2000	Y	NA	N
1513-50781	2000	Y	NA	Y
1513-50785	2000	Y	NA	N
1513-50802	2000	N	NA	N
1513-50803	2000	N	NA	N
1513-50804	2000	N	NA	N
1513-50805	2000	N	NA	N
1513-50809	2000	N	NA	N
1513-50810	2000	N	NA	N
1513-50820	2000	N	NA	N
1513-50821	2000	N	NA	N
1513-50822	2000	N	NA	N
1513-50823	2000	N	NA	N
1513-50824	2000	N	NA	N
1513-50831	2000	N	NA	N
1513-50832	2000	N	NA	N
1513-50840	2000	N	NA	N
1513-50841	2000	N	NA	N
1513-50842	2000	N	NA	N
1513-50843	2000	N	NA	N
1513-50844	2000	N	NA	N
1513-50845	2000	N	NA	N
1513-50846	2000	N	NA	N
1513-50847	2000	N	NA	N
1513-50848	2000	N	NA	N
1513-50885	2000	N	NA	N
1513-50886	2000	N	NA	N
1513-50887	2000	N	NA	N
1513-50893	2000	N	NA	N
1513-50894	2000	N	NA	N
1513-50895	2000	N	NA	N
1513-50918	2001	Y	NA	Y
1513-50919	2001	Y	NA	N
1513-50920	2001	Y	NA	N
1513-50939	2001	Y	NA	N
1513-50940	2001	Y	NA	N
1513-50941	2001	Y	NA	N
1513-50948	2001	Y	NA	N
1513-50949	2001	Y	NA	N
1513-50950	2001	Y	NA	N
1513-50957	2001	Y	NA	N
1513-50959	2001	Y	NA	N
1513-50960	2001	Y	NA	N
1513-50961	2001	Y	NA	N
1513-50987	2001	Y	NA	N
1513-50988	2001	Y	NA	N
1513-50989	2001	Y	NA	N
1573-65005	2003	N	NA	N
1573-65015	2003	N	NA	N
1573-65016	2003	N	NA	N
1573-65017	2003	N	NA	N
1573-65029	2003	N	NA	N
1573-65048	2004	N	NA	N
1573-65049	2004	N	NA	N
1573-65051	2004	N	NA	N
1573-65067	2004	N	NA	N
1573-65068	2004	N	NA	N
1573-65100	2004	N	NA	N
1573-65913	2004	Y	NA	N
1573-65914	2004	Y	NA	N
1573-65915	2004	Y	NA	N
1573-65916	2004	Y	NA	N
1573-65930	2004	Y	NA	N
1573-65931	2004	Y	NA	N
1573-65950	2004	Y	NA	N
1573-65951	2004	Y	NA	N
1573-65952	2004	Y	NA	N
1573-65992	2004	Y	NA	N
1573-65993	2004	Y	NA	N
1573-65994	2004	Y	NA	N
1573-66062	2013	Y	NA	N
1573-66191	2004	N	NA	N
1573-66513	2004	Y	NA	N
1573-66514	2004	Y	NA	N
1573-66515	2004	Y	NA	N
1573-66547	2004	Y	NA	N
1573-66594	2005	Y	NA	N
1573-66595	2005	Y	NA	N
1573-66596	2005	Y	NA	N
1573-66598	2004	N	NA	N
1573-66599	NA	N	NA	N
1573-66601	2004	N	NA	N
1573-66625	2004	N	NA	N
1573-66626	2004	N	NA	N
1573-66634	2004	N	NA	N
1573-66635	2004	N	NA	N
1573-66636	2004	N	NA	N
1573-66644	2004	N	NA	N
1573-66645	2004	N	NA	N
1573-66665	2005	N	NA	N
1573-66678	2005	N	NA	N
1573-66679	2005	N	NA	N
1573-66680	2005	N	NA	N
1573-66681	2005	N	NA	N
1573-66682	2005	N	NA	N
1573-66691	2005	N	NA	N
1573-66692	2005	N	NA	N
1573-97167	NA	N	2005	N
1573-97915	2005	Y	NA	N
1573-97916	2005	Y	NA	N
1573-97917	2005	Y	NA	N
1573-97922	2005	Y	NA	N
1573-97923	2005	Y	NA	N
1573-97924	2005	Y	NA	N
1573-97955	2005	Y	NA	N
1573-97956	2005	Y	NA	N
1573-97957	2005	Y	NA	N
1573-97958	2005	Y	NA	N
1603-16518	2005	N	NA	N
1603-16519	2005	N	NA	N
1603-16520	2005	N	NA	N
1603-16521	2005	N	NA	N
1603-16522	2005	N	NA	N
1603-16523	2005	N	NA	N
1603-16544	2005	N	NA	N
1603-16545	2005	N	NA	N
1603-16546	2005	N	NA	N
1603-16568	2005	N	NA	N
1603-16569	2005	N	NA	N
1603-16570	2005	N	NA	N
1603-16596	2006	N	NA	N
1603-16597	2006	N	NA	N
1603-16599	2006	N	NA	N
1603-16601	2005	Y	NA	N
1603-16602	2005	Y	NA	N
1603-16603	2005	Y	NA	N
1603-16614	2005	Y	NA	N
1603-16615	2005	Y	NA	N
1603-16616	2005	Y	NA	N
1603-16624	2005	Y	NA	N
1603-16625	2005	Y	NA	N
1603-16626	2005	Y	NA	N
1603-16633	NA	N	NA	N
1603-16638	2005	Y	NA	N
1603-16647	2006	Y	NA	N
1603-16648	2006	Y	NA	N
1603-16649	2006	Y	NA	N
1603-16666	2006	Y	NA	N
1603-16667	2006	Y	NA	N
1603-16668	2006	Y	NA	N
1603-16669	2006	Y	NA	N
1603-17112	2006	N	NA	N
1603-17113	2006	N	NA	N
1603-17114	2006	N	NA	N
1603-17115	2006	N	NA	N
1603-17142	2006	N	NA	N
1603-17143	2006	N	NA	N
1603-17144	2006	N	NA	N
1603-17207	2006	Y	NA	N
1603-17208	2006	Y	NA	N
1603-17274	2006	Y	NA	N
1603-17275	2006	Y	NA	N
1603-17276	2006	Y	NA	N
1603-17413	2006	Y	NA	N
1603-17414	2006	Y	NA	N
1603-17415	2006	Y	NA	N
1603-17438	2006	N	NA	N
1603-17439	2006	N	NA	N
1603-17458	2006	Y	NA	N
1603-17485	2007	Y	NA	N
1603-17486	2007	Y	NA	N
1603-17487	2007	Y	NA	N
1603-17488	2007	Y	NA	N
1603-51021	2007	N	NA	N
1603-51022	2007	N	NA	N
1603-51125	2007	Y	NA	N
1603-51126	2007	Y	NA	N
1603-51127	2007	Y	NA	N
1603-51145	2007	Y	NA	N
1603-51146	2007	Y	NA	N
1603-51157	2007	N	NA	N
1603-51174	2008	Y	NA	N
1603-51175	2008	Y	NA	N
1603-51176	2008	N	NA	N
1603-51177	2008	N	NA	N
1603-51196	2008	Y	NA	N
1603-51197	2008	Y	NA	N
1603-51198	2008	Y	NA	N
1603-51316	2007	Y	NA	N
1603-51532	2008	Y	NA	N
1603-51533	2008	Y	NA	N
1603-51568	2008	Y	NA	N
1603-51581	2008	Y	NA	N
1603-51582	2008	Y	NA	N
1603-51583	2008	Y	NA	N
1603-51584	2008	Y	NA	N
1603-51585	2008	N	NA	N
1603-51586	2008	N	NA	N
1603-51587	2008	N	NA	N
1603-51588	2008	N	NA	N
1603-51589	2008	Y	NA	N
1603-51590	2008	Y	NA	N
1603-51591	2008	Y	NA	N
1603-51597	2008	Y	NA	N
1603-51598	2008	Y	NA	N
1603-51599	2008	Y	NA	N
1603-51653	2008	N	NA	N
1603-51654	2008	N	NA	N
1603-51658	2008	N	NA	N
1603-51659	2008	N	NA	N
1603-51660	2008	N	NA	N
1603-51730	2007	N	NA	N
