Indiv	NatalYear	CoreNestling	ImmCohort	InclBr
1513-50332	1999	Y	NA	N
1513-50333	1999	Y	NA	N
1513-50348	1999	Y	NA	N
1513-50349	1999	Y	NA	N
1513-50357	1999	Y	NA	Y
1513-50358	1999	Y	NA	Y
1513-50364	NA	N	1999	Y
1513-50369	NA	N	1999	Y
1513-50370	NA	N	1999	Y
1513-50372	NA	N	1998	Y
1513-50375	NA	N	1998	Y
1513-50376	NA	N	1998	Y
1513-50377	NA	N	1999	Y
1513-50384	NA	N	1998	Y
UM19_KZBRdad	NA	N	1997	N
1513-50544	NA	N	1999	N
1513-50601	1991	Y	NA	Y
1513-50604	NA	N	1997	Y
1513-50605	1999	N	NA	N
1513-50606	1999	N	NA	N
1513-50607	1999	N	NA	N
1513-50622	1999	N	NA	N
1513-50623	1999	N	NA	N
1513-50624	1999	N	NA	N
1513-50625	1999	N	NA	N
1513-50626	1999	N	NA	Y
1513-50627	1999	N	NA	N
1513-50628	1999	N	NA	N
1513-50629	1999	N	NA	N
1513-50630	1999	N	NA	N
1513-50631	1999	N	NA	N
1513-50636	1999	N	NA	N
1513-50637	1999	N	NA	Y
1513-50639	1999	N	NA	N
1513-50640	1999	N	NA	N
1513-50643	1999	N	NA	N
1513-50644	1999	N	NA	N
1513-50645	1999	N	NA	N
1513-50646	1999	N	NA	N
1513-50647	1999	N	NA	N
1513-50648	1999	N	NA	N
1513-50649	1999	N	NA	N
1513-50658	1999	N	NA	N
1513-50659	1999	N	NA	N
1513-50660	1999	N	NA	N
1513-50662	NA	N	1997	Y
1513-50664	1999	N	NA	N
1513-50666	NA	N	1998	Y
1513-50667	NA	N	1998	Y
1513-50668	NA	N	1998	Y
1513-50669	NA	N	1998	Y
1513-50671	NA	N	1999	Y
1513-50672	NA	N	1998	Y
1513-50673	NA	N	1998	Y
1513-50678	NA	N	1998	Y
1513-50679	NA	N	1998	Y
1513-50680	2000	N	NA	N
1513-50681	NA	N	1998	Y
1513-50682	2000	N	NA	Y
1513-50683	2000	N	NA	N
1513-50684	2000	N	NA	N
1513-50685	2000	N	NA	Y
1513-50686	2000	N	NA	N
1513-50687	2000	N	NA	N
1513-50688	2000	N	NA	N
1513-50689	2000	N	NA	Y
1513-50694	2000	N	NA	N
1513-50695	2000	N	NA	Y
1513-50696	2000	N	NA	Y
1513-50697	2000	N	NA	N
1513-50698	2000	N	NA	N
1513-50699	2000	N	NA	N
1513-50701	2000	Y	NA	N
1513-50702	2000	Y	NA	N
1513-50703	2000	Y	NA	N
1513-50708	2000	Y	NA	N
1513-50709	2000	Y	NA	N
1513-50710	2000	Y	NA	N
1513-50711	2000	Y	NA	N
1513-50720	2000	Y	NA	Y
1513-50721	2000	Y	NA	Y
1513-50722	2000	Y	NA	Y
1513-50743	2000	Y	NA	N
1513-50744	2000	Y	NA	N
1513-50745	2000	Y	NA	N
1513-50746	2000	Y	NA	Y
1513-50746.1	2000	Y	NA	N
1513-50750	2000	Y	NA	N
1513-50751	2000	Y	NA	N
1513-50752	2000	Y	NA	N
1513-50786	1999	Y	NA	Y
1513-50787	2000	Y	NA	N
1513-50788	2000	Y	NA	N
1513-50789	2000	Y	NA	Y
1513-50790	2000	Y	NA	Y
1513-50791	2000	Y	NA	Y
1513-50793	NA	N	1999	Y
1513-50795	NA	N	1999	Y
1513-50796	NA	N	1999	Y
UF3_k2	NA	N	1999	Y
1513-50798	NA	N	NA	Y
1513-50799	NA	N	1998	Y
1513-50808	NA	N	1998	Y
1513-50811	2000	N	NA	N
1513-50812	2000	N	NA	N
1513-50813	2000	N	NA	N
1513-50814	2000	N	NA	N
1513-50815	2000	N	NA	N
1513-50816	2000	N	NA	N
1513-50817	2000	N	NA	N
1513-50833	2000	N	NA	N
1513-50834	2000	N	NA	N
1513-50835	2000	N	NA	N
1513-50839	NA	N	1998	Y
1513-50849	NA	N	1998	Y
1513-50850	2000	N	NA	N
1513-50851	2000	N	NA	N
1513-50852	2000	N	NA	N
1513-50853	2000	N	NA	N
1513-50862	2000	N	NA	N
1513-50863	2000	N	NA	N
1513-50864	2000	N	NA	N
1513-50867	2000	N	NA	Y
1513-50868	2000	N	NA	N
1513-50869	2000	N	NA	N
1513-50873	2000	N	NA	N
1513-50874	2000	N	NA	N
1513-50875	2000	N	NA	N
1513-50876	2000	N	NA	N
1513-50879	2000	N	NA	N
1513-50880	2000	N	NA	N
1513-50881	2000	N	NA	N
1513-50882	2000	N	NA	Y
1513-50888	2000	N	NA	N
1513-50889	2000	N	NA	N
1513-50890	2000	N	NA	N
1513-50891	2000	N	NA	Y
1513-50892	2000	N	NA	N
1513-50896	NA	N	1998	Y
1513-50897	NA	N	1999	Y
1513-50899	NA	N	NA	Y
1513-50902	2001	Y	NA	N
1513-50903	2001	Y	NA	N
1513-50904	2001	Y	NA	Y
1513-50906	2001	Y	NA	N
1513-50907	2001	Y	NA	N
1513-50908	2001	Y	NA	N
1513-50929	2001	Y	NA	N
1513-50930	2001	Y	NA	N
1513-50936	2001	Y	NA	N
1513-50937	2001	Y	NA	N
1513-50938	2001	Y	NA	Y
1513-50944	2001	N	NA	N
1513-50945	2001	N	NA	N
1513-50946	2001	N	NA	N
1513-50947	2001	N	NA	N
1513-50953	2001	N	NA	N
1513-50954	2001	N	NA	N
1513-50955	2001	N	NA	N
1513-50956	2001	N	NA	N
1513-50958	2001	Y	NA	N
1513-50980	2001	Y	NA	Y
1513-50981	2001	Y	NA	Y
1513-50982	2001	Y	NA	Y
1513-50990	2001	Y	NA	N
1513-50991	2001	Y	NA	Y
1513-50992	2001	Y	NA	Y
1513-50993	2001	Y	NA	Y
1513-50994	2001	Y	NA	N
1513-50995	2001	Y	NA	N
1513-50999	2001	Y	NA	N
1513-51000	2001	Y	NA	N
1573-65001	2003	N	NA	N
1573-65002	2003	N	NA	N
1573-65003	2003	N	NA	N
1573-65004	2003	N	NA	N
1573-65008	2003	N	NA	N
1573-65009	2003	N	NA	N
1573-65018	2003	N	NA	N
1573-65019	2003	N	NA	N
1573-65020	2003	N	NA	N
1573-65030	NA	N	2002	N
1573-65032	1995	N	NA	Y
1573-65033	NA	N	2002	N
1573-65034	NA	N	2002	N
1573-65036	NA	N	2002	N
1573-65037	2004	N	NA	N
1573-65038	2004	N	NA	N
1573-65039	2004	N	NA	N
1573-65040	2004	N	NA	N
1573-65041	2004	N	NA	N
UB9f_4k	NA	N	2001	Y
UB9m_4k	NA	N	2001	Y
1573-65043	NA	N	NA	N
1573-65044	NA	N	2003	N
1573-65050	2004	N	NA	N
1573-65052	2004	N	NA	N
1573-65056	2004	N	NA	N
1573-65057	2004	N	NA	N
1573-65058	2004	N	NA	N
1573-65078	2004	N	NA	N
1573-65079	2004	N	NA	N
1573-65080	2004	N	NA	N
1573-65901	2003	Y	NA	N
1573-65902	2003	Y	NA	N
1573-65905	NA	N	NA	N
1573-65906	NA	N	2002	N
1573-65907	NA	N	2002	N
1573-65908	NA	N	2002	N
1573-65909	NA	N	2003	N
1573-65910	NA	N	2002	N
1573-65911	2004	Y	NA	N
1573-65912	2004	Y	NA	N
1573-65917	2004	Y	NA	N
1573-65918	2004	Y	NA	N
1573-65919	2004	Y	NA	N
1573-65926	2004	Y	NA	N
1573-65927	2004	Y	NA	N
1573-65928	2004	Y	NA	N
1573-65929	2004	Y	NA	N
1573-65936	2004	Y	NA	N
1573-65937	2004	Y	NA	N
1573-65938	2004	Y	NA	N
1573-65939	2004	Y	NA	N
1573-65940	2004	Y	NA	N
1573-65941	2004	Y	NA	N
1573-65942	2004	Y	NA	N
1573-65943	2004	Y	NA	N
1573-65944	2004	Y	NA	N
1573-65945	2004	Y	NA	N
1573-65946	2004	Y	NA	N
1573-65947	2004	Y	NA	N
1573-65948	2004	Y	NA	N
1573-65957	2004	Y	NA	N
1573-65958	2004	Y	NA	N
1573-65959	2004	Y	NA	N
1573-65960	2004	Y	NA	N
1573-65979	2004	Y	NA	N
1573-65980	2004	Y	NA	N
1573-65981	2004	Y	NA	N
1573-66078	NA	N	2012	N
1573-66091	NA	N	2012	N
1573-66101	NA	N	2003	N
1573-66107	NA	N	2004	N
1573-66194	2004	N	NA	N
1573-66195	2004	N	NA	N
1573-66196	2004	N	NA	N
1573-66250	NA	N	2002	N
UB13f_2k	NA	N	2001	N
UB13m_2k	NA	N	2001	N
1573-66516	NA	N	NA	N
1573-66517	2004	Y	NA	N
1573-66518	2004	Y	NA	N
1573-66519	2004	Y	NA	N
1573-66527	2004	Y	NA	N
1573-66528	2004	Y	NA	N
1573-66542	2004	Y	NA	N
1573-66559	2004	Y	NA	N
1573-66560	2004	Y	NA	N
1573-66565	2004	Y	NA	N
1573-66566	2004	Y	NA	N
1573-66567	2004	Y	NA	N
1573-66568	2004	Y	NA	N
1573-66569	2004	Y	NA	N
1573-66570	2004	Y	NA	N
1573-66571	2004	Y	NA	N
1573-66572	NA	N	2003	N
1573-66574	NA	N	2004	N
1573-66575	NA	N	2003	N
UB2f_3k	NA	N	2003	N
UB2m_3k	NA	N	2003	N
1573-66576	NA	N	NA	N
1573-66580	2005	Y	NA	N
1573-66586	2005	Y	NA	N
1573-66587	2005	Y	NA	N
1573-66588	2005	Y	NA	N
1573-66589	NA	N	2003	N
1573-66602	2004	N	NA	N
1573-66603	2004	N	NA	N
1573-66604	2004	N	NA	N
1573-66605	2004	N	NA	N
1573-66606	2004	N	NA	N
1573-66615	2004	N	NA	N
1573-66616	2004	N	NA	N
1573-66617	2004	N	NA	N
1573-66618	2004	N	NA	N
1573-66619	2004	N	NA	N
1573-66637	2004	N	NA	N
1573-66638	2004	N	NA	N
1573-66639	2004	N	NA	N
1573-66640	2004	N	NA	N
1573-66652	NA	N	NA	N
1573-66653	2005	N	NA	N
1573-66654	2005	N	NA	N
1573-66656	2005	N	NA	N
UB10f_2k	NA	N	2002	Y
UB10m_2k	NA	N	2002	Y
1573-66657	NA	N	NA	N
1573-66675	2005	N	NA	N
1573-66676	2005	N	NA	N
1573-66677	2005	N	NA	N
1573-66683	2005	N	NA	N
1573-66684	2005	N	NA	N
1573-66685	2005	N	NA	N
1573-66690	2005	N	NA	N
1573-66700	2005	N	NA	N
1573-97124	NA	N	2005	N
1573-97132	NA	N	2005	N
1573-97133	NA	N	2005	N
1573-97143	NA	N	2005	N
1573-97149	NA	N	2005	N
1573-97150	NA	N	2005	N
1573-97173	NA	N	2005	N
1573-97621	NA	N	2007	N
1573-97908	2005	Y	NA	N
1573-97909	2005	Y	NA	N
1573-97910	2005	Y	NA	N
1573-97954	NA	N	NA	N
1573-97970	2005	Y	NA	N
1573-97971	2005	Y	NA	N
1573-97987	2005	Y	NA	N
1573-97988	2005	Y	NA	N
1573-97989	2005	Y	NA	N
1603-16501	2005	N	NA	N
1603-16502	2005	N	NA	N
1603-16524	2005	N	NA	N
1603-16525	2005	N	NA	N
1603-16526	2005	N	NA	N
1603-16527	2005	N	NA	N
1603-16561	2005	N	NA	N
1603-16562	2005	N	NA	N
1603-16572	NA	N	1994	Y
1603-16582	NA	N	2004	N
1603-16584	NA	N	2004	N
1603-16585	NA	N	2004	N
1603-16586	NA	N	2005	N
1603-16587	2006	N	NA	N
1603-16588	2006	N	NA	N
1603-16589	2006	N	NA	N
1603-16590	2006	N	NA	N
1603-16591	2006	N	NA	N
1603-16612	2005	Y	NA	N
1603-16613	2005	Y	NA	N
1603-16620	2005	Y	NA	N
1603-16621	2005	Y	NA	N
1603-16622	2005	Y	NA	N
1603-16623	2005	Y	NA	N
UM16_k3	NA	N	2003	N
1603-16637	2005	Y	NA	N
1603-16639	2006	Y	NA	N
1603-16640	2006	Y	NA	N
1603-16643	NA	N	2004	N
1603-16657	2006	Y	NA	N
1603-16658	2006	Y	NA	N
1603-16659	NA	N	2004	N
1603-16660	2006	Y	NA	N
1603-16661	2006	Y	NA	N
1603-16662	2006	Y	NA	N
UB11f_2k	NA	N	2003	N
UB11m_2k	NA	N	2003	N
1603-16670	NA	N	NA	N
1603-16674	2006	Y	NA	N
1603-16675	2006	Y	NA	N
1603-16676	2006	Y	NA	N
1603-17107	2006	N	NA	N
1603-17109	2006	N	NA	N
1603-17110	2006	N	NA	N
1603-17137	2006	N	NA	N
1603-17147	2006	N	NA	N
1603-17148	2006	N	NA	N
1603-17149	2006	N	NA	N
1603-17153	2006	N	NA	N
1603-17154	2006	N	NA	N
1603-17181	NA	N	2006	N
1603-17182	NA	N	2006	N
1603-17190	2007	N	NA	N
1603-17191	2007	N	NA	N
1603-17192	2007	N	NA	N
1603-17196	2007	N	NA	N
1603-17197	2007	N	NA	N
1603-17198	2007	N	NA	N
1603-17209	2006	Y	NA	N
1603-17210	2006	Y	NA	N
1603-17211	2006	Y	NA	N
1603-17212	2006	Y	NA	N
1603-17227	2006	Y	NA	N
1603-17229	2006	Y	NA	N
UM1_k2	NA	N	2002	N
1603-17262	2006	Y	NA	N
1603-17263	2006	Y	NA	N
1603-17280	2006	Y	NA	N
1603-17281	2006	Y	NA	N
1603-17282	2006	Y	NA	N
1603-17283	NA	N	2004	N
1603-17295	NA	N	2003	N
1603-17421	2006	Y	NA	N
1603-17422	2006	Y	NA	N
1603-17426	2006	Y	NA	N
1603-17427	2006	Y	NA	N
1603-17428	2006	Y	NA	N
1603-17430	2005	Y	NA	N
1603-17452	NA	N	2005	N
1603-17453	NA	N	NA	N
1603-17466	2007	Y	NA	N
1603-17467	2007	Y	NA	N
1603-51014	2007	N	NA	N
1603-51015	2007	N	NA	N
1603-51016	2007	N	NA	N
1603-51023	2007	N	NA	N
1603-51025	2007	N	NA	N
1603-51027	2007	N	NA	N
1603-51028	2007	N	NA	N
1603-51029	2007	N	NA	N
1603-51030	2007	N	NA	N
1603-51031	2007	N	NA	N
1603-51045	2007	N	NA	N
1603-51046	2007	N	NA	N
1603-51047	2007	N	NA	N
1603-51048	2007	N	NA	N
1603-51049	2007	N	NA	N
1603-51050	2007	N	NA	N
1603-51052	NA	N	2007	N
1603-51064	2008	N	NA	N
1603-51065	2008	N	NA	N
1603-51066	2008	N	NA	N
1603-51075	2008	N	NA	N
1603-51076	2008	N	NA	N
1603-51077	2008	N	NA	N
1603-51078	2008	N	NA	N
1603-51081	2008	N	NA	N
1603-51082	2008	N	NA	N
1603-51083	2008	N	NA	N
1603-51094	2008	N	NA	N
1603-51095	2008	N	NA	N
1603-51096	2008	N	NA	N
1603-51097	2008	N	NA	N
1603-51102	2007	Y	NA	N
1603-51103	2007	Y	NA	N
1603-51104	2007	Y	NA	N
1603-51105	2007	Y	NA	N
1603-51152	NA	N	2006	N
1603-51155	NA	N	NA	N
UM5_k2	NA	N	NA	N
UF8_CRRmom	NA	N	2006	N
1603-51164	NA	N	2004	N
1603-51167	2008	N	NA	N
1603-51168	2008	N	NA	N
1603-51169	2008	N	NA	N
1603-51199	2008	Y	NA	N
1603-51200	2008	Y	NA	N
UB12f_2k	NA	N	2005	N
UB12m_2k	NA	N	2005	N
1603-51317	NA	N	NA	N
1603-51501	2008	Y	NA	N
1603-51516	2008	Y	NA	N
1603-51517	2008	Y	NA	N
1603-51518	2008	Y	NA	N
1603-51534	2008	Y	NA	N
1603-51546	2008	Y	NA	N
1603-51600	2008	N	NA	N
1603-51648	2008	N	NA	N
1603-51649	2008	N	NA	N
1603-51650	2008	N	NA	N
1603-51651	2008	N	NA	N
1603-51652	2008	N	NA	N
1603-51665	2008	N	NA	N
1603-51666	2008	N	NA	N
1603-51667	2008	N	NA	N
1603-51670	2008	N	NA	N
1603-51671	2008	N	NA	N
1603-51681	NA	N	2008	N
1603-51683	2009	N	NA	N
1603-51684	2009	N	NA	N
1603-51687	2009	N	NA	N
1603-51690	2009	N	NA	N
1603-51691	2009	N	NA	N
1603-51701	2008	N	NA	N
1603-51702	2008	N	NA	N
1603-51703	2008	N	NA	N
1603-51726	NA	N	2006	N
1603-51727	NA	N	2006	N
UM2_WNYdad	NA	N	2005	N
1603-51757	2008	Y	NA	N
1603-51758	2008	Y	NA	N
1603-51759	2008	Y	NA	N
1603-51760	2008	Y	NA	N
1603-51761	2008	Y	NA	N
1603-51798	2008	Y	NA	N
1603-51802	2008	N	NA	N
1603-51803	2008	N	NA	N
1603-51804	2008	N	NA	N
1603-51810	NA	N	2007	N
1603-51812	1999	Y	NA	Y
1603-51814	NA	N	NA	N
1603-51883	2009	Y	NA	N
1603-51884	2009	Y	NA	N
1713-13210	2009	N	NA	N
1713-13211	2009	N	NA	N
1713-13212	2009	N	NA	N
1713-13213	2009	N	NA	N
1713-13214	NA	N	2008	N
1713-13215	NA	N	2008	N
1713-13219	NA	N	2008	N
1713-13220	NA	N	2008	N
1713-13221	NA	N	2008	N
1713-13228	2010	N	NA	N
1713-13248	2010	N	NA	N
1713-13249	2010	N	NA	N
1713-13250	2010	N	NA	N
1713-13251	2010	N	NA	N
1713-13255	2010	N	NA	N
1713-13259	2010	N	NA	N
1713-13260	2010	N	NA	N
1713-13261	2010	N	NA	N
1713-13262	2010	N	NA	N
1713-13270	2010	N	NA	N
1713-13280	NA	N	2008	N
1713-13281	2010	N	NA	N
1713-13293	2010	N	NA	N
1713-13294	2010	N	NA	N
1713-13295	2010	N	NA	N
1713-13296	2010	N	NA	N
1713-13300	2010	N	NA	N
1713-13329	NA	N	2009	N
1713-13331	NA	N	2008	N
1713-13332	NA	N	2009	N
1713-13333	NA	N	2008	N
1713-13334	NA	N	2008	N
1713-13335	NA	N	2008	N
1713-13356	2010	Y	NA	N
1713-13357	2010	Y	NA	N
1713-13358	2010	Y	NA	N
1713-13359	2010	Y	NA	N
UB14f_2k	NA	N	2008	N
UB14m_2k	NA	N	2008	N
1713-13691	NA	N	NA	N
1713-13701	2010	N	NA	N
1713-13712	2010	N	NA	N
1713-13713	2010	N	NA	N
1713-13714	2010	N	NA	N
1713-13722	2010	N	NA	N
1713-13723	2010	N	NA	N
1713-13724	2010	N	NA	N
1713-13729	2010	N	NA	N
1713-13730	2010	N	NA	N
1713-13731	2010	N	NA	N
1713-13738	2011	N	NA	N
1713-13739	2011	N	NA	N
1713-13740	2011	N	NA	N
1713-13749	2011	N	NA	N
1713-13753	NA	N	2009	N
1713-13766	NA	N	2009	N
UM3_k4	NA	N	2008	N
1713-13769	NA	N	2009	N
1713-13774	2011	N	NA	N
1713-13775	2011	N	NA	N
1713-13776	2011	N	NA	N
1713-13783	2011	N	NA	N
1713-13784	2011	N	NA	N
1713-13785	2011	N	NA	N
1713-13941	NA	N	2008	N
1713-13946	NA	N	2010	N
1713-13947	NA	N	2010	N
1713-13963	2011	N	NA	N
1713-13964	2011	N	NA	N
1713-13965	2011	N	NA	N
1713-49011	2011	Y	NA	N
1713-49012	2011	Y	NA	N
1713-49013	2011	Y	NA	N
1713-49134	2011	N	NA	N
1713-49157	2011	N	NA	N
1713-49158	2011	N	NA	N
1713-49159	2011	N	NA	N
1713-49160	2011	N	NA	N
1713-49161	2011	N	NA	N
1713-49162	2011	N	NA	N
1713-49163	2011	N	NA	N
1713-49168	2011	N	NA	N
1713-49169	2011	N	NA	N
1713-49180	NA	N	2010	N
1713-49181	2012	N	NA	N
1713-49182	2012	N	NA	N
1713-49183	2012	N	NA	N
1713-49184	2012	N	NA	N
1713-49187	NA	N	2011	N
1713-49188	2012	N	NA	N
1713-49243	2011	Y	NA	N
1713-49244	2011	Y	NA	N
UF7_k2	NA	N	2008	N
1713-49247	NA	N	NA	N
1713-49299	2011	Y	NA	N
1713-49300	2011	Y	NA	N
1713-49306	2011	Y	NA	N
1713-49307	2011	Y	NA	N
1713-49308	2011	Y	NA	N
1713-49309	2011	Y	NA	N
1713-49318	2002	Y	NA	N
1713-49320	NA	N	2010	N
UM22_k2	NA	N	2004	N
1713-49322	NA	N	2010	N
1713-49325	NA	N	2010	N
1713-49328	NA	N	2010	N
1713-49336	NA	N	2010	N
1713-49393	NA	N	2000	Y
1713-49395	2006	Y	NA	N
1713-49400	NA	N	NA	N
1713-49535	2012	N	NA	N
1713-49536	2012	N	NA	N
1713-49546	2012	N	NA	N
1713-49547	2012	N	NA	N
1713-49548	2012	N	NA	N
1713-49554	2004	N	NA	N
1713-49564	NA	N	2012	N
1713-49575	2013	N	NA	N
1713-49576	2013	N	NA	N
1713-49577	2013	N	NA	N
1713-49585	2013	N	NA	N
1713-49586	2013	N	NA	N
1713-49591	2013	N	NA	N
1713-49592	2013	N	NA	N
1713-49702	NA	N	2011	N
1713-49703	NA	N	2011	N
1713-49704	NA	N	2012	N
1713-49710	NA	N	2011	N
1713-49728	2013	Y	NA	N
1713-49729	2013	Y	NA	N
1713-49730	2013	Y	NA	N
1713-49789	2013	Y	NA	N
1713-49790	2013	Y	NA	N
1713-49791	2013	Y	NA	N
1713-49805	2013	N	NA	N
1713-49806	2013	N	NA	N
1713-49807	2013	N	NA	N
1713-49852	2013	N	NA	N
1713-49853	2013	N	NA	N
1713-49855	2013	N	NA	N
1713-49856	2013	N	NA	N
1713-49857	2013	N	NA	N
1713-89627	2014	N	NA	N
1713-89628	2014	N	NA	N
1713-89629	2014	N	NA	N
1713-89630	2014	N	NA	N
1713-89680	2014	N	NA	N
1713-89730	2014	N	NA	N
1713-89731	2014	N	NA	N
1713-89758	2002	Y	NA	N
6893	NA	N	2011	N
6965	NA	N	2011	N
6966	NA	N	2011	N
9999-00000	2005	N	NA	N
9999-00005	1990	N	NA	N
9999-00007	2003	N	NA	N
9999-00008	2004	N	NA	N
9999-00009	2004	N	NA	N
9999-00020	2009	N	NA	N
9999-00021	NA	N	2007	N
9999-99950	NA	N	1992	Y
9999-99959	1999	Y	NA	N
9999-99969	1993	Y	NA	N
CMACrunt	1999	N	NA	N
DEADf	NA	N	NA	N
FITZ91fldg	1991	N	NA	N
HARBf	NA	N	2007	N
HOUSm	NA	N	1996	Y
JESSm	NA	N	2001	Y
MCJY073m	NA	N	2006	N
MCJY91fldg	1991	N	NA	N
NARYm	NA	N	2005	N
NBROm	NA	N	2002	Y
nobaRUSS042	2004	Y	NA	N
NSEC91fldg1	1991	N	NA	N
NSEC91fldg2	1991	N	NA	N
OSR8fldg	1991	N	NA	N
POHL96kid	1996	N	NA	N
TP11m	NA	N	1998	Y
WARYm	NA	N	2001	Y
WCHKm	NA	N	2007	N
Y-RQ	NA	N	2010	N
1163-68272	NA	N	1996	Y
1513-50830	NA	N	1991	Y
0-00000	2002	N	NA	N
793-09885	NA	N	NA	N
1013-63314	1992	N	NA	N
1013-63315	1992	N	NA	N
1013-63317	1992	N	NA	N
1013-63318	1992	N	NA	N
1013-63319	1992	N	NA	N
1013-63324	1992	N	NA	N
1013-63325	1992	N	NA	N
1013-63332	1992	Y	NA	N
1013-63333	1992	Y	NA	N
1013-63338	1992	N	NA	N
1013-63339	1992	N	NA	N
1013-63340	1992	N	NA	N
1013-63341	1992	N	NA	Y
1013-63342	1992	Y	NA	N
1013-63343	1992	Y	NA	N
1013-63344	1992	Y	NA	N
1013-63350	1992	N	NA	N
1013-63351	1992	N	NA	N
1013-63352	1992	N	NA	N
1013-63355	1992	N	NA	Y
1013-63356	1992	N	NA	N
1013-63357	1992	N	NA	N
1013-63361	1992	N	NA	N
1013-63362	1992	N	NA	N
1013-63363	1992	N	NA	N
1013-63378	1992	N	NA	N
1013-63379	1992	N	NA	N
1013-63397	1992	N	NA	N
1013-63398	1992	N	NA	N
1013-63399	1992	N	NA	N
1013-63447	NA	N	1992	Y
1043-44218	1997	Y	NA	N
1043-44219	1997	Y	NA	N
1043-44224	1997	Y	NA	N
1043-44225	1997	Y	NA	N
1043-44226	1997	Y	NA	N
1043-44227	1997	Y	NA	N
1043-44233	1997	Y	NA	N
1043-44234	1997	Y	NA	N
1043-44238	1997	Y	NA	N
1043-44239	1997	Y	NA	N
1043-44240	1997	Y	NA	N
1043-44241	1997	Y	NA	N
1043-44242	1997	Y	NA	N
1043-44243	1997	Y	NA	N
1043-44254	1997	Y	NA	N
1043-44255	1997	Y	NA	N
1043-44256	1997	Y	NA	N
1043-44257	1997	Y	NA	N
1043-44258	1997	Y	NA	N
1043-44259	1997	Y	NA	N
1043-44260	1997	Y	NA	N
1043-44261	1997	Y	NA	N
1043-44268	1997	Y	NA	N
1043-44269	1997	Y	NA	N
1043-44270	1997	Y	NA	N
1043-44271	1997	Y	NA	N
1043-44272	1997	Y	NA	N
1043-44273	1997	Y	NA	N
1043-44291	1997	Y	NA	N
1043-80130	NA	N	NA	Y
1043-80139	NA	N	NA	Y
1043-80142	NA	N	NA	Y
1043-80229	NA	N	NA	Y
1043-80240	NA	N	NA	Y
1043-80241	NA	N	NA	Y
1043-80243	NA	N	NA	Y
1043-80251	NA	N	NA	N
1043-80299	NA	N	NA	Y
1043-90511	1998	N	NA	N
1043-90515	1998	Y	NA	Y
1043-90516	1998	Y	NA	N
1043-90517	1998	Y	NA	N
1043-90536	1998	Y	NA	Y
1043-90537	1998	Y	NA	N
1043-90538	1998	Y	NA	N
1043-90539	1998	Y	NA	N
1043-90547	1998	Y	NA	N
1043-90548	1998	Y	NA	N
1043-90549	1998	Y	NA	N
1043-90550	1998	Y	NA	N
1043-90551	1998	Y	NA	N
1043-90554	1998	Y	NA	N
1043-90555	1998	Y	NA	N
1043-90556	1998	Y	NA	N
1043-90562	1998	Y	NA	N
1053-14410	NA	N	NA	N
1053-14411	NA	N	NA	N
1053-14454	NA	N	NA	Y
1053-14455	NA	N	NA	N
1053-56503	NA	N	NA	Y
1053-56506	NA	N	NA	Y
1053-56510	NA	N	NA	N
1053-56559	NA	N	NA	N
1053-56564	NA	N	NA	N
1053-56565	NA	N	NA	Y
1053-56566	NA	N	NA	Y
1053-56573	NA	N	NA	Y
1053-56591	NA	N	NA	N
1053-56592	NA	N	NA	Y
1053-56607	NA	N	NA	N
1053-56638	NA	N	NA	N
1053-56642	NA	N	NA	Y
1053-56665	NA	N	NA	Y
1053-56763	1990	Y	NA	N
1053-56764	1990	Y	NA	N
1053-56765	1990	Y	NA	N
1053-56766	1990	Y	NA	Y
1053-56769	1990	Y	NA	N
1053-56770	1990	Y	NA	N
1053-56771	1990	Y	NA	Y
1053-56774	1990	Y	NA	N
1053-56775	1990	Y	NA	N
1053-56776	1990	Y	NA	N
1053-56777	1990	Y	NA	N
1053-56778	1990	Y	NA	N
1053-56779	1990	Y	NA	N
1053-56787	1990	Y	NA	Y
1053-56789	NA	N	NA	N
1053-56791	1990	Y	NA	N
1053-56792	1990	Y	NA	N
1063-42803	2001	Y	NA	N
1063-42804	2001	Y	NA	N
1063-42805	2001	Y	NA	N
1063-42806	2001	Y	NA	N
1063-42834	2002	Y	NA	N
1063-42835	2002	Y	NA	N
1063-42836	2002	Y	NA	N
1063-42837	2002	Y	NA	N
1063-42838	2002	Y	NA	N
1063-42839	2002	Y	NA	N
1063-42845	2002	N	NA	N
1063-42846	2002	N	NA	N
1063-42847	2002	N	NA	N
1063-42881	2002	Y	NA	N
1063-42882	2002	Y	NA	N
1063-42893	2002	Y	NA	N
1063-42894	2002	Y	NA	N
1063-42895	2002	Y	NA	N
1063-42896	2002	Y	NA	N
1063-42897	2002	Y	NA	N
1063-42898	2002	Y	NA	N
1063-42899	2002	Y	NA	N
1063-42900	2002	Y	NA	N
1063-42910	NA	N	2002	N
1063-42913	NA	N	2002	N
1063-42969	NA	N	2002	N
1063-43003	2002	N	NA	N
1063-43004	2002	N	NA	N
1063-43005	2002	N	NA	N
1063-43007	2002	N	NA	N
1063-43008	2002	N	NA	N
1063-43009	2002	N	NA	N
1063-43019	2002	N	NA	N
1063-43023	2002	N	NA	N
1063-43024	2002	N	NA	N
1063-43025	2002	N	NA	N
1063-43026	2002	N	NA	N
1063-43027	2002	N	NA	N
1063-43028	2002	N	NA	N
1063-43029	2002	N	NA	N
1063-43033	2002	N	NA	N
1063-43059	2002	N	NA	N
