Indiv Status
1453-39057 0
1453-39058 0
1453-39059 0
1453-39060 0
1453-39061 0
1453-39062 0
1453-39063 0
1453-39064 0
1453-39065 0
1453-39066 0
1453-39067 0
1453-39068 0
1453-39069 0
1453-39070 0
1453-39071 0
1453-39072 0
1453-39073 0
1453-39074 0
1453-39075 0
1453-39076 0
1453-39077 0
1453-39078 0
1453-39079 0
1453-39080 0
1453-39081 0
1453-39082 0
1453-39083 0
1453-39084 0
1453-39085 0
1453-39086 0
1453-39087 0
1453-39088 0
1453-39089 0
1453-39090 0
1453-39091 0
1453-39092 0
1453-39093 0
1453-39094 0
1453-39095 0
1453-39096 0
1453-39097 0
1453-39098 0
1453-39099 0
1453-39100 0
1453-39101 0
1453-39102 0
1453-39103 0
1453-39104 0
1453-39105 0
1453-39106 0
1453-39108 0
1453-39109 0
1453-39110 0
1453-39111 0
1453-39112 0
1453-39113 0
1453-39114 0
1453-39115 0
1453-39116 0
1453-39117 0
1453-39118 0
1453-39119 0
1453-39120 0
1453-39121 0
1453-39122 0
1453-39123 0
1453-39124 0
1453-39125 0
1453-39126 0
1453-39127 0
1453-39128 0
1453-39129 0
1453-39130 0
1453-39131 0
1453-39132 0
1453-39133 0
1453-39134 0
1453-39135 0
1453-39136 0
1453-39137 0
1453-39138 0
1453-39139 0
1453-39140 0
1453-39141 0
1453-39142 0
1453-39143 0
1453-39144 0
1453-39145 0
1453-39146 0
1453-39147 0
1453-39148 0
1453-39149 0
1453-39150 0
1453-39151 0
1453-39152 0
1453-39153 0
1453-39154 0
1453-39155 0
1453-39156 0
1453-39157 0
1453-39158 0
1453-39159 0
1453-39160 0
1453-39161 0
1453-39162 0
1453-39163 0
1453-39164 0
1453-39165 0
1453-39166 0
1453-39167 0
1453-39168 0
1453-39169 0
1453-39170 0
1453-39171 0
1453-39172 0
1453-39173 0
1453-39174 0
1453-39175 0
1453-39176 0
1453-39177 0
1453-39178 0
1453-39179 0
1453-39180 0
1453-39181 0
1453-39182 0
1453-39183 0
1453-39184 0
1453-39185 0
1453-39186 0
1453-39187 0
1453-39188 0
1453-39189 0
1453-39190 0
1453-39191 0
1453-39192 0
1453-39193 0
1453-39194 0
1453-39195 0
1453-39196 0
1453-39197 0
1453-39198 0
1453-39199 0
1453-39200 0
1453-57401 0
1453-57402 0
1453-57403 0
1453-57404 0
1453-57405 0
1453-57406 0
1453-57407 0
1453-57408 0
1453-57409 0
1453-57410 0
1453-57411 0
1453-57412 0
1453-57413 0
1453-57414 0
1453-57415 0
1453-57416 0
1453-57417 0
1453-57418 0
1453-57419 0
1453-57420 0
1453-57421 0
1453-57422 0
1453-57423 0
1453-57424 0
1453-57425 0
1453-57426 0
1453-57427 0
1453-57428 0
1453-57429 0
1453-57430 0
1453-57431 0
1453-57432 0
1453-57433 0
1453-57434 0
1453-57435 0
1453-57436 0
1453-57437 0
1453-57438 0
1453-57439 0
1453-57440 0
1453-57441 0
1453-57442 0
1453-57443 0
1453-57444 0
1453-57445 0
1453-57446 0
1453-57447 0
1453-57448 0
1453-57449 0
1453-57450 0
1453-57451 0
1453-57452 0
1453-57453 0
1453-57454 0
1453-57455 0
1453-57456 0
1453-57457 0
1453-57458 0
1453-57459 0
1453-57460 0
1453-57461 0
1453-57462 0
1453-57463 0
1453-57464 0
1453-57465 0
1453-57466 0
1453-57467 0
1453-57468 0
1453-57469 0
1453-57470 0
1453-57471 0
1453-57472 0
1453-57473 0
1453-57474 0
1453-57475 0
1453-57476 0
1453-57477 0
1453-57478 0
1453-57479 0
1453-57480 0
1453-57481 0
1453-57482 0
1453-57483 0
1453-57484 0
1453-57485 0
1453-57486 0
1453-57487 0
1453-57488 0
1453-57489 0
1453-57490 0
1453-57491 0
1453-57492 0
1453-57493 0
1453-57494 0
1453-57495 0
1453-57496 0
1453-57497 0
1453-57498 0
1453-57499 0
1453-57500 0
1453-57659 0
1453-63501 0
1453-63502 0
1453-63503 0
1453-63504 0
1453-63505 0
1453-63506 0
1453-63507 0
1453-63508 0
1453-63509 0
1453-63510 0
1453-63511 0
1453-63512 0
1453-63513 0
1453-63514 0
1453-63515 0
1453-63516 0
1453-63517 0
1453-63518 0
1453-63519 0
1453-63520 0
1453-63521 0
1453-63522 0
1453-63523 0
1453-63524 0
1453-63525 0
1453-63526 0
1453-63527 0
1453-63529 0
1453-63530 0
1453-63531 0
1453-63532 0
1453-63533 0
1453-63534 0
1453-63535 0
1453-63536 0
1453-63537 0
1453-63538 0
1453-63539 0
1453-63540 0
1453-63541 0
1453-63542 0
1453-63543 0
1453-63544 0
1453-63545 0
1453-63546 0
1453-63547 0
1453-63548 0
1453-63549 0
1453-63550 0
1453-63551 0
1453-63552 0
1453-63553 0
1453-63554 0
1453-63555 0
1453-63556 0
1453-63557 0
1453-63558 0
1453-63559 0
1453-63560 0
1453-63561 0
1453-63562 0
1453-63563 0
1453-63564 0
1453-63565 0
1453-63566 0
1453-63567 0
1453-63568 0
1453-63569 0
1453-63570 0
1453-63571 0
1453-63572 0
1453-63573 0
1453-63574 0
1453-63575 0
1453-63576 0
1453-63577 0
1453-63578 0
1453-63579 0
1453-63580 0
1453-63581 0
1453-63582 0
1453-63583 0
1453-63584 0
1453-63585 0
1453-63586 0
1453-63587 0
1453-63588 0
1453-63589 0
1453-63590 0
1453-63591 0
1453-63592 0
1453-63593 0
1453-63594 0
1453-63595 0
1453-63596 0
1453-63597 0
1453-63598 0
1453-63599 0
1453-63600 0
1453-63601 0
1453-63602 0
1453-63603 0
1453-63604 0
1453-63605 0
1453-63606 0
1453-63607 0
1453-63608 0
1453-63609 0
1453-63610 0
1453-63611 0
1453-63612 0
1453-63613 0
1453-63614 0
1453-63615 0
1453-63616 0
1453-63617 0
1453-63618 0
1453-63619 0
1453-63620 0
1453-63621 0
1453-63622 0
1453-63623 0
1453-63624 0
1453-63625 0
1453-63626 0
1453-63627 0
1453-63628 0
1453-63629 0
1453-63630 0
1453-63631 0
1453-63632 0
1453-63633 0
1453-63634 0
1453-63635 0
1453-63636 0
1453-63637 0
1453-63638 0
1453-63639 0
1453-63640 0
1453-63641 0
1453-63642 0
1453-63643 0
1453-63644 0
1453-63645 0
1453-63646 0
1453-63647 0
1453-63648 0
1453-63649 0
1453-63650 0
1453-63651 0
1453-63652 0
1453-63653 0
1453-63654 0
1453-63655 0
1453-63656 0
1453-63657 0
1453-63658 0
1453-63659 0
1453-63660 0
1453-63661 0
1453-63662 0
1453-63663 0
1453-63664 0
1453-63665 0
1453-63666 0
1453-63667 0
1453-63668 0
1453-63669 0
1453-63670 0
1453-63671 0
1453-63672 0
1453-63673 0
1453-63674 0
1453-63675 0
1453-63676 0
1453-63677 0
1453-63678 0
1453-63679 0
1453-63680 0
1453-63681 0
1453-63682 0
1453-63683 0
1453-63684 0
1453-63685 0
1453-63686 0
1453-63687 0
1453-63688 0
1453-63689 0
1453-63690 0
1453-63691 0
1453-63692 0
1453-63693 0
1453-63694 0
1453-63695 0
1453-63696 0
1453-63697 0
1453-63698 0
1453-63699 0
1453-63700 0
1453-63708 0
1453-63723 0
1453-72701 0
1453-72702 0
1453-72705 0
1453-72706 0
1453-72707 0
1453-72708 0
1453-72709 0
1453-72710 0
1453-72711 0
1453-72712 0
1453-72713 0
1453-72714 0
1453-72715 0
1453-72716 0
1453-72717 0
1453-72718 0
1453-72719 0
1453-72720 0
1453-72721 0
1453-72722 0
1453-72723 0
1453-72724 0
1453-72725 0
1453-72726 0
1453-72727 0
1453-72728 0
1453-72729 0
1453-72730 0
1453-72731 0
1453-72732 0
1453-72733 0
1453-72734 0
1453-72735 0
1453-72736 0
1453-72737 0
1453-72738 0
1453-72739 0
1453-72740 0
1453-72741 0
1453-72742 0
1453-72743 0
1453-72744 0
1453-72745 0
1453-72746 0
1453-72747 0
1453-72748 0
1453-72749 0
1453-72750 0
1453-72751 0
1453-72752 0
1453-72753 0
1453-72754 0
1453-72755 0
1453-72756 0
1453-72757 0
1453-72758 0
1453-72759 0
1453-72760 0
1453-72761 0
1453-72762 0
1453-72763 0
1453-72764 0
1453-72765 0
1453-72766 0
1453-72767 0
1453-72768 0
1453-72769 0
1453-72770 0
1453-72771 0
1453-72772 0
1453-72773 0
1453-72774 0
1453-72775 0
1453-72776 0
1453-72777 0
1453-72778 0
1453-72779 0
1453-72780 0
1453-72781 0
1453-72782 0
1453-72783 0
1453-72784 0
1453-72785 0
1453-72786 0
1453-72787 0
1453-72788 0
1453-72789 0
1453-72790 0
1453-72791 0
1453-72792 0
1453-72793 0
1453-72794 0
1453-72795 0
1453-72796 0
1453-72797 0
1453-72798 0
1453-72799 0
1453-72800 0
1453-72801 0
1453-72802 0
1453-72803 0
1453-72804 0
1453-72805 0
1453-72806 0
1453-72807 0
1453-72808 0
1453-72809 0
1453-72810 0
1453-72811 0
1453-72812 0
1453-72813 0
1453-72814 0
1453-72815 0
1453-72816 0
1453-72817 0
1453-72818 0
1453-72819 0
1453-72820 0
1453-72821 0
1453-72822 0
1453-72823 0
1453-72824 0
1453-72825 0
1453-72826 0
1453-72827 0
1453-72828 0
1453-72829 0
1453-72830 0
1453-72831 0
1453-72832 0
1453-72833 0
1453-72834 0
1453-72835 0
1453-72836 0
1453-72837 0
1453-72838 0
1453-72839 0
1453-72840 0
1453-72841 0
1453-72842 0
1453-72843 0
1453-72844 0
1453-72845 0
1453-72846 0
1453-72847 0
1453-72848 0
1453-72849 0
1453-72850 0
1453-72851 0
1453-72852 0
1453-72853 0
1453-72854 0
1453-72855 0
1453-72856 0
1453-72857 0
1453-72858 0
1453-72859 0
1453-72860 0
1453-72861 0
1453-72862 0
1453-72863 0
1453-72864 0
1453-72865 0
1453-72866 0
1453-72867 0
1453-72868 0
1453-72869 0
1453-72870 0
1453-72871 0
1453-72872 0
1453-72873 0
1453-72874 0
1453-72875 0
1453-72876 0
1453-72877 0
1453-72878 0
1453-72879 0
1453-72880 0
1453-72881 0
1453-72882 0
1453-72883 0
1453-72884 0
1453-72885 0
1453-72886 0
1453-72887 0
1453-72888 0
1453-72889 0
1453-72890 0
1453-72891 0
1453-72892 0
1453-72893 0
1453-72894 0
1453-72895 0
1453-72896 0
1453-72897 0
1453-72898 0
1453-72899 0
1453-72900 0
1453-75688 0
1453-78001 0
1453-78002 0
1453-78003 0
1453-78004 0
1453-78006 0
1453-78007 0
1453-78008 0
1453-78009 0
1453-78010 0
1453-78011 0
1453-78012 0
1453-78013 0
1453-78014 0
1453-78015 0
1453-78016 0
1453-78017 0
1453-78018 0
1453-78019 0
1453-78020 0
1453-78021 0
1453-78022 0
1453-78023 0
1453-78024 0
1453-78025 0
1453-78026 0
1453-78027 0
1453-78028 0
1453-78029 0
1453-78030 0
1453-78031 0
1453-78032 0
1453-78033 0
1453-78034 0
1453-78035 0
1453-78036 0
1453-78037 0
1453-78038 0
1453-78039 0
1453-78040 0
1453-78041 0
1453-78042 0
1453-78043 0
1453-78044 0
1453-78045 0
1453-78046 0
1453-78048 0
1453-78049 0
1453-78050 0
1453-78051 0
1453-78052 0
1453-78053 0
1453-78054 0
1453-78055 0
1453-78056 0
1453-78057 0
1453-78058 0
1453-78059 0
1453-78060 0
1453-78061 0
1453-78062 0
1453-78063 0
1453-78064 0
1453-78065 0
1453-78066 0
1453-78067 0
1453-78068 0
1453-78069 0
1453-78070 0
1453-78071 0
1453-78072 0
1453-78073 0
1453-78074 0
1453-78075 0
1453-78076 0
1453-78077 0
1453-78078 0
1453-78079 0
1453-78080 0
1453-78081 0
1453-78082 0
1453-78083 0
1453-78085 0
1453-78086 0
1453-78087 0
1453-78088 0
1453-78089 0
1453-78090 0
1453-78091 0
1453-78092 0
1453-78093 0
1453-78094 0
1453-78095 0
1453-78096 0
1453-78097 0
1453-78098 0
1453-78099 0
1453-78100 0
1453-78101 0
1453-78102 0
1453-78103 0
1453-78104 0
1453-78105 0
1453-78106 0
1453-78107 0
1453-78108 0
1453-78109 0
1453-78110 0
1453-78111 0
1453-78112 0
1453-78113 0
1453-78114 0
1453-78115 0
1453-78116 0
1453-78117 0
1453-78118 0
1453-78119 0
1453-78120 0
1453-78121 0
1453-78122 0
1453-78123 0
1453-78124 0
1453-78125 0
1453-78126 0
1453-78127 0
1453-78128 0
1453-78129 0
1453-78130 0
1453-78131 0
1453-78132 0
1453-78133 0
1453-78134 0
1453-78135 0
1453-78136 0
1453-78137 0
1453-78138 0
1453-78139 0
1453-78140 0
1453-78141 0
1453-78142 0
1453-78143 0
1453-78145 0
1453-78146 0
1453-78147 0
1453-78148 0
1453-78149 0
1453-78150 0
1453-78151 0
1453-78152 0
1453-78153 0
1453-78154 0
1453-78155 0
1453-78156 0
1453-78157 0
1453-78158 0
1453-78159 0
1453-78160 0
1453-78161 0
1453-78162 0
1453-78163 0
1453-78164 0
1453-78165 0
1453-78166 0
1453-78167 0
1453-78168 0
1453-78169 0
1453-78170 0
1453-78171 0
1453-78172 0
1453-78173 0
1453-78174 0
1453-78175 0
1453-78176 0
1453-78177 0
1453-78178 0
1453-78179 0
1453-78180 0
1453-78181 0
1453-78182 0
1453-78183 0
1453-78184 0
1453-78185 0
1453-78186 0
1453-78187 0
1453-78188 0
1453-78189 0
1453-78190 0
1453-78191 0
1453-78192 0
1453-78193 0
1453-78194 0
1453-78195 0
1453-78196 0
1453-78197 0
1453-78198 0
1453-78199 0
1453-78200 0
1453-78201 0
1453-78202 0
1453-78203 0
1453-78204 0
1453-78205 0
1453-78207 0
1453-78208 0
1453-78209 0
1453-78210 0
1453-78211 0
1453-78212 0
1453-78213 0
1453-78214 0
1453-78215 0
1453-78216 0
1453-78217 0
1453-78218 0
1453-78219 0
1453-78220 0
1453-78221 0
1453-78222 0
1453-78223 0
1453-78224 0
1453-78225 0
1453-78226 0
1453-78227 0
1453-78228 0
1453-78229 0
1453-78230 0
1453-78231 0
1453-78232 0
1453-78233 0
1453-78234 0
1453-78235 0
1453-78236 0
1453-78237 0
1453-78238 0
1453-78239 0
1453-78240 0
1453-78241 0
1453-78242 0
1453-78243 0
1453-78244 0
1453-78245 0
1453-78246 0
1453-78246f 0
1453-78247 0
1453-78248 0
1453-78249 0
1453-78250 0
1453-78251 0
1453-78252 0
1453-78253 0
1453-78254 0
1453-78255 0
1453-78256 0
1453-78257 0
1453-78258 0
1453-78259 0
1453-78260 0
1453-78261 0
1453-78262 0
1453-78263 0
1453-78265 0
1453-78266 0
1453-78267 0
1453-78268 0
1453-78269 0
1453-78270 0
1453-78271 0
1453-78272 0
1453-78273 0
1453-78274 0
1453-78274.1 0
1453-78275 0
1453-78276 0
1453-78277 0
1453-78278 0
1453-78279 0
1453-78280 0
1453-78281 0
1453-78282 0
1453-78283 0
1453-78284 0
1453-78285 0
1453-78286 0
1453-78287 0
1453-78288 0
1453-78289 0
1453-78290 0
1453-78291 0
1453-78292 0
1453-78293 0
1453-78295 0
1453-78296 0
1453-78298 0
1453-78299 0
1453-78300 0
1453-78301 0
1453-78302 0
1453-78303 0
1453-78304 0
1453-78305 0
1453-78306 0
1453-78307 0
1453-78308 0
1453-78309 0
1453-78310 0
1453-78311 0
1453-78312 0
1453-78313 0
1453-78314 0
1453-78315 0
1453-78316 0
1453-78317 0
1453-78318 0
1453-78319 0
1453-78321 0
1453-78322 0
1453-78323 0
1453-78324 0
1453-78325 0
1453-78326 0
1453-78327 0
1453-78328 0
1453-78329 0
1453-78330 0
1453-78331 0
1453-78332 0
1453-78333 0
1453-78334 0
1453-78335 0
1453-78336 0
1453-78337 0
1453-78338 0
1453-78339 0
1453-78340 0
1453-78341 0
1453-78342 0
1453-78343 0
1453-78344 0
1453-78345 0
1453-78346 0
1453-78347 0
1453-78348 0
1453-78349 0
1453-78350 0
1453-78351 0
1453-78352 0
1453-78353 0
1453-78354 0
1453-78355 0
1453-78356 0
1453-78357 0
1453-78358 0
1453-78359 0
1453-78360 0
1453-78361 0
1453-78362 0
1453-78363 0
1453-78364 0
1453-78365 0
1453-78365.1 0
1453-78366 0
1453-78367 0
1453-78368 0
1453-78369 0
1453-78370 0
1453-78371 0
1453-78372 0
1453-78373 0
1453-78374 0
1453-78375 0
1453-78375.1 0
1453-78376 0
1453-78377 0
1453-78378 0
1453-78379 0
1453-78380 0
1453-78381 0
1453-78382 0
1453-78383 0
1453-78385 0
1453-78386 0
1453-78387 0
1453-78388 0
1453-78389 0
1453-78390 0
1453-78391 0
1453-78392 0
1453-78393 0
1453-78394 0
1453-78395 0
1453-78396 0
1453-78398 0
1453-78399 0
1453-78400 0
1453-78402 0
1453-89906 0
1513-02001 0
1513-02002 0
1513-02003 0
1513-02004 0
1513-02005 0
1513-02006 0
1513-02007 0
1513-02008 0
1513-02009 0
1513-02010 0
1513-02011 0
1513-02012 0
1513-02013 0
1513-02014 0
1513-02015 0
1513-02016 0
1513-02017 0
1513-02018 0
1513-02019 0
1513-02020 0
1513-02021 0
1513-02022 0
1513-02023 0
1513-02024 0
1513-02025 0
1513-02026 0
1513-02027 0
1513-02028 0
1513-02029 0
1513-02030 0
1513-02031 0
1513-02032 0
1513-02033 0
1513-02034 0
1513-02035 0
1513-02036 0
1513-02037 0
1513-02038 0
1513-02039 0
1513-02040 0
1513-02041 0
1513-02042 0
1513-02043 0
1513-02044 0
1513-02045 0
1513-02046 0
1513-02047 0
1513-02048 0
1513-02049 0
1513-02050 0
1513-02051 0
1513-02052 0
1513-02053 0
1513-02054 0
1513-02055 0
1513-02056 0
1513-02057 0
1513-02058 0
1513-02059 0
1513-02060 0
1513-02061 0
1513-02062 0
1513-02063 0
1513-02064 0
1513-02065 0
1513-02066 0
1513-02067 0
1513-02068 0
1513-02069 0
1513-02070 0
1513-02071 0
1513-02072 0
1513-02073 0
1513-02074 0
1513-02075 0
1513-02076 0
1513-02077 0
1513-02078 0
1513-02079 0
1513-02080 0
1513-02081 0
1513-02082 0
1513-02083 0
1513-02084 0
1513-02085 0
1513-02086 0
1513-02087 0
1513-02088 0
1513-02089 0
1513-02090 0
1513-02091 0
1513-02092 0
1513-02093 0
1513-02094 0
1513-02095 0
1513-02096 0
1513-02097 0
1513-02098 0
1513-02099 0
1513-02100 0
1513-02266 0
1513-02401 0
1513-02402 0
1513-02403 0
1513-02404 0
1513-02405 0
1513-02406 0
1513-02407 0
1513-02409 0
1513-02410 0
1513-02411 0
1513-02412 0
1513-02413 0
1513-02414 0
1513-02415 0
1513-02416 0
1513-02417 0
1513-02418 0
1513-02419 0
1513-02420 0
1513-02421 0
1513-02422 0
1513-02423 0
1513-02424 0
1513-02425 0
1513-02426 0
1513-02427 0
1513-02428 0
1513-02429 0
1513-02430 0
1513-02431 0
1513-02432 0
1513-02433 0
1513-02434 0
1513-02435 0
1513-02436 0
1513-02437 0
1513-02438 0
1513-02439 0
1513-02441 0
1513-02442 0
1513-02443 0
1513-02444 0
1513-02445 0
1513-02446 0
1513-02447 0
1513-02448 0
1513-02449 0
1513-02450 0
1513-02451 0
1513-02452 0
1513-02453 0
1513-02454 0
1513-02455 0
1513-02456 0
1513-02457 0
1513-02458 0
1513-02459 0
1513-02460 0
1513-02461 0
1513-02462 0
1513-02463 0
1513-02464 0
1513-02465 0
1513-02466 0
1513-02467 0
1513-02468 0
1513-02469 0
1513-02470 0
1513-02471 0
1513-02472 0
1513-02473 0
1513-02474 0
1513-02475 0
1513-02476 0
1513-02477 0
1513-02478 0
1513-02479 0
1513-02480 0
1513-02481 0
1513-02482 0
1513-02483 0
1513-02484 0
1513-02485 0
1513-02486 0
1513-02487 0
1513-02488 0
1513-02489 0
1513-02490 0
1513-02491 0
1513-02492 0
1513-02493 0
1513-02494 0
1513-02495 0
1513-02496 0
1513-02497 0
1513-02498 0
1513-02499 0
1513-02500 0
1513-46094 0
1513-46365 0
1513-50080 1
1513-50081 1
1513-50082 1
1513-50083 0
1513-50084 0
1513-50085 0
1513-50086 1
1513-50087 0
1513-50088 0
1513-50089 0
1513-50090 0
1513-50091 0
1513-50092 1
1513-50093 1
1513-50094 0
1513-50095 0
1513-50096 0
1513-50097 0
1513-50098 0
1513-50099 0
1513-50100 0
1513-50101 0
1513-50102 0
1513-50103 0
1513-50104 0
1513-50105 0
1513-50106 0
1513-50107 0
1513-50108 0
1513-50110 0
1513-50111 0
1513-50112 0
1513-50113 0
1513-50114 0
1513-50115 0
1513-50116 0
1513-50117 0
1513-50118 0
1513-50119 0
1513-50120 0
1513-50121 0
1513-50122 0
1513-50123 0
1513-50124 0
1513-50125 0
1513-50126 0
1513-50127 0
1513-50128 0
1513-50129 0
1513-50130 0
1513-50131 0
1513-50132 0
1513-50133 0
1513-50134 0
1513-50135 0
1513-50136 0
1513-50137 0
1513-50138 0
1513-50139 0
1513-50140 0
1513-50141 0
1513-50143 0
1513-50144 0
1513-50145 0
1513-50146 0
1513-50147 0
1513-50148 0
1513-50149 0
1513-50150 0
1513-50151 0
1513-50152 0
1513-50153 0
1513-50154 0
1513-50155 0
1513-50156 0
1513-50157 0
1513-50158 0
1513-50159 0
1513-50160 0
1513-50161 0
1513-50162 0
1513-50163 0
1513-50164 0
1513-50165 0
1513-50166 0
1513-50167 0
1513-50168 0
1513-50169 0
1513-50170 0
1513-50171 0
1513-50172 0
1513-50173 0
1513-50174 0
1513-50175 0
1513-50176 0
1513-50177 0
1513-50178 0
1513-50179 0
1513-50180 0
1513-50181 0
1513-50182 0
1513-50183 0
1513-50184 0
1513-50185 0
1513-50186 0
1513-50187 0
1513-50188 0
1513-50189 0
1513-50190 0
1513-50191 0
1513-50192 0
1513-50193 0
1513-50194 0
1513-50195 0
1513-50196 0
1513-50197 0
1513-50198 0
1513-50199 0
1513-50200 0
1513-50201 0
1513-50202 0
1513-50203 0
1513-50204 0
1513-50205 0
1513-50206 0
1513-50207 0
1513-50208 0
1513-50209 0
1513-50210 0
1513-50211 0
1513-50212 0
1513-50213 0
1513-50214 0
1513-50215 0
1513-50216 0
1513-50217 0
1513-50218 0
1513-50219 0
1513-50220 0
1513-50221 0
1513-50222 0
1513-50223 0
1513-50224 0
1513-50225 0
1513-50226 0
1513-50227 0
1513-50228 0
1513-50229 0
1513-50230 0
1513-50231 0
1513-50232 0
1513-50233 0
1513-50234 0
1513-50235 0
1513-50236 0
1513-50237 0
1513-50238 0
1513-50239 0
1513-50240 0
1513-50241 0
1513-50242 0
1513-50243 0
1513-50244 0
1513-50245 0
1513-50246 0
1513-50247 0
1513-50248 0
1513-50249 0
1513-50250 0
1513-50251 0
1513-50252 0
1513-50253 0
1513-50254 0
1513-50255 0
1513-50256 0
1513-50257 0
1513-50258 0
1513-50259 0
1513-50260 0
1513-50261 0
1513-50262 0
1513-50263 0
1513-50264 0
1513-50265 0
1513-50266 0
1513-50267 0
1513-50268 0
1513-50269 0
1513-50270 0
1513-50271 0
1513-50272 0
1513-50273 0
1513-50274 0
1513-50275 0
1513-50276 0
1513-50277 0
1513-50278 0
1513-50279 0
1513-50280 0
1513-50281 0
1513-50282 0
1513-50283 0
1513-50284 0
1513-50285 0
1513-50286 0
1513-50287 0
1513-50288 0
1513-50289 0
1513-50290 0
1513-50291 0
1513-50292 0
1513-50293 0
1513-50294 0
1513-50295 0
1513-50296 0
1513-50297 0
1513-50298 0
1513-50299 0
1513-50300 0
1513-50301 0
1513-50302 0
1513-50303 0
1513-50304 0
1513-50305 0
1513-50306 0
1513-50307 0
1513-50308 0
1513-50309 0
1513-50310 0
1513-50311 0
1513-50312 0
1513-50313 0
1513-50314 0
1513-50315 0
1513-50316 0
1513-50317 0
1513-50318 0
1513-50319 0
1513-50320 0
1513-50321 0
1513-50322 0
1513-50323 0
1513-50324 0
1513-50325 0
1513-50326 0
1513-50327 0
1513-50328 0
1513-50329 0
1513-50330 0
1513-50331 0
1513-50332 0
1513-50333 0
1513-50334 0
1513-50335 0
1513-50336 0
1513-50337 0
1513-50338 0
1513-50339 0
1513-50340 0
1513-50341 0
1513-50342 0
1513-50343 0
1513-50344 0
1513-50345 0
1513-50346 0
1513-50347 0
1513-50348 0
1513-50349 0
1513-50350 0
1513-50351 0
1513-50352 0
1513-50353 0
1513-50354 0
1513-50355 0
1513-50356 0
1513-50357 0
1513-50358 0
1513-50359 0
1513-50360 0
1513-50361 0
1513-50362 0
1513-50363 0
1513-50364 0
1513-50365 0
1513-50366 0
1513-50367 0
1513-50368 0
1513-50369 0
1513-50370 0
1513-50371 0
1513-50372 0
1513-50373 0
1513-50374 0
1513-50375 1
1513-50376 0
1513-50377 0
1513-50378 0
1513-50379 0
1513-50380 0
1513-50381 0
1513-50382 0
1513-50383 0
1513-50384 0
1513-50385 0
1513-50386 0
1513-50387 0
1513-50388 0
1513-50389 0
1513-50390 0
1513-50391 0
1513-50391.1 0
1513-50392 0
1513-50393 0
1513-50394 0
1513-50395 0
1513-50396 0
1513-50397 0
1513-50398 0
1513-50399 0
1513-50400 0
1513-50544 0
1513-50601 0
1513-50602 0
1513-50603 0
1513-50604 0
1513-50605 0
1513-50606 0
1513-50607 0
1513-50608 0
1513-50609 0
1513-50610 0
1513-50611 0
1513-50612 0
1513-50613 0
1513-50614 0
1513-50615 0
1513-50616 0
1513-50617 0
1513-50618 0
1513-50619 0
1513-50620 0
1513-50621 0
1513-50622 0
1513-50623 0
1513-50624 0
1513-50625 0
1513-50626 0
1513-50627 0
1513-50628 0
1513-50629 0
1513-50630 0
1513-50631 0
1513-50632 0
1513-50633 0
1513-50634 0
1513-50635 0
1513-50636 0
1513-50637 0
1513-50638 0
1513-50639 0
1513-50640 0
1513-50641 0
1513-50642 0
1513-50643 0
1513-50644 0
1513-50645 0
1513-50646 0
1513-50647 0
1513-50648 0
1513-50649 0
1513-50650 0
1513-50651 0
1513-50652 0
1513-50653 0
1513-50654 0
1513-50655 0
1513-50656 0
1513-50657 0
1513-50658 0
1513-50659 0
1513-50660 0
1513-50661 0
1513-50662 0
1513-50663 0
1513-50664 0
1513-50665 0
1513-50666 0
1513-50667 0
1513-50668 0
1513-50669 0
1513-50671 0
1513-50672 0
1513-50673 0
1513-50674 0
1513-50675 0
1513-50676 0
1513-50677 0
1513-50678 0
1513-50679 0
1513-50680 0
1513-50681 0
1513-50682 0
1513-50683 0
1513-50684 0
1513-50685 0
1513-50686 0
1513-50687 0
1513-50688 0
1513-50689 0
1513-50690 0
1513-50691 0
1513-50692 0
1513-50693 0
1513-50694 0
1513-50695 0
1513-50696 0
1513-50697 0
1513-50698 0
1513-50699 0
1513-50700 0
1513-50700.1 0
1513-50701 0
1513-50702 0
1513-50703 0
1513-50704 0
1513-50705 0
1513-50706 0
1513-50707 0
1513-50708 0
1513-50709 0
1513-50710 0
1513-50711 0
1513-50712 0
1513-50713 0
1513-50714 0
1513-50715 0
1513-50716 0
1513-50717 0
1513-50718 0
1513-50719 0
1513-50720 0
1513-50721 0
1513-50722 0
1513-50723 0
1513-50724 0
1513-50725 0
1513-50726 0
1513-50727 0
1513-50728 0
1513-50729 0
1513-50730 0
1513-50731 0
1513-50732 0
1513-50733 0
1513-50734 0
1513-50735 0
1513-50736 0
1513-50737 0
1513-50738 0
1513-50739 0
1513-50740 0
1513-50741 0
1513-50742 0
1513-50743 0
1513-50744 0
1513-50745 0
1513-50746 0
1513-50746.1 0
1513-50747 0
1513-50748 0
1513-50749 0
1513-50750 0
1513-50751 0
1513-50752 0
1513-50753 0
1513-50754 0
1513-50755 0
1513-50756 0
1513-50757 0
1513-50758 0
1513-50759 0
1513-50760 0
1513-50761 0
1513-50762 0
1513-50763 0
1513-50764 0
1513-50765 0
1513-50766 0
1513-50767 0
1513-50768 0
1513-50769 0
1513-50770 0
1513-50771 0
1513-50772 0
1513-50773 0
1513-50774 0
1513-50775 0
1513-50776 0
1513-50777 0
1513-50778 0
1513-50779 0
1513-50780 0
1513-50781 0
1513-50782 0
1513-50783 0
1513-50784 0
1513-50785 0
