Indiv Status
1513-50786 0
1513-50787 0
1513-50788 0
1513-50789 0
1513-50790 0
1513-50791 0
1513-50792 0
1513-50793 0
1513-50794 0
1513-50795 0
1513-50796 0
1513-50797 0
1513-50798 0
1513-50799 0
1513-50800 0
1513-50801 0
1513-50802 0
1513-50803 0
1513-50804 0
1513-50805 0
1513-50806 0
1513-50807 0
1513-50808 0
1513-50809 0
1513-50810 0
1513-50811 0
1513-50812 0
1513-50813 0
1513-50814 0
1513-50815 0
1513-50816 0
1513-50817 0
1513-50818 0
1513-50820 0
1513-50821 0
1513-50822 0
1513-50823 0
1513-50824 0
1513-50825 0
1513-50826 0
1513-50827 0
1513-50828 0
1513-50829 0
1513-50830 0
1513-50831 0
1513-50832 0
1513-50833 0
1513-50834 0
1513-50835 0
1513-50836 0
1513-50837 0
1513-50838 0
1513-50839 0
1513-50840 0
1513-50841 0
1513-50842 0
1513-50843 0
1513-50844 0
1513-50845 0
1513-50846 0
1513-50847 0
1513-50848 0
1513-50849 0
1513-50850 0
1513-50851 0
1513-50852 0
1513-50853 0
1513-50854 0
1513-50855 0
1513-50857 0
1513-50858 0
1513-50859 0
1513-50860 0
1513-50861 0
1513-50862 0
1513-50863 0
1513-50864 0
1513-50865 0
1513-50866 0
1513-50867 0
1513-50868 0
1513-50869 0
1513-50870 0
1513-50871 0
1513-50872 0
1513-50873 0
1513-50874 0
1513-50875 0
1513-50876 0
1513-50877 0
1513-50878 0
1513-50879 0
1513-50880 0
1513-50881 0
1513-50882 0
1513-50883 0
1513-50884 0
1513-50885 0
1513-50886 0
1513-50887 0
1513-50888 0
1513-50889 0
1513-50890 0
1513-50891 0
1513-50892 0
1513-50893 0
1513-50894 0
1513-50895 0
1513-50896 0
1513-50897 0
1513-50898 0
1513-50899 0
1513-50900 0
1513-50901 0
1513-50902 0
1513-50903 0
1513-50904 0
1513-50905 0
1513-50906 0
1513-50907 0
1513-50908 0
1513-50909 0
1513-50910 0
1513-50911 0
1513-50912 0
1513-50913 0
1513-50914 0
1513-50915 0
1513-50916 0
1513-50917 0
1513-50918 0
1513-50919 0
1513-50920 0
1513-50921 0
1513-50922 0
1513-50923 0
1513-50924 0
1513-50925 0
1513-50926 0
1513-50927 0
1513-50928 0
1513-50929 0
1513-50930 0
1513-50931 0
1513-50932 0
1513-50933 0
1513-50934 0
1513-50935 0
1513-50936 0
1513-50937 0
1513-50938 0
1513-50939 0
1513-50940 0
1513-50941 0
1513-50942 0
1513-50943 0
1513-50944 0
1513-50945 0
1513-50946 0
1513-50947 0
1513-50948 0
1513-50949 0
1513-50950 0
1513-50951 0
1513-50952 0
1513-50953 0
1513-50954 0
1513-50955 0
1513-50956 0
1513-50957 0
1513-50958 0
1513-50959 0
1513-50960 0
1513-50961 0
1513-50962 0
1513-50963 0
1513-50964 0
1513-50965 0
1513-50966 0
1513-50967 0
1513-50968 0
1513-50969 0
1513-50970 0
1513-50971 0
1513-50972 0
1513-50973 0
1513-50974 0
1513-50975 0
1513-50976 0
1513-50977 0
1513-50978 0
1513-50979 0
1513-50980 0
1513-50981 0
1513-50982 0
1513-50983 0
1513-50984 0
1513-50985 0
1513-50986 0
1513-50987 0
1513-50988 0
1513-50989 0
1513-50990 0
1513-50991 0
1513-50992 0
1513-50993 0
1513-50994 0
1513-50995 0
1513-50996 0
1513-50997 0
1513-50998 0
1513-50999 0
1513-51000 0
1573-65001 0
1573-65002 0
1573-65003 0
1573-65004 0
1573-65005 0
1573-65006 0
1573-65007 0
1573-65008 0
1573-65009 0
1573-65010 0
1573-65011 0
1573-65012 0
1573-65013 0
1573-65014 0
1573-65015 0
1573-65016 0
1573-65017 0
1573-65018 0
1573-65019 0
1573-65020 0
1573-65021 0
1573-65022 0
1573-65023 0
1573-65024 0
1573-65025 0
1573-65026 0
1573-65027 0
1573-65028 0
1573-65029 0
1573-65030 0
1573-65031 0
1573-65032 0
1573-65033 1
1573-65034 0
1573-65035 0
1573-65036 0
1573-65037 0
1573-65038 0
1573-65039 0
1573-65040 0
1573-65041 0
1573-65042 0
1573-65043 0
1573-65044 0
1573-65045 0
1573-65046 0
1573-65047 0
1573-65048 0
1573-65049 0
1573-65050 0
1573-65051 0
1573-65052 0
1573-65053 0
1573-65054 0
1573-65055 0
1573-65056 0
1573-65057 0
1573-65058 0
1573-65059 0
1573-65060 0
1573-65061 0
1573-65062 0
1573-65063 0
1573-65064 0
1573-65065 0
1573-65066 0
1573-65067 0
1573-65068 0
1573-65069 0
1573-65070 0
1573-65071 0
1573-65072 0
1573-65073 0
1573-65074 0
1573-65075 0
1573-65076 0
1573-65078 0
1573-65079 0
1573-65080 0
1573-65081 0
1573-65082 0
1573-65083 0
1573-65084 0
1573-65085 0
1573-65086 0
1573-65087 0
1573-65088 0
1573-65089 0
1573-65090 0
1573-65091 0
1573-65092 0
1573-65093 0
1573-65094 0
1573-65095 0
1573-65096 0
1573-65097 0
1573-65098 0
1573-65099 0
1573-65100 0
1573-65901 0
1573-65902 0
1573-65903 0
1573-65904 0
1573-65905 0
1573-65906 0
1573-65907 0
1573-65908 0
1573-65909 0
1573-65910 0
1573-65911 0
1573-65912 0
1573-65913 0
1573-65914 0
1573-65915 0
1573-65916 0
1573-65917 0
1573-65918 0
1573-65919 0
1573-65920 0
1573-65921 0
1573-65922 0
1573-65923 0
1573-65924 0
1573-65925 0
1573-65926 0
1573-65927 0
1573-65928 0
1573-65929 0
1573-65930 0
1573-65931 0
1573-65932 0
1573-65933 0
1573-65934 0
1573-65935 0
1573-65936 0
1573-65937 0
1573-65938 0
1573-65939 0
1573-65940 0
1573-65941 0
1573-65942 0
1573-65943 0
1573-65944 0
1573-65945 0
1573-65946 0
1573-65947 0
1573-65948 0
1573-65950 0
1573-65951 0
1573-65952 0
1573-65953 0
1573-65954 0
1573-65955 0
1573-65956 0
1573-65957 0
1573-65958 0
1573-65959 0
1573-65960 0
1573-65961 0
1573-65962 0
1573-65963 0
1573-65964 0
1573-65965 0
1573-65965.1 0
1573-65966 0
1573-65967 0
1573-65968 0
1573-65969 0
1573-65970 0
1573-65971 0
1573-65972 0
1573-65973 0
1573-65974 0
1573-65975 0
1573-65976 0
1573-65977 0
1573-65978 0
1573-65979 0
1573-65980 0
1573-65981 0
1573-65982 0
1573-65983 0
1573-65984 0
1573-65985 0
1573-65986 0
1573-65988 0
1573-65989 0
1573-65990 0
1573-65991 0
1573-65992 0
1573-65993 0
1573-65994 0
1573-65995 0
1573-65996 0
1573-65997 0
1573-65998 0
1573-65999 0
1573-66000 0
1573-66056 1
1573-66057 1
1573-66058 0
1573-66059 0
1573-66060 0
1573-66061 0
1573-66062 0
1573-66063 0
1573-66064 0
1573-66065 0
1573-66066 0
1573-66067 1
1573-66068 1
1573-66069 0
1573-66070 1
1573-66071 1
1573-66072 0
1573-66073 0
1573-66074 0
1573-66075 0
1573-66076 0
1573-66077 1
1573-66078 1
1573-66079 0
1573-66080 0
1573-66081 0
1573-66082 0
1573-66083 0
1573-66084 1
1573-66085 1
1573-66086 0
1573-66087 1
1573-66088 1
1573-66089 1
1573-66090 1
1573-66091 1
1573-66092 1
1573-66093 1
1573-66094 1
1573-66095 1
1573-66096 1
1573-66097 1
1573-66098 1
1573-66100 1
1573-66101 0
1573-66107 0
1573-66191 0
1573-66194 0
1573-66195 0
1573-66196 0
1573-66250 0
1573-66251 0
1573-66270 0
1573-66361 0
1573-66501 0
1573-66502 0
1573-66503 0
1573-66504 0
1573-66505 0
1573-66506 0
1573-66507 0
1573-66508 0
1573-66509 0
1573-66510 0
1573-66511 0
1573-66512 0
1573-66513 0
1573-66514 0
1573-66515 0
1573-66516 0
1573-66517 0
1573-66518 0
1573-66519 0
1573-66520 0
1573-66521 0
1573-66522 0
1573-66523 0
1573-66524 0
1573-66525 0
1573-66526 0
1573-66527 0
1573-66528 0
1573-66529 0
1573-66530 0
1573-66532 0
1573-66533 0
1573-66534 0
1573-66535 1
1573-66536 0
1573-66537 0
1573-66538 0
1573-66539 0
1573-66540 0
1573-66541 0
1573-66542 0
1573-66543 0
1573-66544 0
1573-66545 0
1573-66546 0
1573-66547 0
1573-66548 0
1573-66549 0
1573-66550 0
1573-66551 0
1573-66552 0
1573-66553 0
1573-66554 0
1573-66555 0
1573-66556 0
1573-66557 0
1573-66558 1
1573-66559 0
1573-66560 0
1573-66561 0
1573-66562 0
1573-66563 0
1573-66564 0
1573-66565 0
1573-66566 1
1573-66567 0
1573-66568 0
1573-66569 0
1573-66570 0
1573-66571 0
1573-66572 0
1573-66573 0
1573-66574 0
1573-66575 0
1573-66576 0
1573-66577 0
1573-66578 0
1573-66579 1
1573-66580 0
1573-66581 0
1573-66582 0
1573-66583 0
1573-66584 0
1573-66585 0
1573-66586 0
1573-66587 0
1573-66588 0
1573-66589 0
1573-66590 0
1573-66591 0
1573-66592 0
1573-66593 0
1573-66594 1
1573-66595 0
1573-66596 0
1573-66597 0
1573-66598 0
1573-66599 0
1573-66600 0
1573-66601 0
1573-66602 0
1573-66603 0
1573-66604 0
1573-66605 0
1573-66606 0
1573-66607 0
1573-66608 0
1573-66609 0
1573-66610 0
1573-66611 0
1573-66612 0
1573-66613 0
1573-66614 0
1573-66615 0
1573-66616 0
1573-66617 0
1573-66618 0
1573-66619 0
1573-66620 0
1573-66621 0
1573-66622 0
1573-66623 0
1573-66624 0
1573-66625 0
1573-66626 0
1573-66627 0
1573-66628 0
1573-66629 0
1573-66630 0
1573-66631 0
1573-66632 0
1573-66633 0
1573-66634 0
1573-66635 0
1573-66636 0
1573-66637 0
1573-66638 0
1573-66639 0
1573-66640 0
1573-66641 0
1573-66642 0
1573-66643 0
1573-66644 0
1573-66645 0
1573-66646 0
1573-66647 0
1573-66648 0
1573-66649 0
1573-66650 0
1573-66652 0
1573-66653 0
1573-66654 0
1573-66655 0
1573-66656 0
1573-66657 0
1573-66658 0
1573-66659 0
1573-66660 0
1573-66661 0
1573-66662 0
1573-66663 0
1573-66665 0
1573-66666 0
1573-66667 0
1573-66668 0
1573-66669 0
1573-66670 0
1573-66671 0
1573-66672 0
1573-66673 0
1573-66674 0
1573-66675 0
1573-66676 0
1573-66677 0
1573-66678 0
1573-66679 0
1573-66680 0
1573-66681 0
1573-66682 0
1573-66683 0
1573-66684 0
1573-66685 0
1573-66686 0
1573-66687 0
1573-66688 0
1573-66689 0
1573-66690 0
1573-66691 0
1573-66692 0
1573-66693 0
1573-66694 0
1573-66695 0
1573-66696 0
1573-66697 0
1573-66698 0
1573-66699 0
1573-66700 0
1573-97117 0
1573-97124 0
1573-97132 0
1573-97133 0
1573-97143 0
1573-97149 0
1573-97150 0
1573-97152 0
1573-97167 0
1573-97173 0
1573-97621 0
1573-97901 1
1573-97902 0
1573-97903 0
1573-97904 0
1573-97905 0
1573-97907 0
1573-97908 0
1573-97909 0
1573-97910 0
1573-97911 0
1573-97912 0
1573-97913 0
1573-97914 0
1573-97915 0
1573-97916 0
1573-97917 0
1573-97918 0
1573-97919 0
1573-97920 0
1573-97921 0
1573-97922 0
1573-97923 0
1573-97924 0
1573-97925 0
1573-97926 0
1573-97927 0
1573-97928 0
1573-97929 0
1573-97930 0
1573-97931 0
1573-97933 0
1573-97934 0
1573-97935 0
1573-97936 0
1573-97937 0
1573-97938 0
1573-97939 0
1573-97940 0
1573-97941 0
1573-97942 0
1573-97943 0
1573-97944 0
1573-97945 0
1573-97946 0
1573-97947 0
1573-97948 0
1573-97949 0
1573-97950 0
1573-97951 0
1573-97952 0
1573-97953 0
1573-97954 0
1573-97955 0
1573-97956 0
1573-97957 0
1573-97958 0
1573-97959 0
1573-97960 0
1573-97961 0
1573-97962 0
1573-97963 0
1573-97964 0
1573-97965 0
1573-97966 0
1573-97967 0
1573-97968 0
1573-97969 0
1573-97970 0
1573-97971 0
1573-97972 0
1573-97973 1
1573-97974 0
1573-97975 0
1573-97976 0
1573-97977 0
1573-97978 0
1573-97979 0
1573-97980 0
1573-97981 0
1573-97982 0
1573-97983 0
1573-97984 0
1573-97985 0
1573-97986 0
1573-97987 0
1573-97988 0
1573-97989 0
1573-97990 1
1573-97991 0
1573-97992 0
1573-97993 1
1573-97994 0
1573-97995 0
1573-97996 0
1573-97997 0
1573-97998 0
1573-97999 1
1573-98000 0
1603-16501 0
1603-16502 0
1603-16503 0
1603-16504 0
1603-16505 0
1603-16506 0
1603-16507 0
1603-16508 0
1603-16509 0
1603-16510 0
1603-16511 0
1603-16512 0
1603-16513 0
1603-16514 0
1603-16515 0
1603-16516 0
1603-16517 0
1603-16518 0
1603-16519 0
1603-16520 0
1603-16521 0
1603-16522 0
1603-16523 0
1603-16524 0
1603-16525 0
1603-16526 0
1603-16527 0
1603-16528 0
1603-16529 0
1603-16530 0
1603-16531 0
1603-16532 0
1603-16533 0
1603-16534 0
1603-16535 0
1603-16536 0
1603-16537 0
1603-16538 0
1603-16539 0
1603-16540 0
1603-16541 0
1603-16542 0
1603-16543 0
1603-16544 0
1603-16545 0
1603-16546 0
1603-16547 0
1603-16548 0
1603-16549 0
1603-16550 0
1603-16551 0
1603-16552 0
1603-16553 0
1603-16554 0
1603-16555 0
1603-16556 0
1603-16557 0
1603-16558 0
1603-16559 0
1603-16560 0
1603-16561 0
1603-16562 0
1603-16563 0
1603-16564 0
1603-16565 0
1603-16566 0
1603-16567 0
1603-16568 0
1603-16569 0
1603-16570 0
1603-16571 0
1603-16572 0
1603-16573 0
1603-16574 0
1603-16575 0
1603-16576 0
1603-16577 0
1603-16578 0
1603-16579 0
1603-16580 0
1603-16581 0
1603-16582 0
1603-16583 0
1603-16584 0
1603-16585 0
1603-16586 0
1603-16587 0
1603-16588 0
1603-16589 0
1603-16590 0
1603-16591 0
1603-16592 0
1603-16593 0
1603-16594 0
1603-16595 0
1603-16596 0
1603-16597 0
1603-16598 0
1603-16599 0
1603-16600 0
1603-16601 0
1603-16602 0
1603-16603 0
1603-16604 0
1603-16605 0
1603-16606 0
1603-16607 0
1603-16608 0
1603-16609 0
1603-16610 0
1603-16611 0
1603-16612 0
1603-16613 0
1603-16614 0
1603-16615 0
1603-16616 0
1603-16617 0
1603-16618 0
1603-16619 0
1603-16620 0
1603-16621 0
1603-16622 0
1603-16623 0
1603-16624 0
1603-16625 0
1603-16626 0
1603-16627 0
1603-16628 0
1603-16629 0
1603-16630 0
1603-16631 0
1603-16632 0
1603-16633 0
1603-16634 0
1603-16635 0
1603-16636 0
1603-16637 0
1603-16638 0
1603-16639 0
1603-16640 0
1603-16641 0
1603-16642 0
1603-16643 0
1603-16644 0
1603-16645 0
1603-16646 0
1603-16647 0
1603-16648 0
1603-16649 0
1603-16650 0
1603-16651 0
1603-16652 0
1603-16653 0
1603-16654 0
1603-16655 0
1603-16656 0
1603-16657 0
1603-16658 0
1603-16659 0
1603-16660 0
1603-16661 0
1603-16662 0
1603-16663 0
1603-16664 0
1603-16665 0
1603-16666 0
1603-16667 0
1603-16668 0
1603-16669 0
1603-16670 0
1603-16671 0
1603-16672 0
1603-16673 0
1603-16674 0
1603-16675 0
1603-16676 0
1603-16677 0
1603-16678 0
1603-16679 0
1603-16680 0
1603-16681 0
1603-16682 0
1603-16683 0
1603-16684 0
1603-16685 0
1603-16686 0
1603-16687 0
1603-16688 0
1603-16689 0
1603-16690 0
1603-16691 0
1603-16692 0
1603-16693 0
1603-16694 0
1603-16695 0
1603-16696 0
1603-16697 0
1603-16698 0
1603-16699 0
1603-16700 0
1603-17103 0
1603-17105 0
1603-17106 0
1603-17107 0
1603-17108 0
1603-17109 0
1603-17110 0
1603-17111 0
1603-17112 0
1603-17113 0
1603-17114 0
1603-17115 0
1603-17116 0
1603-17117 0
1603-17118 0
1603-17119 0
1603-17120 0
1603-17121 0
1603-17122 0
1603-17123 0
1603-17124 0
1603-17125 0
1603-17126 0
1603-17127 0
1603-17128 0
1603-17129 0
1603-17130 0
1603-17131 0
1603-17132 0
1603-17133 0
1603-17134 0
1603-17135 0
1603-17136 0
1603-17137 0
1603-17138 0
1603-17139 0
1603-17140 0
1603-17141 0
1603-17142 0
1603-17143 0
1603-17144 0
1603-17145 0
1603-17146 0
1603-17147 0
1603-17148 0
1603-17149 0
1603-17150 0
1603-17151 0
1603-17152 0
1603-17153 0
1603-17154 0
1603-17155 0
1603-17156 0
1603-17157 0
1603-17158 0
1603-17159 0
1603-17160 0
1603-17161 0
1603-17162 0
1603-17163 0
1603-17164 0
1603-17165 0
1603-17166 0
1603-17167 0
1603-17168 0
1603-17169 0
1603-17170 0
1603-17171 0
1603-17172 0
1603-17173 0
1603-17174 0
1603-17175 0
1603-17176 0
1603-17177 0
1603-17178 0
1603-17179 0
1603-17180 0
1603-17181 0
1603-17182 0
1603-17183 0
1603-17184 0
1603-17185 0
1603-17186 0
1603-17187 0
1603-17188 0
1603-17189 0
1603-17190 0
1603-17191 0
1603-17192 0
1603-17193 0
1603-17194 0
1603-17195 0
1603-17196 0
1603-17197 0
1603-17198 0
1603-17199 0
1603-17200 0
1603-17201 0
1603-17202 0
1603-17203 0
1603-17204 0
1603-17205 0
1603-17206 0
1603-17207 0
1603-17208 0
1603-17209 0
1603-17210 0
1603-17211 0
1603-17212 0
1603-17213 0
1603-17214 0
1603-17215 0
1603-17216 0
1603-17217 0
1603-17218 0
1603-17219 0
1603-17220 0
1603-17221 0
1603-17222 0
1603-17223 0
1603-17224 0
1603-17225 0
1603-17226 0
1603-17227 0
1603-17229 0
1603-17230 0
1603-17231 0
1603-17232 0
1603-17233 0
1603-17234 1
1603-17235 0
1603-17236 0
1603-17237 0
1603-17238 0
1603-17239 1
1603-17240 0
1603-17241 1
1603-17242 0
1603-17243 0
1603-17244 0
1603-17245 0
1603-17246 0
1603-17247 0
1603-17248 0
1603-17249 0
1603-17250 0
1603-17251 0
1603-17252 0
1603-17253 0
1603-17254 0
1603-17255 0
1603-17256 0
1603-17257 0
1603-17258 0
1603-17259 0
1603-17260 0
1603-17261 0
1603-17262 0
1603-17263 0
1603-17264 0
1603-17265 0
1603-17266 0
1603-17267 0
1603-17268 0
1603-17269 0
1603-17270 0
1603-17271 0
1603-17272 0
1603-17273 0
1603-17274 0
1603-17275 0
1603-17276 0
1603-17277 0
1603-17278 0
1603-17279 0
1603-17280 0
1603-17281 0
1603-17282 0
1603-17283 0
1603-17284 0
1603-17285 0
1603-17286 0
1603-17287 0
1603-17288 0
1603-17289 0
1603-17290 0
1603-17291 0
1603-17292 0
1603-17293 0
1603-17294 0
1603-17295 0
1603-17296 0
1603-17297 0
1603-17298 0
1603-17299 0
1603-17300 0
1603-17401 0
1603-17402 0
1603-17403 0
1603-17404 0
1603-17405 1
1603-17406 0
1603-17407 0
1603-17408 0
1603-17409 0
1603-17410 0
1603-17411 0
1603-17412 0
1603-17413 1
1603-17414 0
1603-17415 0
1603-17416 0
1603-17417 0
1603-17418 0
1603-17419 0
1603-17420 0
1603-17421 0
1603-17422 1
1603-17423 0
1603-17424 0
1603-17425 0
1603-17426 0
1603-17427 0
1603-17428 0
1603-17429 0
1603-17430 0
1603-17431 0
1603-17432 0
1603-17433 1
1603-17434 0
1603-17435 0
1603-17436 0
1603-17437 0
1603-17438 0
1603-17439 0
1603-17440 1
1603-17441 0
1603-17442 0
1603-17443 1
1603-17445 0
1603-17446 0
1603-17447 0
1603-17448 0
1603-17449 1
1603-17450 0
1603-17451 0
1603-17452 0
1603-17453 1
1603-17454 0
1603-17455 0
1603-17456 0
1603-17457 0
1603-17458 0
1603-17459 0
1603-17460 0
1603-17461 0
1603-17462 0
1603-17463 0
1603-17464 0
1603-17465 0
1603-17466 0
1603-17467 0
1603-17468 0
1603-17469 0
1603-17470 0
1603-17471 0
1603-17472 1
1603-17473 0
1603-17474 0
1603-17475 0
1603-17476 0
1603-17477 0
1603-17478 0
1603-17479 0
1603-17480 0
1603-17481 0
1603-17482 0
1603-17483 0
1603-17484 0
1603-17485 0
1603-17486 0
1603-17487 0
1603-17488 0
1603-17489 0
1603-17490 0
1603-17491 0
1603-17492 0
1603-17493 0
1603-17494 0
1603-17495 0
1603-17496 0
1603-17497 1
1603-17498 0
1603-17499 0
1603-17500 0
1603-51001 0
1603-51002 0
1603-51003 0
1603-51004 0
1603-51005 0
1603-51006 0
1603-51007 0
1603-51008 0
1603-51009 0
1603-51010 0
1603-51011 0
1603-51012 0
1603-51013 0
1603-51014 0
1603-51015 0
1603-51016 0
1603-51017 0
1603-51018 0
1603-51019 0
1603-51020 0
1603-51021 0
1603-51022 0
1603-51023 0
1603-51024 0
1603-51025 0
1603-51026 0
1603-51027 0
1603-51028 0
1603-51029 0
1603-51030 0
1603-51031 0
1603-51032 0
1603-51033 0
1603-51034 0
1603-51035 0
1603-51036 0
1603-51037 0
1603-51039 0
1603-51040 0
1603-51041 0
1603-51042 0
1603-51043 0
1603-51044 0
1603-51045 0
1603-51046 0
1603-51047 0
1603-51048 0
1603-51049 0
1603-51050 0
1603-51051 0
1603-51052 0
1603-51053 0
1603-51054 0
1603-51055 0
1603-51056 0
1603-51057 0
1603-51058 0
1603-51059 0
1603-51060 0
1603-51061 0
1603-51062 0
1603-51063 0
1603-51064 0
1603-51065 0
1603-51066 0
1603-51067 0
1603-51068 0
1603-51069 0
1603-51070 0
1603-51071 0
1603-51072 0
1603-51073 0
1603-51074 0
1603-51075 0
1603-51076 0
1603-51077 0
1603-51078 0
1603-51079 0
1603-51080 0
1603-51081 0
1603-51082 0
1603-51083 0
1603-51084 0
1603-51085 0
1603-51086 0
1603-51087 0
1603-51088 0
1603-51089 0
1603-51090 0
1603-51091 0
1603-51092 0
1603-51093 0
1603-51094 0
1603-51095 0
1603-51096 0
1603-51097 0
1603-51098 0
1603-51099 0
1603-51100 0
1603-51101 0
1603-51102 0
1603-51103 0
1603-51104 0
1603-51105 0
1603-51106 0
1603-51107 0
1603-51108 0
1603-51109 0
1603-51110 0
1603-51111 0
1603-51112 0
1603-51113 0
1603-51114 0
1603-51115 0
1603-51116 0
1603-51117 0
1603-51118 0
1603-51119 0
1603-51120 0
1603-51121 0
1603-51122 0
1603-51123 0
1603-51124 0
1603-51125 0
1603-51126 0
1603-51127 0
1603-51128 0
1603-51129 0
1603-51130 0
1603-51131 1
1603-51132 0
1603-51133 0
1603-51134 0
1603-51135 0
1603-51136 0
1603-51137 0
1603-51138 0
1603-51139 0
1603-51140 0
1603-51141 0
1603-51142 0
1603-51143 0
1603-51144 0
1603-51145 0
1603-51146 0
1603-51147 0
1603-51148 0
1603-51149 0
1603-51150 0
1603-51151 0
1603-51152 0
1603-51153 0
1603-51154 1
1603-51155 0
1603-51156 0
1603-51157 0
1603-51158 0
1603-51159 0
1603-51160 0
1603-51161 0
1603-51162 0
1603-51163 0
1603-51164 0
1603-51165 0
1603-51166 0
1603-51167 0
1603-51168 0
1603-51169 0
1603-51170 0
1603-51171 1
1603-51172 0
1603-51173 0
1603-51174 0
1603-51175 0
1603-51176 0
1603-51177 0
1603-51178 0
1603-51179 0
1603-51180 0
1603-51181 0
1603-51182 0
1603-51183 0
1603-51184 0
1603-51185 0
1603-51186 0
1603-51187 1
1603-51188 0
1603-51189 0
1603-51194 0
1603-51195 0
1603-51196 0
1603-51197 0
1603-51198 0
1603-51199 0
1603-51200 0
1603-51315 0
1603-51316 1
1603-51317 0
1603-51501 0
1603-51502 0
1603-51503 0
1603-51504 0
1603-51505 0
1603-51506 0
1603-51507 0
1603-51508 0
1603-51509 0
1603-51510 0
1603-51511 0
1603-51512 0
1603-51513 0
1603-51514 0
1603-51515 0
1603-51516 0
1603-51517 0
1603-51518 1
1603-51519 0
1603-51520 0
1603-51521 0
1603-51522 0
1603-51523 0
1603-51524 0
1603-51525 0
1603-51526 0
1603-51527 0
1603-51528 0
1603-51529 0
1603-51530 0
1603-51531 0
1603-51532 0
1603-51533 0
1603-51534 0
1603-51535 0
1603-51536 0
1603-51537 0
1603-51538 0
1603-51539 0
1603-51540 0
1603-51541 0
1603-51542 0
1603-51543 0
1603-51544 0
1603-51545 0
1603-51546 0
1603-51547 0
1603-51548 0
1603-51549 0
1603-51550 0
1603-51551 0
1603-51552 0
1603-51553 0
1603-51554 0
1603-51555 0
1603-51556 0
1603-51557 0
1603-51558 0
1603-51559 0
1603-51560 0
1603-51561 0
1603-51562 0
1603-51563 0
1603-51564 0
1603-51565 0
1603-51566 1
1603-51567 0
1603-51568 0
1603-51569 0
1603-51570 0
1603-51571 1
1603-51572 0
1603-51573 0
1603-51574 0
1603-51575 0
1603-51576 0
1603-51577 0
1603-51578 0
1603-51579 0
1603-51580 0
1603-51581 0
1603-51582 0
1603-51583 0
1603-51584 0
1603-51585 0
1603-51586 0
1603-51587 0
1603-51588 0
1603-51589 0
1603-51590 0
1603-51591 0
1603-51592 0
1603-51593 0
1603-51594 0
1603-51595 0
1603-51596 0
1603-51597 0
1603-51598 0
1603-51599 0
1603-51600 0
1603-51601 0
1603-51602 1
1603-51603 0
1603-51604 0
1603-51605 0
1603-51606 0
1603-51607 0
1603-51608 0
1603-51609 0
1603-51610 0
1603-51611 0
1603-51612 0
1603-51613 0
1603-51614 0
1603-51615 0
1603-51616 0
1603-51617 0
1603-51618 0
1603-51619 0
1603-51620 0
1603-51621 0
1603-51622 0
1603-51623 0
1603-51624 0
1603-51625 0
1603-51626 0
1603-51627 0
1603-51628 0
1603-51629 0
1603-51630 0
1603-51631 0
1603-51632 0
1603-51633 0
1603-51634 0
1603-51635 0
1603-51636 0
1603-51637 0
1603-51638 0
1603-51639 1
1603-51640 0
1603-51641 0
1603-51642 0
1603-51643 0
1603-51644 0
1603-51645 0
1603-51646 0
1603-51647 0
1603-51648 0
1603-51649 0
1603-51650 0
1603-51651 0
1603-51652 0
1603-51653 0
1603-51654 0
1603-51655 0
1603-51656 0
1603-51657 0
1603-51658 0
1603-51659 0
1603-51660 0
1603-51661 0
1603-51662 0
1603-51663 0
1603-51664 0
1603-51665 0
1603-51666 0
1603-51667 0
1603-51668 0
1603-51669 0
1603-51670 0
1603-51671 0
1603-51672 0
1603-51673 0
1603-51674 0
1603-51675 0
1603-51676 0
1603-51677 0
1603-51678 0
1603-51679 0
1603-51680 0
1603-51681 0
1603-51682 0
1603-51683 0
1603-51684 0
1603-51685 0
1603-51686 0
1603-51687 0
1603-51688 0
1603-51689 0
1603-51690 0
1603-51691 0
1603-51692 0
1603-51693 0
1603-51694 0
1603-51695 0
1603-51696 0
1603-51697 0
1603-51698 0
1603-51699 0
1603-51700 0
1603-51701 0
1603-51702 0
1603-51703 0
1603-51704 0
1603-51705 0
1603-51706 0
1603-51707 0
1603-51708 0
1603-51709 1
1603-51710 0
1603-51711 0
1603-51712 0
1603-51713 0
1603-51714 0
1603-51715 0
1603-51716 0
1603-51717 1
1603-51718 0
1603-51719 0
1603-51720 1
1603-51721 1
1603-51722 0
1603-51723 0
1603-51724 0
1603-51725 0
1603-51726 1
1603-51727 0
1603-51728 1
1603-51729 0
1603-51730 0
1603-51731 0
1603-51732 0
1603-51733 0
1603-51734 0
1603-51735 0
1603-51736 0
1603-51737 0
1603-51738 0
1603-51739 0
1603-51740 0
1603-51741 0
1603-51742 0
1603-51743 0
1603-51744 0
1603-51745 0
1603-51746 0
1603-51747 0
1603-51748 0
1603-51749 0
1603-51750 0
1603-51751 0
1603-51752 0
1603-51753 0
1603-51754 1
1603-51755 0
1603-51756 0
1603-51757 0
1603-51758 0
1603-51759 0
1603-51760 0
1603-51761 0
1603-51762 0
1603-51763 0
1603-51764 0
1603-51765 0
1603-51766 0
1603-51767 0
1603-51768 0
1603-51769 0
1603-51770 0
1603-51771 0
1603-51772 0
1603-51773 1
1603-51774 0
1603-51775 0
1603-51776 0
1603-51777 0
1603-51778 0
1603-51779 0
1603-51780 0
1603-51781 0
1603-51782 0
1603-51783 0
1603-51784 0
