Indiv NatalYear CoreNestling ImmCohort InclBr
4509 2006 N NA N
4513 2006 N NA N
4514 2006 N NA N
4541 NA N 2006 N
4542 NA N 2006 N
4550 2007 N NA N
4551 2007 N NA N
4552 2007 N NA N
4556 2007 N NA N
4557 2007 N NA N
4558 2007 N NA N
4569 2006 Y NA N
4570 2006 Y NA N
4571 2006 Y NA N
4572 2006 Y NA N
4587 2006 Y NA N
4588 2006 Y NA N
6907 NA N 2002 N
4621 2006 Y NA N
4622 2006 Y NA N
4639 2006 Y NA N
4640 2006 Y NA N
4641 2006 Y NA N
4642 NA N 2004 N
4654 NA N 2003 N
4680 2006 Y NA N
4681 2006 Y NA N
4685 2006 Y NA N
4686 2006 Y NA N
4687 2006 Y NA N
4689 2005 Y NA N
4710 NA N 2005 N
4711 NA N NA N
4724 2007 Y NA N
4725 2007 Y NA N
4772 2007 N NA N
4773 2007 N NA N
4774 2007 N NA N
4781 2007 N NA N
4783 2007 N NA N
4785 2007 N NA N
4786 2007 N NA N
4787 2007 N NA N
4788 2007 N NA N
4789 2007 N NA N
4802 2007 N NA N
4803 2007 N NA N
4804 2007 N NA N
4805 2007 N NA N
4806 2007 N NA N
4807 2007 N NA N
4809 NA N 2007 N
4821 2008 N NA N
4822 2008 N NA N
4823 2008 N NA N
4832 2008 N NA N
4833 2008 N NA N
4834 2008 N NA N
4835 2008 N NA N
4838 2008 N NA N
4839 2008 N NA N
4840 2008 N NA N
4851 2008 N NA N
4852 2008 N NA N
4853 2008 N NA N
4854 2008 N NA N
4859 2007 Y NA N
4860 2007 Y NA N
4861 2007 Y NA N
4862 2007 Y NA N
4909 NA N 2006 N
4912 NA N NA N
6921 NA N NA N
6905 NA N 2006 N
4921 NA N 2004 N
4924 2008 N NA N
4925 2008 N NA N
4926 2008 N NA N
4952 2008 Y NA N
4953 2008 Y NA N
6881 NA N 2005 N
6882 NA N 2005 N
4956 NA N NA N
4957 2008 Y NA N
4972 2008 Y NA N
4973 2008 Y NA N
4974 2008 Y NA N
4990 2008 Y NA N
5002 2008 Y NA N
5056 2008 N NA N
5104 2008 N NA N
5105 2008 N NA N
5106 2008 N NA N
5107 2008 N NA N
5108 2008 N NA N
5121 2008 N NA N
5122 2008 N NA N
5123 2008 N NA N
5126 2008 N NA N
5127 2008 N NA N
5137 NA N 2008 N
5139 2009 N NA N
5140 2009 N NA N
5143 2009 N NA N
5146 2009 N NA N
5147 2009 N NA N
5157 2008 N NA N
5158 2008 N NA N
5159 2008 N NA N
5182 NA N 2006 N
5183 NA N 2006 N
6916 NA N 2005 N
5213 2008 Y NA N
5214 2008 Y NA N
5215 2008 Y NA N
5216 2008 Y NA N
5217 2008 Y NA N
5254 2008 Y NA N
5258 2008 N NA N
5259 2008 N NA N
5260 2008 N NA N
5266 NA N 2007 N
5268 1999 Y NA Y
5270 NA N NA N
5339 2009 Y NA N
5340 2009 Y NA N
5367 2009 N NA N
5368 2009 N NA N
5369 2009 N NA N
5370 2009 N NA N
5371 NA N 2008 N
5372 NA N 2008 N
5376 NA N 2008 N
5377 NA N 2008 N
5378 NA N 2008 N
5385 2010 N NA N
5405 2010 N NA N
5406 2010 N NA N
5407 2010 N NA N
5408 2010 N NA N
5412 2010 N NA N
5416 2010 N NA N
5417 2010 N NA N
5418 2010 N NA N
5419 2010 N NA N
5427 2010 N NA N
5437 NA N 2008 N
5438 2010 N NA N
5450 2010 N NA N
5451 2010 N NA N
5452 2010 N NA N
5453 2010 N NA N
5457 2010 N NA N
5481 NA N 2009 N
5483 NA N 2008 N
5484 NA N 2009 N
5485 NA N 2008 N
5486 NA N 2008 N
5487 NA N 2008 N
5508 2010 Y NA N
5509 2010 Y NA N
5510 2010 Y NA N
5511 2010 Y NA N
6885 NA N 2008 N
6886 NA N 2008 N
5665 NA N NA N
5675 2010 N NA N
5686 2010 N NA N
5687 2010 N NA N
5688 2010 N NA N
5696 2010 N NA N
5697 2010 N NA N
5698 2010 N NA N
5703 2010 N NA N
5704 2010 N NA N
5705 2010 N NA N
5712 2011 N NA N
5713 2011 N NA N
5714 2011 N NA N
5723 2011 N NA N
5727 NA N 2009 N
5740 NA N 2009 N
6919 NA N 2008 N
5743 NA N 2009 N
5748 2011 N NA N
5749 2011 N NA N
5750 2011 N NA N
5757 2011 N NA N
5758 2011 N NA N
5759 2011 N NA N
5815 NA N 2008 N
5820 NA N 2010 N
5821 NA N 2010 N
5837 2011 N NA N
5838 2011 N NA N
5839 2011 N NA N
5884 2011 Y NA N
5885 2011 Y NA N
5886 2011 Y NA N
6007 2011 N NA N
6030 2011 N NA N
6031 2011 N NA N
6032 2011 N NA N
6033 2011 N NA N
6034 2011 N NA N
6035 2011 N NA N
6036 2011 N NA N
6041 2011 N NA N
6042 2011 N NA N
6053 NA N 2010 N
6054 2012 N NA N
6055 2012 N NA N
6056 2012 N NA N
6057 2012 N NA N
6060 NA N 2011 N
6061 2012 N NA N
6116 2011 Y NA N
6117 2011 Y NA N
6904 NA N 2008 N
6120 NA N NA N
6172 2011 Y NA N
6173 2011 Y NA N
6179 2011 Y NA N
6180 2011 Y NA N
6181 2011 Y NA N
6182 2011 Y NA N
6189 2002 Y NA N
6191 NA N 2010 N
6918 NA N 2004 N
6193 NA N 2010 N
6196 NA N 2010 N
6199 NA N 2010 N
6207 NA N 2010 N
6264 NA N 2000 Y
6266 2006 Y NA N
6269 NA N NA N
6304 2012 N NA N
6305 2012 N NA N
6315 2012 N NA N
6316 2012 N NA N
6317 2012 N NA N
6323 2004 N NA N
6333 NA N 2012 N
6344 2013 N NA N
6345 2013 N NA N
6346 2013 N NA N
6354 2013 N NA N
6355 2013 N NA N
6360 2013 N NA N
6361 2013 N NA N
6371 NA N 2011 N
6372 NA N 2011 N
6373 NA N 2012 N
6379 NA N 2011 N
6397 2013 Y NA N
6398 2013 Y NA N
6399 2013 Y NA N
6458 2013 Y NA N
6459 2013 Y NA N
6460 2013 Y NA N
6474 2013 N NA N
6475 2013 N NA N
6476 2013 N NA N
6521 2013 N NA N
6522 2013 N NA N
6524 2013 N NA N
6525 2013 N NA N
6526 2013 N NA N
6583 2014 N NA N
6584 2014 N NA N
6585 2014 N NA N
6586 2014 N NA N
6636 2014 N NA N
6686 2014 N NA N
6687 2014 N NA N
6714 2002 Y NA N
6737 NA N 2011 N
6741 NA N 2011 N
6742 NA N 2011 N
6751 2005 N NA N
6752 1990 N NA N
6754 2003 N NA N
6755 2004 N NA N
6756 2004 N NA N
6765 2009 N NA N
6766 NA N 2007 N
6774 NA N 1992 Y
6776 1999 Y NA N
6778 1993 Y NA N
6795 1999 N NA N
6798 NA N NA N
6807 1991 N NA N
6815 NA N 2007 N
6817 NA N 1996 Y
6821 NA N 2001 Y
6829 NA N 2006 N
6830 1991 N NA N
6832 NA N 2005 N
6833 NA N 2002 Y
6837 2004 Y NA N
6842 1991 N NA N
6843 1991 N NA N
6844 1991 N NA N
6853 1996 N NA N
6866 NA N 1998 Y
6925 NA N 2001 Y
6926 NA N 2007 N
6935 NA N 2010 N
1265 NA N 1996 Y
3536 NA N 1991 Y
4 2002 N NA N
6749 NA N NA N
27 1992 N NA N
28 1992 N NA N
30 1992 N NA N
31 1992 N NA N
32 1992 N NA N
36 1992 N NA N
37 1992 N NA N
44 1992 Y NA N
45 1992 Y NA N
50 1992 N NA N
51 1992 N NA N
52 1992 N NA N
53 1992 N NA Y
54 1992 Y NA N
55 1992 Y NA N
56 1992 Y NA N
62 1992 N NA N
63 1992 N NA N
64 1992 N NA N
67 1992 N NA Y
68 1992 N NA N
69 1992 N NA N
73 1992 N NA N
74 1992 N NA N
75 1992 N NA N
90 1992 N NA N
91 1992 N NA N
109 1992 N NA N
110 1992 N NA N
111 1992 N NA N
114 NA N 1992 Y
131 1997 Y NA N
132 1997 Y NA N
137 1997 Y NA N
138 1997 Y NA N
139 1997 Y NA N
140 1997 Y NA N
146 1997 Y NA N
147 1997 Y NA N
151 1997 Y NA N
152 1997 Y NA N
153 1997 Y NA N
154 1997 Y NA N
155 1997 Y NA N
156 1997 Y NA N
167 1997 Y NA N
168 1997 Y NA N
169 1997 Y NA N
170 1997 Y NA N
171 1997 Y NA N
172 1997 Y NA N
173 1997 Y NA N
174 1997 Y NA N
181 1997 Y NA N
182 1997 Y NA N
183 1997 Y NA N
184 1997 Y NA N
185 1997 Y NA N
186 1997 Y NA N
204 1997 Y NA N
229 NA N NA Y
230 NA N NA Y
231 NA N NA Y
256 NA N NA Y
258 NA N NA Y
259 NA N NA Y
260 NA N NA Y
261 NA N NA N
272 NA N NA Y
283 1998 N NA N
287 1998 Y NA Y
288 1998 Y NA N
289 1998 Y NA N
308 1998 Y NA Y
309 1998 Y NA N
310 1998 Y NA N
311 1998 Y NA N
318 1998 Y NA N
319 1998 Y NA N
320 1998 Y NA N
321 1998 Y NA N
322 1998 Y NA N
325 1998 Y NA N
326 1998 Y NA N
327 1998 Y NA N
334 1998 Y NA N
350 NA N NA N
351 NA N NA N
367 NA N NA Y
368 NA N NA N
388 NA N NA Y
389 NA N NA Y
391 NA N NA N
399 NA N NA N
401 NA N NA N
402 NA N NA Y
403 NA N NA Y
405 NA N NA Y
406 NA N NA N
407 NA N NA Y
411 NA N NA N
415 NA N NA N
416 NA N NA Y
419 NA N NA Y
466 1990 Y NA N
467 1990 Y NA N
468 1990 Y NA N
469 1990 Y NA Y
472 1990 Y NA N
473 1990 Y NA N
474 1990 Y NA Y
477 1990 Y NA N
478 1990 Y NA N
479 1990 Y NA N
480 1990 Y NA N
481 1990 Y NA N
482 1990 Y NA N
489 1990 Y NA Y
491 NA N NA N
493 1990 Y NA N
494 1990 Y NA N
504 2001 Y NA N
505 2001 Y NA N
506 2001 Y NA N
507 2001 Y NA N
533 2002 Y NA N
534 2002 Y NA N
535 2002 Y NA N
536 2002 Y NA N
537 2002 Y NA N
538 2002 Y NA N
544 2002 N NA N
545 2002 N NA N
546 2002 N NA N
579 2002 Y NA N
580 2002 Y NA N
591 2002 Y NA N
592 2002 Y NA N
593 2002 Y NA N
594 2002 Y NA N
595 2002 Y NA N
596 2002 Y NA N
597 2002 Y NA N
598 2002 Y NA N
599 NA N 2002 N
600 NA N 2002 N
601 NA N 2002 N
604 2002 N NA N
605 2002 N NA N
606 2002 N NA N
607 2002 N NA N
608 2002 N NA N
609 2002 N NA N
619 2002 N NA N
623 2002 N NA N
624 2002 N NA N
625 2002 N NA N
626 2002 N NA N
627 2002 N NA N
628 2002 N NA N
629 2002 N NA N
633 2002 N NA N
659 2002 N NA N
660 2002 N NA N
664 2002 N NA N
665 2002 N NA N
666 2002 N NA N
669 2002 N NA N
670 2002 N NA N
686 2002 N NA N
687 2002 N NA N
691 2002 N NA N
692 2002 N NA N
693 2002 N NA N
694 2002 N NA N
695 2002 N NA N
696 2002 N NA N
697 2002 N NA N
698 2002 N NA N
699 2002 N NA N
701 2002 Y NA N
702 2002 Y NA N
710 2002 Y NA N
711 2002 Y NA N
712 2002 Y NA N
713 2002 Y NA N
714 2002 Y NA N
716 2002 Y NA N
717 2002 Y NA N
718 2002 Y NA N
719 2002 Y NA N
720 2002 Y NA N
721 2002 Y NA N
728 2002 Y NA N
729 2002 Y NA N
730 2002 Y NA N
741 2002 Y NA N
742 2002 Y NA N
743 2002 Y NA N
761 2002 Y NA N
762 2002 Y NA N
763 2002 Y NA N
764 2002 Y NA N
782 2002 N NA N
783 2002 N NA N
788 1996 Y NA Y
801 2002 N NA N
802 2002 N NA N
820 2003 N NA N
821 2003 N NA N
822 2003 N NA N
823 2003 N NA N
824 2003 N NA N
836 2003 N NA N
837 2003 N NA N
849 2003 N NA N
850 2003 N NA N
851 2003 N NA N
852 2003 N NA N
860 2003 N NA N
861 2003 N NA N
885 2003 N NA N
886 2003 N NA N
887 2003 N NA N
889 2003 N NA N
890 2003 N NA N
891 2003 N NA N
896 1996 Y NA N
898 2003 Y NA N
899 2003 Y NA N
904 2003 Y NA N
905 2003 Y NA N
906 2003 Y NA N
916 2003 Y NA N
917 2003 Y NA N
922 2003 Y NA N
923 2003 Y NA N
924 2003 Y NA N
933 2003 Y NA N
934 2003 Y NA N
935 2003 Y NA N
936 2003 Y NA N
939 2003 Y NA N
946 2003 Y NA N
947 2003 Y NA N
974 2003 Y NA N
975 2003 Y NA N
976 2003 Y NA N
990 2003 Y NA N
992 NA N 2003 N
993 NA N 2000 Y
1001 1990 N NA Y
1008 2001 N NA N
1009 2001 N NA N
1010 2001 N NA N
1011 2001 N NA N
1012 2001 N NA N
1013 2001 N NA N
1022 2001 N NA N
1023 2001 N NA N
1024 2001 N NA N
1027 2001 N NA N
1028 2001 N NA N
1029 2001 N NA N
1030 2001 N NA N
1031 2001 N NA Y
1032 2001 N NA Y
1033 2001 N NA N
1034 2001 N NA Y
1035 2001 N NA N
1036 2001 N NA N
1037 2001 N NA N
1038 2001 N NA N
1044 2001 N NA Y
1045 2001 N NA N
1046 2001 N NA N
1054 1995 Y NA Y
1055 2001 N NA N
1056 2001 N NA N
1057 2001 N NA N
1058 2001 N NA N
1068 2001 N NA N
1069 2001 N NA N
1078 2001 N NA N
1079 2001 N NA N
1080 2001 N NA N
1081 2001 N NA N
1085 2001 N NA N
1086 2001 N NA N
1090 2001 N NA Y
1091 2001 N NA N
1092 2001 N NA N
1096 2001 N NA N
1097 2001 N NA N
1098 2001 N NA N
1099 2001 N NA N
1100 2001 N NA Y
1101 2001 N NA N
1102 2001 N NA N
1103 2001 N NA N
1104 2001 N NA N
1110 2001 N NA N
1111 2001 N NA N
1112 2001 N NA N
1116 2001 N NA N
1117 2001 N NA N
1118 2001 N NA N
1119 2001 N NA N
1120 2001 N NA N
1121 2001 N NA N
1122 2001 N NA Y
1123 2001 N NA Y
1124 2001 N NA N
1145 2002 N NA N
1146 2002 N NA N
1147 2002 N NA N
1152 2002 N NA N
1153 2002 N NA N
1154 2002 N NA N
1163 2002 N NA N
1164 2002 N NA N
1165 2002 N NA N
1166 2002 N NA N
1167 2002 N NA N
1168 2002 N NA N
1169 2002 N NA N
1178 2002 N NA N
1195 1997 Y NA N
1196 1997 Y NA N
1197 1997 Y NA N
1198 1997 Y NA N
1199 1997 Y NA N
1200 1997 Y NA N
1201 1997 Y NA N
1202 1997 Y NA N
1203 1997 Y NA N
1204 1997 Y NA N
1232 1997 Y NA N
1233 1997 Y NA Y
1272 1998 Y NA N
1274 1998 Y NA N
1275 1998 Y NA N
1276 1998 Y NA N
1277 1998 Y NA N
1278 1998 Y NA N
1279 1998 Y NA N
1290 1998 Y NA N
1291 1998 Y NA N
1292 1998 Y NA Y
1293 1998 Y NA N
1299 1992 N NA Y
1321 1998 N NA Y
1322 1998 N NA N
1323 1998 N NA N
1325 1998 N NA N
1326 1998 N NA N
1327 1998 N NA N
1328 1998 N NA N
1329 1998 N NA N
1330 1998 N NA N
1331 1998 N NA N
1332 1998 N NA N
1335 1998 N NA Y
1336 1998 N NA Y
1347 1998 N NA N
1348 1998 N NA N
1349 1998 N NA N
1350 1998 N NA N
1355 1998 N NA N
1356 1998 N NA N
1357 1998 N NA N
1360 1998 N NA N
1361 1998 N NA Y
1362 1998 N NA N
1364 1998 N NA N
1365 1998 N NA N
1366 1998 N NA N
1367 1998 N NA N
1368 1998 N NA N
1369 1998 N NA N
1372 1998 N NA N
1373 1998 N NA N
1374 1998 N NA Y
1375 1998 N NA N
1376 1998 N NA N
1377 1998 N NA N
1390 1999 N NA N
1391 1999 N NA N
1392 1999 N NA N
1393 1999 N NA N
1394 NA N 1992 Y
1395 NA N NA N
1397 NA N NA N
1399 NA N NA N
1400 NA N NA N
1401 NA N NA N
1405 NA N NA N
1408 NA N NA N
1409 NA N NA N
1410 NA N NA N
1413 NA N NA N
1420 1991 N NA Y
1421 1991 N NA N
1422 1991 N NA Y
1423 1991 N NA N
1424 1991 N NA Y
1427 1991 N NA N
1429 1991 N NA N
1430 1991 N NA N
1431 1991 N NA N
1432 1991 N NA N
1481 NA N NA N
1488 1992 N NA N
1489 1992 N NA N
1490 1992 N NA N
1493 1992 N NA N
1494 1992 N NA Y
1495 1992 Y NA N
1496 1992 Y NA N
1519 NA N NA N
1520 NA N NA N
1522 NA N NA N
1523 NA N NA N
1556 NA N NA N
1558 NA N NA N
1560 NA N NA N
1563 NA N NA N
1579 NA N NA N
1583 NA N NA N
1599 1990 N NA N
1600 1990 N NA N
1601 1990 N NA N
1606 1990 N NA Y
1607 1990 N NA Y
1628 1990 Y NA Y
1640 1990 N NA N
1641 1990 N NA N
1642 1990 N NA N
1652 1990 Y NA N
1667 1990 N NA N
1668 1990 N NA N
1685 1990 Y NA N
1686 1990 Y NA N
1687 1990 Y NA N
1688 1990 Y NA N
1689 1990 Y NA Y
1733 1991 Y NA N
1734 1991 Y NA N
1735 1991 Y NA N
1744 1991 Y NA N
1745 1991 Y NA N
1746 1991 Y NA N
1747 1991 Y NA N
1771 1991 N NA Y
1772 1991 N NA N
1773 1991 N NA N
1782 1991 Y NA Y
1783 1991 Y NA N
1784 1991 Y NA N
1811 1991 Y NA N
1812 1991 Y NA N
1813 1991 Y NA N
1827 1991 Y NA N
1828 1991 Y NA N
1829 1991 Y NA N
1852 1991 Y NA N
1859 1991 N NA N
1860 1991 N NA N
1861 1991 N NA N
1868 1991 N NA N
1869 1991 N NA N
1884 NA N NA N
1886 1991 Y NA N
1894 1992 N NA N
1951 1993 N NA N
1952 1993 N NA N
1953 1993 N NA N
1979 1993 N NA N
1980 1993 N NA N
1981 1993 N NA N
1988 1993 N NA N
1990 1993 Y NA N
1991 1993 Y NA Y
1998 1993 Y NA Y
1999 1993 Y NA Y
2000 1993 Y NA N
2001 1993 Y NA N
2015 1993 Y NA Y
2016 1993 Y NA Y
2017 1993 Y NA N
2018 1993 Y NA Y
2019 1993 Y NA N
2026 1993 Y NA N
2027 1993 Y NA Y
2028 1993 Y NA N
2029 1993 Y NA N
2049 1993 Y NA Y
2060 1993 Y NA Y
2061 1993 Y NA N
2076 1993 Y NA Y
2079 1993 Y NA Y
2080 1993 Y NA Y
2081 1993 Y NA Y
2082 1993 Y NA N
2089 1993 N NA N
2090 1993 N NA N
2091 1993 N NA N
2097 1993 N NA Y
2098 1993 N NA Y
2103 1993 N NA N
2104 1993 N NA N
2105 1993 N NA N
2108 1993 N NA Y
2109 1993 N NA N
2110 1993 N NA Y
2111 1993 N NA N
2116 1993 N NA N
2124 1993 N NA N
2125 1993 N NA N
2132 1993 N NA N
2133 1993 N NA N
2134 1993 N NA Y
2135 1993 N NA Y
2136 1993 N NA N
2137 1993 N NA N
2144 1993 Y NA N
2145 1993 Y NA N
2146 1993 Y NA N
2157 1993 Y NA N
2158 1993 Y NA N
2159 1993 Y NA N
2160 1993 Y NA N
2164 1993 Y NA Y
2165 1993 Y NA N
2166 1993 Y NA N
2167 1993 Y NA N
2203 1994 Y NA N
2204 1994 Y NA N
2225 1994 Y NA N
2226 1994 Y NA N
2227 1994 Y NA Y
2231 1994 Y NA Y
2243 1990 Y NA Y
2248 1994 Y NA Y
2257 1994 Y NA N
2258 1994 Y NA N
2259 1994 Y NA N
2268 1994 Y NA N
2269 1994 Y NA N
2270 1994 Y NA N
2275 1994 Y NA N
2276 1994 Y NA N
2277 1994 Y NA N
2278 1994 Y NA N
2309 1994 N NA N
2318 1994 N NA N
2319 1994 N NA N
2320 1994 N NA N
2322 1994 N NA N
2323 1994 N NA N
2324 1994 N NA Y
2325 1994 N NA N
2344 1994 N NA N
2345 1994 N NA N
2346 1994 N NA N
2365 1994 N NA N
2366 1994 N NA N
2367 1994 N NA N
2382 1994 N NA Y
2383 1994 N NA N
2384 1994 N NA Y
2391 1994 N NA N
2392 1994 N NA N
2393 1994 N NA N
2401 1994 N NA N
2402 1994 N NA N
2403 1994 N NA N
2404 1994 N NA Y
2405 1994 N NA N
2406 1994 N NA N
2407 1994 N NA N
2408 1994 N NA N
2415 1994 N NA N
2416 1994 N NA N
2421 1994 Y NA N
2422 1994 Y NA N
2423 1994 Y NA N
2502 1995 Y NA N
2503 1995 Y NA N
2504 1995 Y NA Y
2505 1995 Y NA N
2506 1995 Y NA Y
2507 1995 Y NA N
2508 1995 Y NA Y
2509 1995 Y NA N
2510 1995 Y NA Y
2511 1995 Y NA Y
2522 1995 Y NA Y
2523 1995 Y NA Y
2546 1995 Y NA N
2547 1995 Y NA N
2548 1995 Y NA Y
2552 1995 Y NA N
2553 1995 Y NA Y
2554 1995 Y NA N
2557 1995 Y NA N
2558 1995 Y NA N
2562 1995 Y NA N
2563 1995 Y NA N
2573 1995 N NA N
2576 1995 N NA N
2580 1995 N NA Y
2582 1995 N NA N
2583 1995 N NA N
2585 1995 N NA N
2595 1995 N NA N
2596 1995 N NA N
2597 1995 N NA N
2600 1995 N NA N
2601 1995 N NA N
2602 1995 N NA N
2603 1995 N NA N
2604 1995 N NA N
2637 1996 Y NA Y
2638 1996 Y NA N
2639 1996 Y NA Y
2650 1996 Y NA Y
2651 1996 Y NA Y
2652 1996 Y NA Y
2653 1996 Y NA N
2654 1996 Y NA Y
2655 1996 Y NA N
2681 1996 Y NA Y
2682 1996 Y NA N
2683 1996 Y NA N
2684 1996 Y NA N
2685 1996 Y NA N
2686 1996 Y NA N
2687 1996 Y NA Y
2694 1996 Y NA N
2695 1996 Y NA N
2699 1996 Y NA Y
2700 1996 Y NA N
2701 1996 Y NA N
2708 1996 Y NA Y
2709 1996 Y NA N
2710 1996 Y NA N
2711 1996 Y NA N
2712 1996 Y NA Y
2713 1996 Y NA N
2768 1996 Y NA N
2769 1996 Y NA N
2770 1996 Y NA Y
2783 NA N NA N
2785 1997 N NA N
2802 1997 N NA Y
2803 1997 N NA N
2804 1997 N NA Y
2805 1997 N NA N
2809 1997 N NA N
2810 1997 N NA N
2817 1997 N NA N
2818 1997 N NA N
2819 1997 N NA N
2820 1997 N NA N
2821 1997 N NA N
2822 1997 N NA N
2823 1997 N NA N
2824 1997 N NA N
2825 1997 N NA N
2826 1997 N NA N
2831 1997 N NA N
2832 1997 N NA N
2833 1997 N NA N
2840 1997 N NA N
2841 1997 N NA N
2842 1997 N NA N
2843 1997 N NA Y
2851 1997 N NA N
2904 1996 N NA N
2905 1996 N NA N
2906 1996 N NA N
2926 1996 N NA N
2927 1996 N NA Y
2928 1996 N NA N
2929 1996 N NA Y
2930 1996 N NA N
2931 1996 N NA Y
2936 1996 N NA N
2937 1996 N NA N
2939 1996 N NA N
2942 1996 N NA Y
2946 1996 N NA N
2966 1997 N NA N
2967 1997 N NA N
2968 1997 N NA N
2973 1997 N NA N
2974 1997 N NA N
2975 1997 N NA N
2979 1997 N NA N
2980 1997 N NA Y
2982 1997 N NA N
2983 1997 N NA N
2984 NA N 1999 N
2985 NA N 2000 Y
3007 1999 Y NA Y
3008 1999 Y NA N
3009 1999 Y NA N
3035 1999 Y NA N
3036 1999 Y NA N
3042 1999 Y NA N
3047 1999 Y NA N
3048 1999 Y NA Y
3053 1999 Y NA N
3054 1999 Y NA N
3064 1999 Y NA Y
3065 1999 Y NA Y
3066 1999 Y NA N
3067 1999 Y NA N
3068 1999 Y NA N
3080 1999 Y NA N
3081 1999 Y NA N
3089 1999 Y NA N
3090 1999 Y NA N
3091 1999 Y NA Y
3103 1999 Y NA N
3104 1999 Y NA N
3105 1999 N NA N
3117 1999 N NA Y
3118 1999 N NA N
3119 1999 N NA N
3146 1999 N NA N
3147 1999 N NA N
3148 1999 N NA N
3151 1999 N NA N
3152 1999 N NA N
3153 1999 N NA N
3154 1999 N NA N
3155 1999 N NA N
3156 1999 N NA Y
3174 1999 N NA N
3175 1999 N NA N
3176 1999 N NA N
3177 1999 N NA Y
3178 1999 N NA N
3179 1999 N NA N
3180 1999 N NA N
3197 1999 N NA N
3198 1999 N NA N
3199 1999 N NA N
3205 1999 Y NA Y
3210 1999 Y NA N
3211 1999 Y NA N
3212 1999 Y NA N
3213 1999 Y NA N
3214 1999 Y NA N
3228 1999 Y NA Y
3229 1999 Y NA Y
3230 1999 Y NA N
3231 1999 Y NA Y
3232 1999 Y NA Y
3234 1993 Y NA Y
3245 1999 Y NA N
3246 1999 Y NA N
3247 1999 Y NA N
3248 1999 Y NA N
3254 1999 Y NA N
3255 1999 Y NA N
3256 1999 Y NA N
3260 1999 N NA Y
3263 1999 N NA N
3265 1999 N NA Y
3266 1999 N NA N
3267 1999 N NA Y
3324 1999 N NA Y
3325 1999 N NA N
3326 1999 N NA N
3327 1999 N NA N
3344 1999 N NA N
3359 1999 N NA N
3360 1999 N NA N
3406 2000 N NA N
3422 2000 Y NA Y
3423 2000 Y NA Y
3424 2000 Y NA Y
3425 2000 Y NA N
3431 2000 Y NA N
3432 2000 Y NA Y
3433 2000 Y NA N
3434 2000 Y NA N
3435 2000 Y NA N
3436 2000 Y NA N
3444 2000 Y NA N
3445 2000 Y NA N
3446 2000 Y NA N
3455 2000 Y NA N
3456 2000 Y NA N
3460 2000 Y NA N
3461 2000 Y NA N
3462 2000 Y NA N
3466 2000 Y NA N
3474 2000 Y NA N
3486 2000 Y NA Y
3487 2000 Y NA N
3488 2000 Y NA Y
3492 2000 Y NA N
3509 2000 N NA N
3510 2000 N NA N
3511 2000 N NA N
3512 2000 N NA N
3516 2000 N NA N
3517 2000 N NA N
3526 2000 N NA N
3527 2000 N NA N
3528 2000 N NA N
3529 2000 N NA N
3530 2000 N NA N
3537 2000 N NA N
3538 2000 N NA N
3546 2000 N NA N
3547 2000 N NA N
3548 2000 N NA N
3549 2000 N NA N
3550 2000 N NA N
3551 2000 N NA N
3552 2000 N NA N
3553 2000 N NA N
3554 2000 N NA N
3590 2000 N NA N
3591 2000 N NA N
3592 2000 N NA N
3598 2000 N NA N
3599 2000 N NA N
3600 2000 N NA N
3623 2001 Y NA Y
3624 2001 Y NA N
3625 2001 Y NA N
3644 2001 Y NA N
3645 2001 Y NA N
3646 2001 Y NA N
3653 2001 Y NA N
3654 2001 Y NA N
3655 2001 Y NA N
3662 2001 Y NA N
3664 2001 Y NA N
3665 2001 Y NA N
3666 2001 Y NA N
3692 2001 Y NA N
3693 2001 Y NA N
3694 2001 Y NA N
3710 2003 N NA N
3720 2003 N NA N
3721 2003 N NA N
3722 2003 N NA N
3734 2003 N NA N
3753 2004 N NA N
3754 2004 N NA N
3756 2004 N NA N
3772 2004 N NA N
3773 2004 N NA N
3804 2004 N NA N
3817 2004 Y NA N
3818 2004 Y NA N
3819 2004 Y NA N
3820 2004 Y NA N
3834 2004 Y NA N
3835 2004 Y NA N
3853 2004 Y NA N
3854 2004 Y NA N
3855 2004 Y NA N
3895 2004 Y NA N
3896 2004 Y NA N
3897 2004 Y NA N
3910 2013 Y NA N
3950 2004 N NA N
3970 2004 Y NA N
3971 2004 Y NA N
3972 2004 Y NA N
4003 2004 Y NA N
4050 2005 Y NA N
4051 2005 Y NA N
4052 2005 Y NA N
4054 2004 N NA N
4055 NA N NA N
4057 2004 N NA N
4081 2004 N NA N
4082 2004 N NA N
4090 2004 N NA N
4091 2004 N NA N
4092 2004 N NA N
4100 2004 N NA N
4101 2004 N NA N
4119 2005 N NA N
4132 2005 N NA N
4133 2005 N NA N
4134 2005 N NA N
4135 2005 N NA N
4136 2005 N NA N
4145 2005 N NA N
4146 2005 N NA N
4163 NA N 2005 N
4179 2005 Y NA N
4180 2005 Y NA N
4181 2005 Y NA N
4186 2005 Y NA N
4187 2005 Y NA N
4188 2005 Y NA N
4218 2005 Y NA N
4219 2005 Y NA N
4220 2005 Y NA N
4221 2005 Y NA N
4281 2005 N NA N
4282 2005 N NA N
4283 2005 N NA N
4284 2005 N NA N
4285 2005 N NA N
4286 2005 N NA N
4307 2005 N NA N
4308 2005 N NA N
4309 2005 N NA N
4331 2005 N NA N
4332 2005 N NA N
4333 2005 N NA N
