Indiv NatalYear CoreNestling ImmCohort InclBr
4359 2006 N NA N
4360 2006 N NA N
4362 2006 N NA N
4364 2005 Y NA N
4365 2005 Y NA N
4366 2005 Y NA N
4377 2005 Y NA N
4378 2005 Y NA N
4379 2005 Y NA N
4387 2005 Y NA N
4388 2005 Y NA N
4389 2005 Y NA N
4396 NA N NA N
4401 2005 Y NA N
4410 2006 Y NA N
4411 2006 Y NA N
4412 2006 Y NA N
4429 2006 Y NA N
4430 2006 Y NA N
4431 2006 Y NA N
4432 2006 Y NA N
4472 2006 N NA N
4473 2006 N NA N
4474 2006 N NA N
4475 2006 N NA N
4502 2006 N NA N
4503 2006 N NA N
4504 2006 N NA N
4567 2006 Y NA N
4568 2006 Y NA N
4633 2006 Y NA N
4634 2006 Y NA N
4635 2006 Y NA N
4672 2006 Y NA N
4673 2006 Y NA N
4674 2006 Y NA N
4697 2006 N NA N
4698 2006 N NA N
4716 2006 Y NA N
4743 2007 Y NA N
4744 2007 Y NA N
4745 2007 Y NA N
4746 2007 Y NA N
4779 2007 N NA N
4780 2007 N NA N
4882 2007 Y NA N
4883 2007 Y NA N
4884 2007 Y NA N
4902 2007 Y NA N
4903 2007 Y NA N
4914 2007 N NA N
4931 2008 Y NA N
4932 2008 Y NA N
4933 2008 N NA N
4934 2008 N NA N
4949 2008 Y NA N
4950 2008 Y NA N
4951 2008 Y NA N
4955 2007 Y NA N
4988 2008 Y NA N
4989 2008 Y NA N
5024 2008 Y NA N
5037 2008 Y NA N
5038 2008 Y NA N
5039 2008 Y NA N
5040 2008 Y NA N
5041 2008 N NA N
5042 2008 N NA N
5043 2008 N NA N
5044 2008 N NA N
5045 2008 Y NA N
5046 2008 Y NA N
5047 2008 Y NA N
5053 2008 Y NA N
5054 2008 Y NA N
5055 2008 Y NA N
5109 2008 N NA N
5110 2008 N NA N
5114 2008 N NA N
5115 2008 N NA N
5116 2008 N NA N
5186 2007 N NA N
5218 2008 N NA N
5226 2008 Y NA N
5231 2008 N NA N
5232 2008 N NA N
5233 2008 N NA N
5234 2008 N NA N
5242 2008 Y NA N
5243 2008 Y NA N
5261 2008 Y NA N
5281 2009 Y NA N
5282 2009 Y NA N
5283 2009 Y NA N
5284 2009 Y NA N
5285 2009 Y NA N
5286 2009 Y NA N
5287 2009 Y NA N
5288 2009 Y NA N
5318 2009 Y NA N
5319 2009 Y NA N
5320 2009 Y NA N
5331 2009 Y NA N
5332 2009 Y NA N
5333 2009 Y NA N
5334 2009 Y NA N
5347 2009 Y NA N
5357 NA N 2009 N
5409 2010 N NA N
5504 2010 Y NA N
5505 2010 Y NA N
5506 2010 Y NA N
5507 2010 Y NA N
5512 2010 Y NA N
5513 2010 Y NA N
5514 2010 Y NA N
5515 2010 Y NA N
5528 2010 N NA N
5529 2010 N NA N
5530 2010 N NA N
5553 NA N 2010 N
5586 2010 Y NA N
5587 2010 Y NA N
5600 2010 Y NA N
5601 2010 Y NA N
5602 2010 Y NA N
5630 2010 Y NA N
5631 2010 Y NA N
5632 2010 Y NA N
5641 2010 N NA N
5642 2010 N NA N
5651 2010 N NA N
5652 2010 N NA N
5653 2010 N NA N
5654 2010 N NA N
5836 2011 N NA N
5849 2011 Y NA N
5850 2011 Y NA N
5851 2011 Y NA N
5865 2011 N NA N
5866 2011 N NA N
5867 2011 N NA N
5868 2011 N NA N
5877 2011 Y NA N
5878 2011 Y NA N
5879 2011 Y NA N
5887 2011 Y NA N
5888 2011 Y NA N
5889 2011 Y NA N
5890 2011 Y NA N
5891 1999 Y NA Y
5892 2011 Y NA N
5893 2011 Y NA N
5894 2011 Y NA N
5895 2011 Y NA N
5896 2011 Y NA N
5897 2011 Y NA N
5912 2011 Y NA N
5913 2011 Y NA N
5945 2011 Y NA N
5946 2011 Y NA N
5947 2011 Y NA N
5971 2011 Y NA N
5972 2011 Y NA N
6128 2011 N NA N
6148 2011 N NA N
6149 2011 N NA N
6150 2011 N NA N
6153 2011 Y NA N
6154 2011 Y NA N
6155 2011 Y NA N
6171 2011 Y NA N
6194 2004 Y NA N
6201 2012 Y NA N
6202 2012 Y NA N
6217 2012 N NA N
6218 2012 N NA N
6219 2012 N NA N
6245 2012 Y NA N
6246 2012 Y NA N
6247 2012 Y NA N
6248 2012 Y NA N
6249 2012 Y NA N
6250 2012 Y NA N
6253 2012 Y NA N
6254 2012 Y NA N
6255 2012 Y NA N
6256 2012 Y NA N
6257 2012 Y NA N
6265 2005 N NA N
6380 2013 Y NA N
6381 2013 Y NA N
6382 2013 Y NA N
6383 2013 Y NA N
6455 2013 Y NA N
6456 2013 Y NA N
6457 2013 Y NA N
6587 2014 N NA N
6588 2014 N NA N
6623 2014 N NA N
6624 2014 N NA N
6625 2014 N NA N
6640 2014 N NA N
6641 2014 N NA N
6669 2014 N NA N
6670 2014 N NA N
6671 2014 N NA N
6672 2014 N NA N
6753 2003 N NA N
6769 2010 N NA N
6777 1991 Y NA N
6834 2009 Y NA N
6838 1991 N NA N
6839 1991 N NA N
6858 1991 N NA N
6859 1991 N NA N
6870 1991 N NA N
14 1992 Y NA N
15 1992 Y NA N
16 1992 Y NA N
17 1992 Y NA N
21 1992 Y NA N
22 1992 Y NA N
23 1992 Y NA N
24 1992 Y NA N
25 1992 Y NA Y
38 1992 Y NA N
39 1992 Y NA N
40 1992 Y NA N
41 1992 Y NA N
42 1992 Y NA N
43 1992 Y NA N
59 1992 Y NA N
60 1992 Y NA N
61 1992 Y NA N
76 1992 N NA N
77 1992 N NA N
78 1992 N NA Y
81 1992 Y NA Y
82 1992 Y NA N
83 1992 Y NA N
95 1992 N NA N
96 1992 N NA N
97 1992 N NA N
98 1992 Y NA N
99 1992 Y NA N
100 1992 N NA Y
101 1992 N NA N
103 1992 N NA N
129 1997 Y NA N
130 1997 Y NA N
136 1997 Y NA N
141 1997 Y NA N
142 1997 Y NA N
143 1997 Y NA N
144 1997 Y NA N
164 1997 Y NA N
165 1997 Y NA N
166 1997 Y NA Y
177 1997 Y NA N
178 1997 Y NA N
179 1997 Y NA N
180 1997 Y NA N
187 1997 Y NA N
188 1997 Y NA N
189 1997 Y NA N
190 1997 Y NA N
191 1997 Y NA N
192 1997 Y NA N
194 1997 Y NA N
195 1997 Y NA N
199 1997 Y NA N
200 1997 Y NA N
201 1997 Y NA N
202 1997 Y NA Y
203 1997 Y NA N
205 1997 Y NA N
206 1997 Y NA Y
207 1997 Y NA N
208 1997 Y NA N
209 1997 Y NA N
210 1997 Y NA N
211 1997 Y NA N
212 1997 Y NA N
213 1997 Y NA Y
232 NA N NA Y
233 NA N NA Y
234 NA N NA Y
236 NA N NA N
237 NA N NA Y
240 NA N NA Y
241 NA N NA Y
243 NA N NA Y
244 NA N NA Y
257 NA N NA Y
263 NA N NA Y
268 NA N NA Y
269 NA N NA Y
273 1998 Y NA Y
274 1998 Y NA Y
275 1998 Y NA N
276 1998 Y NA Y
279 1998 Y NA N
280 1998 Y NA N
281 1998 Y NA N
282 1998 Y NA N
286 1998 Y NA N
290 1998 Y NA Y
291 1998 Y NA N
295 1998 Y NA N
296 1998 Y NA Y
297 1998 Y NA N
298 1998 Y NA Y
299 1998 Y NA N
300 1998 Y NA N
301 1998 Y NA N
304 1998 Y NA N
315 1990 Y NA Y
316 1998 Y NA N
317 1998 Y NA N
323 1998 Y NA N
324 1998 Y NA N
331 1998 Y NA N
332 1998 Y NA N
333 1998 Y NA N
338 1998 Y NA N
339 1998 Y NA N
340 1998 Y NA N
354 NA N NA Y
361 NA N NA N
362 NA N NA Y
387 NA N NA N
396 NA N NA N
397 NA N NA Y
398 NA N NA Y
400 NA N NA Y
413 NA N NA Y
420 NA N NA N
421 NA N NA Y
423 NA N NA N
424 NA N NA N
483 1990 Y NA N
484 1990 Y NA N
485 1990 Y NA N
486 1990 Y NA Y
487 1990 Y NA Y
488 1990 Y NA N
495 1990 Y NA Y
499 1990 Y NA N
502 2001 Y NA N
503 2001 Y NA N
515 2002 Y NA N
516 2002 Y NA N
517 2002 Y NA N
521 2002 N NA N
522 2002 N NA N
526 2002 Y NA N
527 2002 Y NA N
528 2002 Y NA N
551 2002 Y NA N
552 2002 N NA N
553 2002 N NA N
554 2002 N NA N
565 2002 Y NA N
566 2002 Y NA N
567 2002 Y NA N
568 2002 Y NA N
570 2002 Y NA N
571 2002 Y NA N
572 2002 Y NA N
573 2002 Y NA N
574 2002 Y NA N
584 2002 Y NA N
585 2002 Y NA N
586 2002 Y NA N
649 2002 N NA N
650 2002 N NA N
651 2002 N NA N
654 2002 N NA N
655 2002 N NA N
656 2002 N NA N
657 2002 N NA N
658 2002 N NA N
688 2002 N NA N
689 2002 N NA N
690 2002 N NA N
703 2002 Y NA N
704 2002 Y NA N
731 2002 Y NA N
737 2002 Y NA N
738 2002 Y NA N
739 2002 Y NA N
740 2002 Y NA N
744 2002 N NA N
745 2002 N NA N
750 2002 Y NA N
751 2002 Y NA N
752 2002 Y NA N
756 2002 Y NA N
757 2002 Y NA N
768 2002 N NA N
769 2002 N NA N
770 2002 N NA N
771 2002 N NA N
772 2002 Y NA N
773 2002 Y NA N
774 2002 Y NA N
818 2003 N NA N
819 2003 N NA N
825 2003 N NA N
826 2003 N NA N
827 2003 N NA N
828 2003 N NA N
843 2003 N NA N
844 2003 N NA N
859 1996 Y NA Y
881 2003 N NA N
882 2003 N NA N
883 2003 N NA N
884 2003 N NA N
907 2003 Y NA N
908 2003 Y NA N
909 2003 Y NA N
910 2003 Y NA N
913 2003 Y NA N
914 2003 Y NA N
915 2003 Y NA N
918 2003 Y NA N
919 2003 Y NA N
920 2003 Y NA N
921 2003 Y NA N
925 2003 Y NA N
926 2003 Y NA N
927 2003 Y NA N
928 2003 Y NA N
940 2003 Y NA N
941 2003 Y NA N
942 2003 Y NA N
943 2003 Y NA N
960 2003 Y NA N
961 2003 Y NA N
962 2003 Y NA N
963 2003 Y NA N
967 2003 N NA N
973 2003 Y NA N
979 2003 Y NA N
980 2003 Y NA N
981 2003 Y NA N
1000 1990 N NA Y
1016 2001 N NA N
1017 2001 N NA N
1018 2001 N NA N
1019 2001 N NA N
1047 2001 N NA N
1048 2001 N NA N
1049 2001 N NA N
1052 2001 N NA N
1053 2001 N NA N
1074 2001 N NA N
1105 2001 N NA N
1106 2001 N NA N
1107 2001 N NA N
1108 2001 N NA N
1109 2001 N NA N
1113 2001 N NA N
1114 2001 N NA N
1115 2001 N NA N
1170 2002 N NA N
1171 2002 N NA N
1172 2002 N NA N
1177 2002 N NA N
1183 2002 N NA N
1184 2002 N NA N
1194 1997 Y NA N
1207 1997 Y NA N
1208 1997 Y NA N
1209 1997 Y NA N
1210 1997 Y NA N
1211 1997 Y NA N
1212 1997 Y NA N
1215 1997 Y NA N
1216 1997 Y NA N
1221 1997 Y NA N
1222 1997 Y NA N
1223 1997 Y NA N
1226 1997 Y NA N
1227 1997 Y NA N
1286 1998 Y NA N
1287 1998 Y NA Y
1288 1998 Y NA N
1289 1998 Y NA N
1317 1998 N NA N
1318 1998 N NA N
1319 1998 N NA Y
1320 1998 N NA N
1340 1998 N NA N
1341 1998 N NA N
1342 1998 N NA N
1358 1998 N NA N
1359 1998 N NA Y
1370 1998 N NA N
1371 1998 N NA N
1502 1992 N NA N
1503 1992 N NA Y
1506 1992 N NA N
1507 1992 N NA N
1508 1992 N NA N
1573 NA N NA N
1574 NA N NA N
1610 1990 N NA N
1611 1990 N NA Y
1612 1990 N NA N
1655 1990 Y NA N
1722 1991 Y NA N
1723 1991 Y NA N
1724 1991 Y NA N
1725 1991 Y NA N
1761 1991 Y NA N
1762 1991 Y NA N
1763 1991 Y NA N
1764 1991 Y NA N
1765 1991 Y NA N
1774 1991 Y NA N
1775 1991 Y NA N
1776 1991 Y NA N
1785 1991 Y NA N
1786 1991 Y NA Y
1787 1991 Y NA N
1791 1991 Y NA N
1792 1991 Y NA N
1793 1991 Y NA N
1814 1991 Y NA N
1815 1991 Y NA N
1816 1991 Y NA N
1817 1991 Y NA N
1818 1991 Y NA N
1821 1991 Y NA N
1822 1991 Y NA N
1823 1991 Y NA N
1824 1991 Y NA N
1830 1991 Y NA N
1878 1991 N NA N
1887 1991 Y NA N
1954 1993 N NA N
1955 1993 N NA N
1956 1993 N NA N
1957 1993 N NA N
2004 1993 Y NA Y
2005 1993 Y NA N
2006 1993 Y NA N
2007 1993 Y NA Y
2008 1993 Y NA Y
2009 1993 Y NA N
2010 1993 Y NA N
2020 1993 Y NA N
2021 1993 Y NA N
2022 1993 Y NA Y
2023 1993 Y NA Y
2034 1993 Y NA N
2035 1993 Y NA Y
2036 1993 Y NA Y
2037 1993 Y NA Y
2045 1993 Y NA N
2046 1993 Y NA N
2047 1993 Y NA Y
2048 1993 Y NA N
2050 1993 Y NA N
2051 1993 Y NA N
2052 1993 Y NA N
2053 1993 Y NA N
2121 1993 N NA N
2122 1993 N NA N
2123 1993 N NA N
2130 1993 N NA N
2131 1993 N NA N
2199 1994 Y NA N
2200 1994 Y NA N
2201 1994 Y NA N
2202 1994 Y NA N
2216 1994 Y NA N
2217 1994 Y NA Y
2218 1994 Y NA N
2219 1994 Y NA N
2220 1994 Y NA N
2221 1994 Y NA N
2222 1994 Y NA Y
2255 1994 Y NA N
2256 1994 Y NA N
2271 1994 Y NA N
2284 1994 Y NA N
2285 1994 Y NA N
2286 1994 Y NA N
2326 1994 N NA N
2327 1994 N NA N
2328 1994 N NA N
2342 1994 N NA N
2343 1994 N NA N
2347 1994 N NA N
2348 1994 N NA Y
2349 1994 N NA N
2350 1994 N NA N
2353 1994 N NA N
2354 1994 N NA N
2355 1994 N NA N
2356 1994 N NA N
2370 1994 N NA N
2371 1994 N NA Y
2372 1994 N NA N
2386 1994 N NA N
2494 1995 Y NA N
2495 1995 Y NA N
2512 1995 Y NA N
2513 1995 Y NA N
2514 1995 Y NA N
2525 1995 Y NA N
2526 1995 Y NA Y
2544 1995 Y NA N
2545 1995 Y NA N
2556 1995 Y NA N
2561 1995 Y NA N
2593 1995 N NA Y
2660 1996 Y NA N
2661 1996 Y NA N
2662 1996 Y NA N
2666 1996 Y NA N
2667 1996 Y NA N
2668 1996 Y NA N
2690 1996 Y NA N
2691 1996 Y NA N
2692 1996 Y NA N
2696 1996 Y NA N
2697 1996 Y NA Y
2698 1996 Y NA N
2702 1996 Y NA N
2703 1996 Y NA Y
2704 1996 Y NA Y
2705 1996 Y NA N
2706 1996 Y NA Y
2707 1996 Y NA N
2723 1996 Y NA N
2724 1996 Y NA N
2725 1996 Y NA N
2726 1996 Y NA N
2727 1996 Y NA Y
2728 1996 Y NA N
2729 1996 Y NA N
2734 NA N NA N
2760 1996 Y NA N
2761 1996 Y NA N
2762 1996 Y NA Y
2763 1996 Y NA Y
2764 1996 Y NA N
2765 1996 Y NA N
2766 1996 Y NA N
2767 1996 Y NA N
2775 1996 Y NA N
2776 1996 Y NA Y
2777 1996 Y NA N
2778 1996 Y NA N
2799 1997 N NA N
2800 1997 N NA N
2801 1997 N NA N
2827 1997 N NA N
2828 1997 N NA N
2829 1997 N NA N
2837 1997 N NA N
2838 1997 N NA N
2839 1997 N NA N
2862 1997 N NA N
2863 1997 N NA N
2871 1997 N NA N
2875 1997 N NA N
2893 1996 N NA N
2914 1996 N NA Y
2915 1996 N NA N
2916 1996 N NA N
2917 1996 N NA N
2918 1996 N NA Y
2919 1996 N NA N
2943 1996 N NA N
2944 1996 N NA N
2945 1996 N NA N
2952 1996 N NA N
2963 1997 N NA N
2964 1997 N NA N
2965 1997 N NA N
3058 1999 Y NA N
3059 1999 Y NA N
3060 1999 Y NA N
3061 1999 Y NA Y
3069 1999 Y NA N
3070 1999 Y NA N
3071 1999 Y NA N
3072 1999 Y NA N
3092 1999 Y NA N
3131 1999 N NA N
3132 1999 N NA N
3133 1999 N NA N
3134 1999 N NA N
3136 1999 N NA N
3137 1999 N NA N
3138 1999 N NA N
3150 1999 N NA Y
3200 1999 N NA N
3206 1999 Y NA Y
3207 1999 Y NA N
3208 1999 Y NA N
3209 1999 Y NA N
3221 1999 Y NA N
3222 1999 Y NA N
3249 1999 Y NA Y
3250 1999 Y NA N
3251 1999 Y NA N
3303 2000 Y NA Y
3304 2000 Y NA N
3305 2000 Y NA N
3347 1999 N NA N
3348 1999 N NA N
3356 1999 N NA N
3357 1999 N NA N
3358 1999 N NA N
3405 2000 N NA N
3429 2000 Y NA N
3430 2000 Y NA N
3441 2000 Y NA N
3442 2000 Y NA N
3443 2000 Y NA N
3469 2000 Y NA N
3470 2000 Y NA N
3471 2000 Y NA N
3472 2000 Y NA N
3473 2000 Y NA N
3508 2000 N NA N
3542 2000 N NA N
3543 2000 N NA Y
3544 2000 N NA Y
3588 2000 N NA N
3589 2000 N NA N
3647 2001 Y NA Y
3667 2001 Y NA N
3668 2001 Y NA Y
3669 2001 Y NA N
3670 2001 Y NA N
3671 2001 Y NA N
3672 2001 Y NA N
3673 2001 Y NA N
3674 2001 Y NA N
3675 2001 Y NA N
3727 2003 N NA N
3728 2003 N NA N
3729 2003 N NA N
3736 1996 N NA Y
3807 2003 Y NA N
3808 2003 Y NA N
3856 2004 Y NA N
3857 2004 Y NA N
3858 2004 Y NA N
3859 2004 Y NA N
3870 2004 Y NA N
3871 2004 Y NA N
3872 2004 Y NA N
3877 2004 Y NA N
3878 2004 Y NA N
3879 2004 Y NA N
3886 2004 Y NA N
3887 2004 Y NA N
3888 2004 Y NA N
3898 2004 Y NA N
3899 2004 Y NA N
3900 2004 Y NA N
3911 2013 Y NA N
3933 2013 Y NA N
3934 2013 Y NA N
3980 2004 Y NA N
3981 2004 Y NA N
3982 2004 Y NA N
3983 2004 Y NA N
3986 2004 Y NA N
3987 2004 Y NA N
3994 2004 Y NA N
3995 2004 Y NA N
3996 2004 Y NA N
3999 2004 Y NA N
4000 2004 Y NA N
4046 2005 Y NA N
4047 2005 Y NA N
4048 2005 Y NA N
4070 2004 N NA N
4076 2004 N NA N
4077 2004 N NA N
4078 2004 N NA N
4079 2004 N NA N
4080 2004 N NA N
4083 2004 N NA N
4084 2004 N NA N
4102 2004 N NA N
4105 2004 N NA N
4106 2004 N NA N
4121 2005 N NA N
4122 2005 N NA N
4123 2005 N NA N
4182 2005 Y NA N
4183 2005 Y NA N
4184 2005 Y NA N
4185 2005 Y NA N
4196 2005 Y NA N
4197 2005 Y NA N
4198 2005 Y NA N
4206 2005 Y NA N
4207 2005 Y NA N
4208 2005 Y NA N
4209 2005 Y NA N
4210 2005 Y NA N
4211 2005 Y NA N
4212 2005 Y NA N
4213 2005 Y NA N
4230 2005 Y NA N
4231 2005 Y NA N
4232 2005 Y NA N
4237 2005 Y NA N
4238 2005 Y NA N
4239 2005 Y NA N
4240 2005 Y NA N
4241 2005 Y NA N
4242 2005 Y NA N
4243 2005 Y NA N
4266 2005 N NA N
4267 2005 N NA N
4268 2005 N NA N
4277 2005 N NA N
4300 2005 N NA N
4301 2005 N NA N
4302 2005 N NA N
4303 2005 N NA N
4304 2005 N NA N
4305 2005 N NA N
4306 2005 N NA N
6850 2005 N NA N
4310 2005 N NA N
4311 2005 N NA N
4361 2006 N NA N
4367 2005 Y NA N
4368 2005 Y NA N
4369 2005 Y NA N
4380 2005 Y NA N
4381 2005 Y NA N
4382 2005 Y NA N
4390 2005 Y NA N
4391 2005 Y NA N
4392 2005 Y NA N
4393 2005 Y NA N
4394 2005 Y NA N
4404 2006 Y NA N
4405 2006 Y NA N
4413 2006 Y NA N
4414 2006 Y NA N
4415 2006 Y NA N
4453 2006 Y NA N
4454 2006 Y NA N
4462 2006 Y NA N
4463 2006 Y NA N
4520 2006 N NA N
4521 2006 N NA N
4522 2006 N NA N
4523 2006 N NA N
4524 2006 N NA N
4525 2006 N NA N
4561 2006 Y NA N
4562 2006 Y NA N
4573 2006 Y NA N
4574 2006 Y NA N
4575 2006 Y NA N
4576 2006 Y NA N
4577 2006 Y NA N
4578 2006 Y NA N
4583 2006 Y NA N
4584 2006 Y NA N
4585 2006 Y NA N
4586 2006 Y NA N
4592 2006 Y NA N
4599 2006 Y NA N
4600 2006 Y NA N
4601 2006 Y NA N
4602 2006 Y NA N
4606 2006 Y NA N
4607 2006 Y NA N
4608 2006 Y NA N
4629 2006 Y NA N
4630 2006 Y NA N
4631 2006 Y NA N
4632 2006 Y NA N
4636 2006 Y NA N
4637 2006 Y NA N
4638 2006 Y NA N
4646 2006 Y NA N
4647 2006 Y NA N
4648 2006 Y NA N
4666 2006 Y NA N
4667 2006 Y NA N
4668 2006 Y NA N
4669 2006 Y NA N
4682 2006 Y NA N
4683 2006 Y NA N
4684 2006 Y NA N
4717 2007 Y NA N
4718 2007 Y NA N
4719 2007 Y NA N
4720 2007 Y NA N
4726 2007 Y NA N
4727 2007 Y NA N
4728 2007 Y NA N
4729 2007 Y NA N
4730 2007 Y NA N
4731 2007 Y NA N
4736 2007 Y NA N
4737 2007 Y NA N
4738 2007 Y NA N
4739 2007 Y NA N
4757 2007 Y NA N
4758 2007 Y NA N
4790 2007 N NA N
4791 2007 N NA N
4843 2008 N NA N
4844 2008 N NA N
4845 2008 N NA N
4846 2008 N NA N
4858 2007 Y NA N
4866 2007 Y NA N
4867 2007 Y NA N
4868 2007 Y NA N
4869 2007 Y NA N
4896 2007 Y NA N
4897 2007 Y NA N
4927 2008 Y NA N
4928 2008 Y NA N
4929 2008 Y NA N
4930 2008 Y NA N
4937 2008 Y NA N
4938 2008 Y NA N
4939 2008 Y NA N
4959 2008 Y NA N
4960 2008 Y NA N
4961 2008 Y NA N
4962 2008 Y NA N
4984 2008 Y NA N
5005 2008 Y NA N
5006 2008 Y NA N
5007 2008 Y NA N
5051 2008 Y NA N
5052 2008 Y NA N
5060 2008 N NA N
5061 2008 N NA N
5062 2008 N NA N
5063 2008 N NA N
5071 2008 N NA N
5072 2008 N NA N
5073 2008 N NA N
5097 2008 N NA N
5098 2008 N NA N
5099 2008 N NA N
5100 2008 N NA N
5150 2009 N NA N
5151 2009 N NA N
5179 2008 Y NA N
5180 2008 Y NA N
5181 2008 Y NA N
5194 2008 Y NA N
5219 2008 Y NA N
5220 2008 Y NA N
5221 2008 Y NA N
5222 2008 Y NA N
5223 2008 Y NA N
5224 2008 Y NA N
5225 2008 Y NA N
5227 2008 Y NA N
5228 2008 Y NA N
5229 2008 Y NA N
5230 2008 Y NA N
5244 2008 Y NA N
5245 2008 Y NA N
5289 2009 Y NA N
5290 2009 Y NA N
5297 2009 Y NA N
5298 2009 Y NA N
5304 2009 Y NA N
5305 2009 Y NA N
5306 2009 Y NA N
5307 2009 Y NA N
5356 2009 Y NA N
5364 2009 N NA N
5365 2009 N NA N
5366 2009 N NA N
5392 2010 N NA N
5420 2010 N NA N
5421 2010 N NA N
5423 2010 N NA N
5424 2010 N NA N
5425 2010 N NA N
5426 2010 N NA N
5458 2009 Y NA N
5467 2009 Y NA N
5468 2009 Y NA N
5469 2009 Y NA N
5470 2009 Y NA N
5471 2009 Y NA N
5476 2009 Y NA N
5477 2009 Y NA N
5478 2009 Y NA N
5479 2009 Y NA N
5488 2005 Y NA N
5492 2010 Y NA N
5493 2010 Y NA N
5542 2010 Y NA N
5543 2010 Y NA N
5544 2010 Y NA N
5578 2010 Y NA N
5579 2010 Y NA N
5580 2010 Y NA N
5581 2010 Y NA N
5592 2010 Y NA N
5593 2010 Y NA N
5594 2010 Y NA N
5595 2010 Y NA N
5597 2010 Y NA N
5598 2010 Y NA N
5599 2010 Y NA N
5603 2010 Y NA N
5604 2010 Y NA N
5605 2010 Y NA N
5626 2010 Y NA N
5643 2010 Y NA N
5644 2010 Y NA N
5663 2010 Y NA N
5664 2010 Y NA N
5666 2010 Y NA N
5667 2010 Y NA N
5668 2010 Y NA N
5709 2010 N NA N
5710 2010 N NA N
5715 2010 N NA N
5718 2010 N NA N
5721 2010 N NA N
5729 2011 N NA N
5730 2011 N NA N
5731 2011 N NA N
5732 2011 N NA N
5751 2011 N NA N
5752 2011 N NA N
5753 2011 N NA N
5754 2011 N NA N
5789 2010 Y NA N
5790 2010 Y NA N
5791 2010 Y NA N
5792 2010 Y NA N
5825 2011 Y NA N
5826 2011 Y NA N
5827 2011 Y NA N
5828 2011 Y NA N
5845 2011 Y NA N
5846 2011 Y NA N
5847 2011 Y NA N
5848 2011 Y NA N
5852 2011 Y NA N
5853 2011 Y NA N
5854 2011 Y NA N
5869 2011 Y NA N
5870 2011 Y NA N
5871 2011 Y NA N
5872 2011 Y NA N
5918 2011 Y NA N
5919 2011 Y NA N
5920 2011 Y NA N
5928 2011 Y NA N
5929 2011 Y NA N
5930 2011 Y NA N
5931 2011 Y NA N
5932 2011 Y NA N
5933 2011 Y NA N
5934 2011 Y NA N
5935 2011 Y NA N
5948 2011 Y NA N
5949 2011 Y NA N
5950 2011 Y NA N
5970 2011 Y NA N
5999 2011 N NA N
6018 2011 N NA N
6019 2011 N NA N
6020 2011 N NA N
6051 2011 N NA N
6080 2011 Y NA N
6081 2011 Y NA N
6082 2011 Y NA N
6113 2011 Y NA N
6114 2011 Y NA N
6115 2011 Y NA N
6151 2011 Y NA N
6152 2011 Y NA N
6258 2012 Y NA N
6259 2012 Y NA N
6260 2012 Y NA N
6302 2012 N NA N
6303 2012 N NA N
6313 2012 N NA N
6314 2012 N NA N
6447 2013 Y NA N
6464 2013 Y NA N
6465 2013 Y NA N
6466 2013 Y NA N
6467 2013 Y NA N
6480 2013 N NA N
6481 2013 N NA N
6482 2013 N NA N
6483 2013 N NA N
6484 2013 N NA N
6507 2013 N NA N
6508 2013 N NA N
6509 2013 N NA N
6512 2013 N NA N
6514 2013 N NA N
6515 2013 N NA N
6516 2013 N NA N
6519 2013 N NA N
6520 2013 N NA N
6560 2014 N NA N
6561 2014 N NA N
6562 2014 N NA N
6563 2014 N NA N
6762 2008 N NA N
26 1992 Y NA Y
29 1992 Y NA N
70 1992 N NA Y
71 1992 N NA N
72 1992 N NA Y
79 1992 Y NA Y
80 1992 Y NA Y
84 1992 N NA N
85 1992 N NA N
86 1992 N NA N
87 1992 Y NA N
88 1992 Y NA N
89 1992 Y NA N
92 1992 Y NA N
93 1992 Y NA N
94 1992 Y NA N
104 1992 Y NA N
105 1992 Y NA N
123 1997 Y NA N
124 1997 Y NA N
125 1997 Y NA N
126 1997 Y NA N
127 1997 Y NA N
128 1997 Y NA Y
133 1997 Y NA Y
134 1997 Y NA N
135 1997 Y NA Y
145 1997 Y NA N
148 1997 Y NA N
149 1997 Y NA N
150 1997 Y NA Y
196 1997 Y NA N
197 1997 Y NA N
198 1997 Y NA N
245 NA N NA Y
292 1998 Y NA N
293 1998 Y NA Y
294 1998 Y NA N
352 NA N NA Y
353 NA N NA Y
385 NA N NA N
417 NA N NA N
520 2002 Y NA N
555 2002 Y NA N
556 2002 Y NA N
557 2002 Y NA N
558 2002 Y NA N
559 2002 Y NA N
560 2002 Y NA N
561 2002 Y NA N
602 2002 N NA N
603 2002 N NA N
610 2002 N NA N
611 2002 N NA N
612 2002 N NA N
613 2002 N NA N
618 2002 N NA N
634 2002 N NA N
635 2002 N NA N
636 2002 N NA N
637 2002 N NA N
645 2002 N NA N
646 2002 N NA N
647 2002 N NA N
648 2002 N NA N
667 2002 N NA N
668 2002 N NA N
683 2002 N NA N
684 2002 N NA N
685 2002 N NA N
705 2002 Y NA N
706 2002 Y NA N
707 2002 Y NA N
708 2002 Y NA N
709 2002 Y NA N
765 2002 Y NA N
766 2002 Y NA N
767 2002 Y NA N
780 2002 Y NA N
781 2002 Y NA N
784 2002 Y NA N
787 1996 Y NA Y
789 1996 Y NA Y
805 2002 N NA N
829 2003 N NA N
830 2003 N NA N
831 2003 N NA N
841 2003 N NA N
842 2003 N NA N
845 2003 N NA N
846 2003 N NA N
847 2003 N NA N
848 2003 N NA N
