Fam ID Dad Mom Sex Pheno
1 984 3681 3544 2 -9
1 985 150 1292 1 -9
1 986 150 1292 2 -9
1 987 3696 5280 1 -9
1 988 3696 5280 1 -9
1 989 3696 5280 1 -9
1 990 2185 1254 1 -9
1 991 2223 2640 1 -9
1 992 0 0 2 -9
1 993 0 0 1 -9
331 994 0 0 2 -9
332 995 0 0 0 -9
333 996 0 0 2 -9
1 997 0 0 1 -9
1 998 0 0 2 -9
1 999 0 0 1 -9
1 1000 1528 1411 2 -9
1 1001 1536 1516 1 -9
1 1002 0 0 2 -9
334 1003 0 0 0 -9
335 1004 0 0 0 -9
1 1005 0 0 1 -9
1 1006 0 0 1 -9
336 1007 0 0 1 -9
1 1008 2884 1383 0 -9
1 1009 2884 1383 0 -9
1 1010 2175 2588 0 -9
1 1011 2175 2588 0 -9
1 1012 2175 2588 0 -9
1 1013 1382 3368 0 -9
1 1014 2176 1000 0 -9
1 1015 2176 1000 0 -9
1 1016 1374 3183 0 -9
1 1017 1374 3183 0 -9
1 1018 2324 1380 0 -9
1 1019 2324 1380 0 -9
1 1020 2371 1361 0 -9
1 1021 2371 1361 2 -9
1 1022 1303 1271 0 -9
1 1023 1303 1271 1 -9
1 1024 1303 1271 0 -9
1 1025 0 0 1 -9
337 1026 0 0 0 -9
1 1027 3145 13 0 -9
1 1028 4335 3545 0 -9
1 1029 4335 3545 0 -9
1 1030 4335 3545 0 -9
1 1031 2464 2624 2 -9
1 1032 2464 2624 1 -9
1 1033 3149 3378 0 -9
1 1034 3149 3378 2 -9
1 1035 3149 3378 0 -9
1 1036 260 2362 0 -9
1 1037 260 2362 0 -9
1 1038 260 2362 0 -9
338 1039 0 0 2 -9
1 1040 3377 3046 0 -9
1 1041 3377 3046 0 -9
1499 1042 3380 3379 0 -9
1499 1043 3380 3379 0 -9
1 1044 2954 2794 2 -9
1 1045 2954 2794 0 -9
1 1046 1025 3274 0 -9
1 1047 859 2843 0 -9
1 1048 859 2843 0 -9
1 1049 859 2843 0 -9
1 1050 2850 2542 0 -9
1 1051 2850 2542 2 -9
1 1052 3555 276 0 -9
1 1053 3555 276 0 -9
1 1054 2191 427 2 -9
1 1055 2120 1255 0 -9
1 1056 2120 1255 2 -9
1 1057 2149 2883 0 -9
1 1058 2149 2883 0 -9
1 1059 2004 6750 0 -9
1 1060 2004 6750 1 -9
1 1061 2004 6750 0 -9
1 1062 1321 1319 0 -9
1 1063 1321 1319 0 -9
1 1064 1321 1319 2 -9
1 1065 2357 2598 2 -9
1 1066 2357 2598 2 -9
1 1067 2357 2598 0 -9
1 1068 2364 2594 0 -9
1 1069 2364 2594 0 -9
1 1070 997 1359 0 -9
1 1071 997 1359 0 -9
1 1072 2857 3372 0 -9
1 1073 2857 3372 0 -9
1 1074 2927 1131 0 -9
1 1075 2308 879 0 -9
1 1076 2308 879 0 -9
1 1077 2308 879 0 -9
1 1078 1911 2892 0 -9
1 1079 1911 2892 0 -9
1 1080 1911 2892 0 -9
1 1081 2855 2477 2 -9
1 1082 2908 1302 1 -9
1 1083 2908 1302 1 -9
1 1084 2908 1302 0 -9
1 1085 1471 2303 0 -9
1 1086 1471 2303 0 -9
1 1087 1353 3602 0 -9
1 1088 1353 3602 0 -9
339 1089 0 0 2 -9
1 1090 2499 1315 1 -9
1 1091 2499 1315 0 -9
1 1092 2499 1315 0 -9
1 1093 3190 3601 0 -9
1 1094 3190 3601 0 -9
1 1095 3190 3601 0 -9
1 1096 1314 3384 0 -9
1 1097 1314 3384 0 -9
1 1098 1314 3384 0 -9
1 1099 3307 2902 0 -9
1 1100 3307 2902 1 -9
1 1101 3307 2902 0 -9
1 1102 3307 2902 0 -9
1 1103 2172 3108 0 -9
1 1104 2172 3108 0 -9
1 1105 3117 3310 0 -9
1 1106 3117 3310 0 -9
1 1107 3117 3310 0 -9
1 1108 3177 3376 0 -9
1 1109 3177 3376 0 -9
1 1110 2884 1383 0 -9
1 1111 2884 1383 0 -9
1 1112 2884 1383 0 -9
1 1113 859 2843 0 -9
1 1114 859 2843 2 -9
1 1115 859 2843 0 -9
1 1116 2627 3374 0 -9
1 1117 2627 3374 0 -9
1 1118 2627 3374 0 -9
1 1119 3383 2922 0 -9
1 1120 3383 2922 0 -9
1 1121 3383 2922 0 -9
1 1122 999 998 2 -9
1 1123 999 998 1 -9
1 1124 999 998 0 -9
1 1125 0 0 2 -9
1 1126 0 0 2 -9
370 1127 0 0 1 -9
371 1128 0 0 2 -9
372 1129 0 0 2 -9
1 1130 0 0 2 -9
1 1131 0 0 2 -9
1 1132 1337 2874 0 -9
1 1133 1337 2874 0 -9
1 1134 2940 2874 1 -9
1 1135 0 0 1 -9
373 1136 0 0 0 -9
1 1137 0 0 2 -9
1 1138 0 0 1 -9
1 1139 0 0 2 -9
374 1140 0 0 2 -9
1 1141 0 0 2 -9
375 1142 0 0 2 -9
1 1143 0 0 1 -9
376 1144 0 0 2 -9
1 1145 2884 1383 0 -9
1 1146 2884 1383 1 -9
1 1147 2884 1383 0 -9
1 1148 2308 879 0 -9
1 1149 2308 879 1 -9
1 1150 2308 879 1 -9
1 1151 2308 879 0 -9
1 1152 1471 2303 0 -9
1 1153 1471 2303 2 -9
1 1154 1471 2303 2 -9
1 1155 3736 3375 0 -9
1 1156 3736 3375 0 -9
1 1157 3736 3375 1 -9
1 1158 3736 3375 0 -9
1 1159 3164 2859 0 -9
1 1160 3164 2859 0 -9
1 1161 3164 2859 0 -9
1 1162 3164 2859 0 -9
1 1163 1912 1054 0 -9
1 1164 1912 1054 2 -9
1 1165 1912 1054 0 -9
1 1166 3383 2922 2 -9
1 1167 3383 2922 0 -9
1 1168 3383 2922 0 -9
1 1169 3383 2922 0 -9
1 1170 2927 1131 0 -9
1 1171 2927 1131 0 -9
1 1172 2927 1131 0 -9
1 1173 997 1359 2 -9
1 1174 997 1359 0 -9
1 1175 997 1359 1 -9
1 1176 997 1359 0 -9
1 1177 2384 3376 2 -9
1 1178 2951 1379 0 -9
1 1179 1353 3602 1 -9
1 1180 1353 3602 0 -9
1 1181 1353 3602 0 -9
1 1182 1353 3602 0 -9
1 1183 2324 1380 1 -9
1 1184 2324 1380 0 -9
1 1185 999 998 2 -9
1 1186 999 998 0 -9
1 1187 3377 3046 0 -9
1 1188 3377 3046 0 -9
1 1189 3377 3046 0 -9
1 1190 880 1310 1 -9
1 1191 880 1310 0 -9
1 1192 2004 6750 1 -9
1 1193 2004 6750 0 -9
1 1194 1481 1523 0 -9
1 1195 2191 386 2 -9
1 1196 2191 386 0 -9
1 1197 2191 386 0 -9
1 1198 117 1443 0 -9
1 1199 117 1443 0 -9
1 1200 117 1443 0 -9
1 1201 1565 2459 0 -9
1 1202 1565 2459 0 -9
1 1203 1565 2459 0 -9
1 1204 1565 2459 0 -9
377 1205 0 0 0 -9
1 1206 0 0 1 -9
1 1207 2018 315 0 -9
1 1208 2018 315 0 -9
1 1209 2018 315 0 -9
1 1210 2018 315 0 -9
1 1211 81 2187 0 -9
1 1212 81 2187 0 -9
1 1213 1694 26 0 -9
1 1214 1694 26 0 -9
1 1215 1579 2141 0 -9
1 1216 1579 2141 0 -9
1 1217 352 2607 0 -9
1 1218 352 2607 0 -9
1 1219 352 2607 0 -9
1 1220 352 2607 0 -9
1 1221 1884 2186 0 -9
1 1222 1884 2186 0 -9
1 1223 1884 2186 0 -9
1 1224 2266 2023 0 -9
1 1225 2266 2023 0 -9
1 1226 2506 2527 0 -9
1 1227 2506 2527 0 -9
378 1228 0 0 1 -9
1 1229 2243 2083 0 -9
1 1230 2243 2083 0 -9
1 1231 2243 2083 0 -9
1 1232 2283 389 0 -9
1 1233 1206 2449 2 -9
379 1234 0 0 0 -9
380 1235 0 0 0 -9
381 1236 0 0 2 -9
382 1237 0 0 0 -9
1 1238 0 0 1 -9
383 1239 0 0 0 -9
384 1240 0 0 0 -9
385 1241 0 0 0 -9
1 1242 0 0 1 -9
386 1243 0 0 0 -9
1 1244 0 0 2 -9
387 1245 0 0 0 -9
388 1246 0 0 1 -9
1 1247 0 0 1 -9
1 1248 0 0 1 -9
389 1249 0 0 0 -9
390 1250 0 0 2 -9
391 1251 0 0 2 -9
392 1252 0 0 0 -9
1 1253 0 0 2 -9
1 1254 0 0 2 -9
1 1255 0 0 2 -9
393 1256 0 0 0 -9
394 1257 0 0 0 -9
395 1258 0 0 2 -9
396 1259 0 0 0 -9
1 1260 0 0 2 -9
1 1261 0 0 2 -9
397 1262 0 0 0 -9
398 1263 0 0 0 -9
399 1264 0 0 0 -9
1 1265 0 0 1 -9
1 1266 0 0 2 -9
1 1267 0 0 1 -9
400 1268 0 0 0 -9
401 1269 0 0 2 -9
402 1270 0 0 1 -9
1 1271 0 0 2 -9
1 1272 2455 2635 0 -9
403 1273 0 0 2 -9
1 1274 1206 1233 0 -9
1 1275 1206 1233 0 -9
1 1276 1267 1443 0 -9
1 1277 1267 1443 2 -9
1 1278 1267 1443 0 -9
1 1279 1267 1443 0 -9
1 1280 2223 2640 0 -9
1 1281 2223 2640 2 -9
1 1282 2223 2640 0 -9
1 1283 2223 2640 0 -9
404 1284 0 0 2 -9
1 1285 0 0 1 -9
1 1286 2151 2110 0 -9
1 1287 2151 2110 1 -9
1 1288 2151 2110 2 -9
1 1289 2151 2110 0 -9
1 1290 2185 1438 0 -9
1 1291 2185 1438 2 -9
1 1292 2185 1438 2 -9
1 1293 2185 1438 0 -9
405 1294 0 0 1 -9
437 1295 0 0 0 -9
1 1296 0 0 1 -9
438 1297 0 0 0 -9
439 1298 0 0 2 -9
1 1299 1415 1569 2 -9
440 1300 0 0 0 -9
441 1301 0 0 0 -9
1 1302 0 0 2 -9
1 1303 0 0 1 -9
442 1304 0 0 1 -9
443 1305 0 0 2 -9
1 1306 0 0 2 -9
444 1307 0 0 0 -9
376 1308 0 0 2 -9
1 1309 0 0 2 -9
1 1310 0 0 2 -9
1 1311 0 0 2 -9
1 1312 0 0 1 -9
445 1313 0 0 2 -9
1 1314 0 0 1 -9
1 1315 0 0 2 -9
446 1316 0 0 2 -9
1 1317 2173 1000 0 -9
1 1318 2173 1000 0 -9
1 1319 2173 1000 2 -9
1 1320 2173 1000 2 -9
1 1321 2175 2588 1 -9
1 1322 2175 2588 0 -9
1 1323 2175 2588 0 -9
447 1324 0 0 2 -9
1 1325 1851 1299 0 -9
1 1326 1851 1299 0 -9
1 1327 1851 1299 2 -9
1 1328 1851 1299 0 -9
1 1329 2876 248 1 -9
1 1330 2876 248 0 -9
1 1331 2627 432 0 -9
1 1332 2627 432 0 -9
1 1333 2625 2037 2 -9
1 1334 2625 2037 1 -9
1 1335 1911 2892 1 -9
1 1336 1911 2892 1 -9
1 1337 2371 1920 1 -9
1 1338 2371 1920 0 -9
1 1339 2371 1920 2 -9
1 1340 2384 2572 0 -9
1 1341 2384 2572 0 -9
1 1342 2384 2572 0 -9
1 1343 2004 6750 0 -9
1 1344 2004 6750 0 -9
1 1345 2004 6750 0 -9
1 1346 2004 6750 0 -9
1 1347 3307 2902 0 -9
1 1348 3307 2902 0 -9
1 1349 3307 2902 0 -9
1 1350 3307 2902 0 -9
1 1351 72 1933 0 -9
1 1352 72 1933 2 -9
1 1353 72 1933 1 -9
376 1354 2632 1308 1 -9
1 1355 2884 1306 0 -9
1 1356 2884 1306 0 -9
1 1357 2884 1306 0 -9
1 1358 2900 397 0 -9
1 1359 2900 397 2 -9
1 1360 260 2362 0 -9
1 1361 260 2362 2 -9
1 1362 260 2362 0 -9
1 1363 2860 2746 0 -9
1 1364 4335 1054 0 -9
1 1365 4335 1054 0 -9
1 1366 4335 1054 0 -9
1 1367 1471 2303 0 -9
1 1368 1471 2303 1 -9
1 1369 1471 2303 2 -9
1 1370 1296 2248 0 -9
1 1371 1296 2248 0 -9
1 1372 1001 259 0 -9
1 1373 1001 259 0 -9
1 1374 2179 1917 1 -9
1 1375 2179 1917 0 -9
1 1376 2179 1917 1 -9
1 1377 2855 2477 0 -9
1 1378 0 0 1 -9
1 1379 0 0 2 -9
1 1380 0 0 2 -9
448 1381 0 0 0 -9
1 1382 0 0 1 -9
1 1383 0 0 2 -9
1 1384 0 0 1 -9
1 1385 0 0 1 -9
1 1386 0 0 2 -9
1 1387 1378 879 0 -9
1 1388 1378 879 0 -9
1 1389 1378 879 0 -9
1 1390 2175 2588 0 -9
1 1391 2175 2588 0 -9
1 1392 1851 1299 0 -9
1 1393 1851 1299 0 -9
1 1394 0 0 2 -9
1 1395 0 0 1 -9
1 1396 0 0 2 -9
1 1397 0 0 2 -9
1 1398 0 0 2 -9
1 1399 0 0 2 -9
1 1400 0 0 1 -9
1 1401 0 0 2 -9
1 1402 0 0 1 -9
513 1403 0 0 2 -9
1 1404 0 0 1 -9
1 1405 0 0 1 -9
1 1406 0 0 2 -9
1 1407 0 0 2 -9
1 1408 0 0 2 -9
1 1409 0 0 2 -9
1 1410 0 0 1 -9
1 1411 0 0 2 -9
1 1412 0 0 1 -9
1 1413 0 0 2 -9
1 1414 0 0 1 -9
1 1415 0 0 1 -9
1 1416 0 0 2 -9
1 1417 0 0 2 -9
566 1418 0 0 2 -9
1 1419 0 0 1 -9
1 1420 416 435 2 -9
1 1421 1676 1532 0 -9
1 1422 416 435 2 -9
1 1423 1554 1848 0 -9
1 1424 1676 1532 2 -9
131 1425 451 253 1 -9
131 1426 451 253 0 -9
1 1427 1541 1551 0 -9
581 1428 0 0 2 -9
1 1429 407 1416 0 -9
1 1430 1704 419 0 -9
1 1431 1535 449 0 -9
1 1432 1527 1545 0 -9
898 1433 1849 1850 0 -9
582 1434 0 0 2 -9
583 1435 0 0 0 -9
1 1436 0 0 1 -9
1 1437 0 0 2 -9
1 1438 0 0 2 -9
584 1439 0 0 0 -9
1 1440 0 0 1 -9
1 1441 0 0 1 -9
585 1442 0 0 0 -9
1 1443 0 0 2 -9
586 1444 0 0 2 -9
587 1445 0 0 0 -9
588 1446 0 0 0 -9
589 1447 0 0 0 -9
590 1448 0 0 0 -9
1 1449 0 0 1 -9
591 1450 0 0 1 -9
592 1451 0 0 0 -9
593 1452 0 0 1 -9
1 1453 0 0 1 -9
594 1454 0 0 2 -9
595 1455 0 0 0 -9
596 1456 0 0 0 -9
597 1457 0 0 0 -9
598 1458 0 0 0 -9
599 1459 0 0 0 -9
600 1460 0 0 0 -9
1 1461 0 0 2 -9
601 1462 0 0 0 -9
602 1463 0 0 1 -9
1 1464 0 0 1 -9
603 1465 0 0 2 -9
604 1466 0 0 2 -9
605 1467 0 0 0 -9
1 1468 0 0 2 -9
606 1469 0 0 1 -9
607 1470 0 0 1 -9
1 1471 0 0 1 -9
1 1472 0 0 2 -9
608 1473 0 0 1 -9
609 1474 0 0 0 -9
610 1475 0 0 0 -9
611 1476 0 0 0 -9
612 1477 0 0 0 -9
613 1478 0 0 0 -9
614 1479 0 0 0 -9
615 1480 0 0 2 -9
1 1481 0 0 1 -9
616 1482 0 0 2 -9
617 1483 0 0 2 -9
616 1484 0 0 1 -9
618 1485 0 0 0 -9
1 1486 0 0 2 -9
619 1487 0 0 0 -9
1 1488 1851 1614 0 -9
1 1489 1851 1614 0 -9
1 1490 1851 1614 0 -9
1 1491 0 0 1 -9
616 1492 0 0 1 -9
1 1493 1419 1529 0 -9
1 1494 1419 1529 1 -9
1 1495 1565 1546 0 -9
1 1496 1565 1546 2 -9
620 1497 0 0 1 -9
1 1498 1589 1654 0 -9
1 1499 1589 1654 0 -9
1 1500 1589 1654 0 -9
1 1501 1589 1654 0 -9
1 1502 378 397 0 -9
1 1503 378 397 2 -9
1 1504 1553 414 1 -9
1 1505 1553 414 0 -9
1 1506 257 435 2 -9
1 1507 257 435 0 -9
1 1508 257 435 0 -9
1 1509 224 218 0 -9
1 1510 224 218 0 -9
1 1511 224 218 2 -9
1 1512 0 0 2 -9
631 1513 0 0 2 -9
1 1514 0 0 2 -9
1 1515 0 0 2 -9
1 1516 0 0 2 -9
1 1517 0 0 2 -9
1 1518 0 0 1 -9
1 1519 0 0 1 -9
1 1520 0 0 1 -9
1 1521 0 0 1 -9
1 1522 0 0 2 -9
1 1523 0 0 2 -9
1 1524 0 0 2 -9
1 1525 0 0 1 -9
698 1526 0 0 1 -9
1 1527 0 0 1 -9
1 1528 0 0 1 -9
1 1529 0 0 2 -9
709 1530 0 0 1 -9
1 1531 0 0 1 -9
1 1532 0 0 2 -9
1 1533 0 0 1 -9
1 1534 0 0 1 -9
1 1535 0 0 1 -9
1 1536 0 0 1 -9
1 1537 0 0 2 -9
735 1538 0 0 2 -9
743 1539 0 0 1 -9
1 1540 0 0 2 -9
1 1541 0 0 1 -9
1 1542 0 0 1 -9
1 1543 0 0 2 -9
1 1544 0 0 2 -9
1 1545 0 0 2 -9
1 1546 0 0 2 -9
1 1547 0 0 2 -9
582 1548 0 0 1 -9
709 1549 0 0 2 -9
759 1550 0 0 2 -9
1 1551 0 0 2 -9
125 1552 0 0 2 -9
1 1553 0 0 1 -9
1 1554 0 0 1 -9
739 1555 0 0 2 -9
1 1556 0 0 1 -9
1 1557 0 0 1 -9
1 1558 0 0 1 -9
1 1559 0 0 2 -9
1 1560 0 0 1 -9
1 1561 0 0 2 -9
1 1562 0 0 1 -9
1 1563 0 0 1 -9
1 1564 0 0 1 -9
1 1565 0 0 1 -9
1 1566 0 0 2 -9
1 1567 0 0 2 -9
1 1568 0 0 2 -9
1 1569 0 0 2 -9
1 1570 0 0 1 -9
1 1571 0 0 1 -9
1 1572 0 0 2 -9
1 1573 0 0 1 -9
1 1574 0 0 2 -9
1 1575 0 0 1 -9
1 1576 0 0 1 -9
1 1577 0 0 2 -9
1 1578 0 0 2 -9
1 1579 0 0 1 -9
1 1580 0 0 2 -9
1 1581 0 0 1 -9
1 1582 0 0 2 -9
1 1583 0 0 1 -9
1 1584 0 0 1 -9
1 1585 0 0 1 -9
1 1586 0 0 2 -9
1 1587 0 0 2 -9
1 1588 0 0 2 -9
1 1589 0 0 1 -9
1 1590 0 0 2 -9
1 1591 0 0 1 -9
1 1592 0 0 2 -9
1 1593 0 0 1 -9
131 1594 451 253 0 -9
131 1595 451 253 0 -9
131 1596 451 253 0 -9
1 1597 1419 1529 0 -9
1 1598 1419 1529 0 -9
1 1599 1558 1675 0 -9
1 1600 1558 1675 0 -9
1 1601 1558 1675 0 -9
1 1602 1527 1417 1 -9
1 1603 1527 1417 0 -9
1 1604 1527 1417 0 -9
1 1605 1527 1417 1 -9
1 1606 1528 1401 2 -9
1 1607 1528 1401 2 -9
1 1608 1542 1524 2 -9
1 1609 1542 1524 0 -9
1 1610 258 263 0 -9
1 1611 258 263 2 -9
1 1612 258 263 2 -9
1 1613 0 0 1 -9
1 1614 0 0 2 -9
1 1615 381 1544 1 -9
1 1616 381 1544 0 -9
1 1617 381 1544 0 -9
1 1618 1553 1540 0 -9
1 1619 1553 1540 0 -9
1 1620 1553 1540 0 -9
709 1621 1530 1549 0 -9
1 1622 1541 1551 0 -9
1 1623 1541 1551 0 -9
1 1624 1541 1551 0 -9
1 1625 1536 1516 0 -9
1 1626 1536 1516 0 -9
1 1627 392 1567 0 -9
1 1628 6749 1523 1 -9
1 1629 359 220 1 -9
1 1630 359 220 0 -9
1 1631 359 220 1 -9
1 1632 359 220 0 -9
879 1633 0 0 1 -9
1 1634 0 0 2 -9
1 1635 378 377 0 -9
1 1636 378 377 0 -9
1 1637 378 377 0 -9
1 1638 1585 1547 0 -9
1 1639 1585 1547 0 -9
1 1640 1556 1588 0 -9
1 1641 1556 1588 0 -9
1 1642 1556 1588 0 -9
125 1643 247 1552 0 -9
1 1644 0 0 2 -9
880 1645 0 0 0 -9
132 1646 383 255 0 -9
132 1647 383 255 0 -9
1 1648 1521 215 2 -9
1 1649 1521 215 1 -9
1 1650 1521 215 2 -9
1 1651 1521 215 2 -9
1 1652 1563 1413 2 -9
881 1653 0 0 1 -9
1 1654 0 0 2 -9
1 1655 1884 374 1 -9
1 1656 239 426 0 -9
1 1657 239 426 0 -9
1 1658 239 426 0 -9
1 1659 223 1580 2 -9
1 1660 223 1580 1 -9
132 1661 383 255 0 -9
1 1662 1415 1569 1 -9
1 1663 385 384 1 -9
1 1664 385 384 2 -9
1 1665 376 349 0 -9
1 1666 376 349 0 -9
1 1667 1676 1532 0 -9
1 1668 1676 1532 0 -9
1 1669 370 1398 0 -9
1 1670 370 1398 1 -9
1 1671 370 1398 1 -9
882 1672 0 0 1 -9
1 1673 1518 219 2 -9
1 1674 1518 219 1 -9
1 1675 0 0 2 -9
1 1676 0 0 1 -9
1 1677 0 0 2 -9
1 1678 1535 449 0 -9
1 1679 1535 449 0 -9
1 1680 1535 449 0 -9
1 1681 1535 449 0 -9
1 1682 1562 1559 1 -9
1 1683 1581 1546 1 -9
1 1684 1581 1546 1 -9
1 1685 1564 1522 1 -9
1 1686 1564 1522 0 -9
1 1687 1564 1522 0 -9
1 1688 242 1397 0 -9
1 1689 242 1397 1 -9
1 1690 0 0 1 -9
1 1691 0 0 1 -9
1 1692 0 0 2 -9
1 1693 0 0 2 -9
1 1694 1402 1592 1 -9
1 1695 0 0 2 -9
883 1696 0 0 0 -9
1 1697 0 0 2 -9
884 1698 0 0 1 -9
885 1699 0 0 2 -9
886 1700 0 0 2 -9
887 1701 0 0 2 -9
888 1702 0 0 0 -9
1 1703 0 0 2 -9
1 1704 0 0 1 -9
889 1705 0 0 1 -9
890 1706 0 0 2 -9
886 1707 0 0 1 -9
891 1708 0 0 2 -9
1 1709 0 0 1 -9
892 1710 0 0 2 -9
893 1711 0 0 1 -9
1 1712 0 0 1 -9
1 1713 0 0 1 -9
894 1714 0 0 2 -9
895 1715 0 0 2 -9
1 1716 0 0 1 -9
1 1717 0 0 2 -9
1 1718 0 0 2 -9
896 1719 0 0 1 -9
1 1720 217 216 1 -9
1 1721 217 216 1 -9
1 1722 387 1396 1 -9
1 1723 387 1396 1 -9
1 1724 387 1396 1 -9
1 1725 387 1396 2 -9
1 1726 266 267 2 -9
1 1727 265 267 0 -9
1 1728 265 267 2 -9
1 1729 266 267 1 -9
1 1730 0 0 2 -9
1 1731 1518 358 1 -9
1 1732 1518 358 1 -9
1 1733 1519 1572 1 -9
1 1734 1519 1572 1 -9
1 1735 1519 229 2 -9
1 1736 1481 226 2 -9
1 1737 1481 226 1 -9
1 1738 1481 226 1 -9
1 1739 1481 226 2 -9
1 1740 228 433 1 -9
1 1741 1712 248 0 -9
1 1742 1712 248 0 -9
1 1743 1712 248 0 -9
1 1744 1564 1522 2 -9
1 1745 1564 1522 2 -9
1 1746 1564 1522 2 -9
1 1747 1564 1522 2 -9
1 1748 371 429 2 -9
1 1749 371 429 1 -9
1 1750 371 429 2 -9
1 1751 371 429 1 -9
1 1752 388 1577 2 -9
1 1753 388 1577 2 -9
1 1754 388 1577 2 -9
1 1755 239 426 0 -9
1 1756 239 426 0 -9
1 1757 239 426 1 -9
1 1758 239 426 0 -9
1 1759 0 0 2 -9
1 1760 392 1567 0 -9
1 1761 241 452 1 -9
1 1762 241 452 1 -9
1 1763 234 227 2 -9
1 1764 234 227 1 -9
1 1765 234 227 2 -9
1 1766 230 365 2 -9
1 1767 1565 1546 1 -9
1 1768 1565 1546 2 -9
1 1769 1565 1546 2 -9
1 1770 1565 1546 2 -9
1 1771 258 262 1 -9
1 1772 258 262 0 -9
1 1773 258 262 1 -9
1 1774 1579 237 1 -9
1 1775 1579 237 2 -9
1 1776 1579 237 1 -9
1 1777 231 245 1 -9
1 1778 231 245 1 -9
1 1779 231 245 2 -9
1 1780 232 422 1 -9
1 1781 232 422 2 -9
1 1782 1395 427 2 -9
1 1783 1395 427 2 -9
1 1784 1395 427 2 -9
1 1785 1691 413 1 -9
1 1786 1691 413 2 -9
1 1787 1691 413 2 -9
1 1788 428 1717 1 -9
1 1789 428 1717 1 -9
1 1790 428 1717 1 -9
1 1791 1884 374 2 -9
1 1792 1884 374 2 -9
1 1793 1884 374 2 -9
1 1794 254 1578 2 -9
1 1795 254 1578 2 -9
1 1796 348 243 2 -9
1 1797 348 243 2 -9
1 1798 348 243 1 -9
1 1799 1713 1515 1 -9
1 1800 1713 1515 1 -9
1 1801 1713 1515 1 -9
1 1802 224 218 2 -9
1 1803 224 218 1 -9
1 1804 224 218 1 -9
1 1805 1562 1693 2 -9
1 1806 1562 1693 1 -9
1 1807 1562 1693 2 -9
1 1808 1571 222 1 -9
1 1809 1571 222 2 -9
1 1810 1571 222 1 -9
1 1811 1410 386 2 -9
1 1812 1410 386 1 -9
1 1813 1410 386 2 -9
1 1814 1573 361 2 -9
1 1815 1573 361 2 -9
1 1816 1573 361 2 -9
1 1817 398 1409 1 -9
1 1818 398 1409 2 -9
1 1819 0 0 2 -9
897 1820 0 0 2 -9
1 1821 400 1692 1 -9
1 1822 400 1692 1 -9
1 1823 400 1692 2 -9
1 1824 400 1692 1 -9
1 1825 1575 1634 1 -9
1 1826 1575 1634 2 -9
1 1827 403 1819 2 -9
1 1828 403 1819 2 -9
1 1829 403 1819 2 -9
1 1830 387 1396 1 -9
1 1831 244 214 2 -9
1 1832 244 214 1 -9
1 1833 1542 1524 0 -9
1 1834 1542 1524 0 -9
1 1835 1542 1524 0 -9
1 1836 457 1644 0 -9
1 1837 457 1644 0 -9
1 1838 457 1644 0 -9
1 1839 1557 1587 0 -9
1 1840 1557 1587 0 -9
1 1841 1557 1587 2 -9
1 1842 1557 1587 0 -9
1 1843 352 384 2 -9
1 1844 352 384 2 -9
1 1845 1533 1586 0 -9
1 1846 1533 1586 0 -9
1 1847 1533 1586 0 -9
1 1848 0 0 2 -9
898 1849 0 0 1 -9
898 1850 0 0 2 -9
1 1851 0 0 1 -9
1 1852 1564 1522 1 -9
1 1853 235 1523 2 -9
1 1854 235 1523 1 -9
1 1855 235 1523 1 -9
1 1856 1713 1515 1 -9
1 1857 1713 1515 1 -9
1 1858 1713 1515 1 -9
1 1859 1556 1588 0 -9
1 1860 1556 1588 0 -9
1 1861 1556 1588 1 -9
1 1862 1419 1529 1 -9
1 1863 1419 1529 1 -9
1 1864 1528 1411 0 -9
1 1865 1528 1411 1 -9
1 1866 1585 1547 0 -9
1 1867 1585 1547 2 -9
1 1868 260 256 2 -9
1 1869 260 256 0 -9
1 1870 1536 1516 0 -9
1 1871 1536 1516 2 -9
899 1872 0 0 0 -9
709 1873 1530 1549 0 -9
709 1874 1530 1549 0 -9
1 1875 1415 1569 0 -9
1 1876 1415 1569 0 -9
1 1877 1415 1569 0 -9
1 1878 268 1677 2 -9
1 1879 381 1544 2 -9
1 1880 381 1544 1 -9
898 1881 1849 1850 0 -9
900 1882 0 0 0 -9
1 1883 1535 449 2 -9
1 1884 0 0 1 -9
901 1885 0 0 2 -9
1 1886 1520 1406 2 -9
1 1887 418 1574 0 -9
902 1888 0 0 1 -9
1 1889 1591 1582 0 -9
1 1890 1591 1582 2 -9
1 1891 1591 1582 2 -9
1 1892 0 0 1 -9
1 1893 0 0 2 -9
1 1894 1556 432 2 -9
903 1895 0 0 1 -9
1 1896 0 0 1 -9
904 1897 0 0 2 -9
905 1898 0 0 2 -9
1 1899 0 0 1 -9
1 1900 0 0 2 -9
906 1901 0 0 1 -9
907 1902 0 0 1 -9
891 1903 0 0 1 -9
908 1904 0 0 2 -9
1 1905 0 0 2 -9
909 1906 0 0 2 -9
910 1907 0 0 2 -9
1 1908 0 0 1 -9
911 1909 0 0 2 -9
912 1910 0 0 2 -9
1 1911 0 0 1 -9
1 1912 0 0 1 -9
1 1913 0 0 1 -9
912 1914 0 0 1 -9
1 1915 0 0 1 -9
1 1916 0 0 1 -9
1 1917 0 0 2 -9
913 1918 0 0 2 -9
914 1919 0 0 2 -9
1 1920 0 0 2 -9
1 1921 0 0 1 -9
1 1922 0 0 2 -9
915 1923 0 0 1 -9
