Fam ID Dad Mom Sex Pheno
1 736 787 2731 2 -9
1 737 5891 2186 1 -9
1 738 5891 2186 2 -9
1 739 5891 2186 1 -9
1 740 5891 2186 1 -9
1 741 2429 2462 2 -9
1 742 2429 2462 1 -9
1 743 2429 2462 2 -9
1 744 3229 206 1 -9
1 745 3229 206 1 -9
1 746 733 6812 2 -9
1 747 733 6812 2 -9
1 748 733 6812 2 -9
1 749 733 6812 2 -9
1 750 3428 3048 1 -9
1 751 3428 3048 1 -9
1 752 3428 3048 1 -9
217 753 6865 758 1 -9
217 754 6865 758 1 -9
217 755 6865 758 1 -9
1 756 993 511 1 -9
1 757 993 511 2 -9
217 758 0 0 2 -9
1 759 790 789 1 -9
1 760 790 789 1 -9
1 761 2454 2445 1 -9
1 762 2454 2445 1 -9
1 763 2454 2445 1 -9
1 764 2454 2445 1 -9
1 765 3303 3493 1 -9
1 766 3303 3493 1 -9
1 767 3303 3493 1 -9
1 768 3205 2885 2 -9
1 769 3205 2885 2 -9
1 770 3205 2885 2 -9
1 771 3205 2885 1 -9
1 772 788 2687 2 -9
1 773 788 2687 1 -9
1 774 788 2687 1 -9
1 775 2223 2640 2 -9
1 776 2223 2640 2 -9
1 777 2223 2640 2 -9
1 778 0 0 1 -9
1 779 0 0 2 -9
1 780 2228 2036 2 -9
1 781 2228 2036 1 -9
1 782 6821 3587 0 -9
1 783 6821 3587 0 -9
1 784 2508 3150 0 -9
218 785 0 0 1 -9
1 786 0 0 2 -9
1 787 2047 2207 1 -9
1 788 1892 2067 1 -9
1 789 1694 26 2 -9
1 790 0 0 1 -9
219 791 0 0 2 -9
220 792 0 0 0 -9
221 793 0 0 0 -9
222 794 0 0 0 -9
1 795 6908 471 2 -9
223 796 0 0 0 -9
224 797 0 0 0 -9
1 798 0 0 2 -9
1 799 2850 2542 0 -9
1 800 2850 2542 0 -9
1 801 1025 3274 0 -9
1 802 1025 3274 0 -9
1 803 260 1339 0 -9
1 804 260 1339 0 -9
1 805 859 2843 1 -9
263 806 0 0 0 -9
1 807 0 0 2 -9
1 808 0 0 1 -9
1 809 6890 6889 2 -9
264 810 0 0 1 -9
265 811 0 0 2 -9
266 812 0 0 0 -9
267 813 0 0 0 -9
268 814 0 0 1 -9
269 815 0 0 0 -9
270 816 0 0 2 -9
1 817 0 0 1 -9
1 818 1912 1054 1 -9
1 819 1912 1054 1 -9
1 820 2884 1383 1 -9
1 821 1314 3515 1 -9
1 822 1314 3515 1 -9
1 823 1314 3515 1 -9
1 824 1314 3515 1 -9
1 825 2324 1380 1 -9
1 826 2324 1380 2 -9
1 827 2324 1380 1 -9
1 828 2324 1380 2 -9
1 829 997 1359 2 -9
1 830 997 1359 1 -9
1 831 997 1359 1 -9
1 832 2850 2542 2 -9
1 833 2850 2542 0 -9
1 834 2850 2542 1 -9
1 835 2850 2542 2 -9
1 836 1025 2859 2 -9
1 837 1025 2859 2 -9
1 838 3149 3395 1 -9
1 839 3149 3395 1 -9
1 840 3149 3395 1 -9
1 841 3543 276 0 -9
1 842 3543 276 0 -9
1 843 3387 1122 0 -9
1 844 3387 1122 0 -9
1 845 859 2843 0 -9
1 846 859 2843 0 -9
1 847 859 2843 1 -9
1 848 859 2843 0 -9
1 849 1006 3368 1 -9
1 850 1006 3368 1 -9
1 851 1006 3368 1 -9
1 852 1006 3368 1 -9
1 853 2308 879 0 -9
1 854 2308 879 0 -9
1 855 2802 3122 1 -9
1 856 2802 3122 2 -9
1 857 2802 3122 1 -9
1 858 2802 3122 2 -9
1 859 1579 2141 1 -9
1 860 3390 1002 0 -9
1 861 3390 1002 0 -9
1 862 1032 3249 1 -9
1 863 1032 3249 2 -9
1 864 2940 2874 2 -9
1 865 2940 2874 2 -9
1 866 2940 2874 2 -9
1 867 2940 2874 2 -9
1 868 2176 3400 1 -9
1 869 2176 3400 1 -9
1 870 3396 3193 1 -9
1 871 3533 3422 2 -9
1 872 3533 3422 1 -9
1 873 3533 3422 1 -9
1 874 3191 3064 2 -9
1 875 3191 3064 0 -9
1 876 2004 6750 0 -9
1 877 2004 6750 0 -9
1 878 2004 6750 2 -9
1 879 1896 422 2 -9
1 880 1947 2303 1 -9
1 881 3156 1126 2 -9
1 882 3156 1126 2 -9
1 883 3156 1126 2 -9
1 884 3156 1126 1 -9
1 885 2625 3332 2 -9
1 886 2625 3332 1 -9
1 887 2625 3332 1 -9
1 888 3560 3419 2 -9
1 889 1303 1271 1 -9
1 890 1303 1271 2 -9
1 891 1911 2892 1 -9
271 892 0 0 0 -9
272 893 0 0 0 -9
273 894 0 0 0 -9
274 895 0 0 0 -9
1 896 588 1718 0 -9
1 897 0 0 1 -9
1 898 3288 3276 1 -9
1 899 3288 3276 2 -9
1 900 312 2492 1 -9
1 901 312 2492 2 -9
1 902 312 2492 1 -9
1 903 312 2492 2 -9
1 904 3219 2633 2 -9
1 905 3219 2633 2 -9
1 906 3219 2633 2 -9
1 907 5891 2186 1 -9
1 908 5891 2186 2 -9
1 909 5891 2186 2 -9
1 910 5891 2186 2 -9
1 911 2097 3150 2 -9
1 912 1100 3150 2 -9
1 913 1999 3232 1 -9
1 914 1999 3232 2 -9
1 915 1999 3232 2 -9
1 916 2151 3500 1 -9
1 917 2151 3500 1 -9
1 918 2097 3488 2 -9
1 919 2097 3488 1 -9
1 920 2097 3488 1 -9
1 921 2097 3488 2 -9
1 922 2429 2462 1 -9
1 923 2429 2462 2 -9
1 924 588 3235 2 -9
1 925 2191 3065 2 -9
1 926 2191 3065 1 -9
1 927 2191 3065 1 -9
1 928 2191 3065 2 -9
1 929 1899 2083 2 -9
1 930 1899 2083 1 -9
1 931 1899 2083 2 -9
1 932 1899 2083 1 -9
1 933 2455 1261 2 -9
1 934 2455 1261 2 -9
1 935 2455 1261 2 -9
1 936 2455 1261 2 -9
1 937 3452 3277 1 -9
1 938 3452 3277 1 -9
1 939 3505 786 2 -9
1 940 2027 2237 1 -9
1 941 2027 2237 1 -9
1 942 2027 2237 1 -9
1 943 2027 2237 1 -9
1 944 3295 2665 1 -9
1 945 3295 2665 2 -9
1 946 2738 3502 2 -9
1 947 2738 3502 2 -9
1 948 1005 2704 2 -9
1 949 1005 2704 1 -9
1 950 1005 2704 1 -9
1 951 2788 133 2 -9
1 952 2788 133 2 -9
1 953 2788 133 2 -9
1 954 2228 2036 2 -9
1 955 2228 2036 2 -9
1 956 2228 2036 2 -9
1 957 790 789 2 -9
1 958 790 789 2 -9
1 959 790 789 2 -9
1 960 788 2687 1 -9
1 961 788 2687 2 -9
1 962 788 2687 1 -9
1 963 788 2687 2 -9
1 964 3680 779 1 -9
1 965 3680 779 2 -9
1 966 3680 779 2 -9
1 967 1265 3228 2 -9
1 968 715 3228 2 -9
1 969 715 3228 1 -9
1 970 3412 2654 1 -9
1 971 3412 2654 2 -9
1 972 3412 2654 1 -9
1 973 5268 296 2 -9
1 974 2013 2607 1 -9
1 975 2013 2607 1 -9
1 976 2013 2607 1 -9
1 977 2223 2640 1 -9
1 978 2223 2640 1 -9
1 979 3687 3260 1 -9
1 980 3687 3260 1 -9
1 981 3687 3260 2 -9
1 982 3681 3544 1 -9
1 983 3681 3544 2 -9
