1063-43429,1
1063-43430,1
1063-43431,1
1063-43432,1
1063-43433,1
1063-43434,1
1063-43435,2
1063-43436,1
1063-43437,2
1063-43438,2
1063-43439,1
1063-43440,1
1063-43441,2
1063-43442,2
1063-43443,1
1063-43444,2
1063-43445,2
1063-43446,2
1063-43447,1
1063-43448,1
1063-43449,1
1063-43450,2
1063-43451,2
1063-43452,2
1063-43453,1
1063-43454,1
1063-43455,1
1063-43456,1
1063-43457,1
1063-43458,1
1063-43459,1
1063-43460,1
1063-43461,1
1063-43462,1
1063-43463,2
1063-43464,1
1063-43465,2
1063-43466,1
1063-43467,2
1063-43468,1
1063-43469,1
1063-43470,2
1063-43471,1
1063-43472,2
1063-43473,2
1063-43474,2
1063-43475,2
1063-43476,2
1063-43477,1
1063-43478,1
1063-43479,1
1063-43480,2
1063-43481,1
1063-43482,1
1063-43483,2
1063-43484,1
1063-43485,1
1063-43486,1
1063-43487,2
1063-43488,2
1063-43489,1
1063-43490,2
1063-43491,2
1063-43492,2
1063-43493,1
1063-43494,2
1063-43495,1
1063-43496,1
1063-43497,2
1063-43498,1
1063-43499,2
1063-43500,1
1063-43501,2
1063-43502,1
1063-43503,1
1063-43504,1
1063-43505,2
1063-43506,1
1063-43507,1
1063-43508,2
1063-43509,1
1063-43510,2
1063-43511,1
1063-43512,2
1063-43513,2
1063-43514,2
1063-43515,2
1063-43516,1
1063-43517,2
1063-43518,2
1063-43519,2
1063-43520,2
1063-43521,2
1063-43522,1
1063-43523,2
1063-43524,2
1063-43525,1
1063-43526,1
1063-43527,2
1063-43528,1
1063-43529,1
1063-43530,2
1063-43531,1
1063-43532,2
1063-43533,2
1063-43534,2
1063-43535,1
1063-43536,1
1063-43537,2
1063-43538,2
1063-43539,1
1063-43540,2
1063-43541,1
1063-43542,2
1063-43543,2
1063-43544,2
1063-43545,2
1063-43546,1
1063-43547,1
1063-43548,2
1063-43549,1
1063-43550,1
1063-43551,1
1063-43552,1
1063-43553,1
1063-43554,2
1063-43555,2
1063-43556,2
1063-43557,2
1063-43558,1
1063-43559,1
1063-43560,2
1063-43561,2
1063-43562,2
1063-43563,2
1063-43564,2
1063-43565,2
1063-43566,2
1063-43567,2
1063-43568,2
1063-43569,1
1063-43570,2
1063-43571,1
1063-43572,2
1063-43573,1
1063-43574,2
1063-43575,2
1063-43576,2
1063-43577,2
1063-43578,1
1063-43579,1
1063-43580,2
1063-43581,1
1063-43582,2
1063-43583,1
1063-43584,1
1063-43585,1
1063-43586,1
1063-43587,1
1063-43588,1
1063-43589,1
1063-43590,2
1063-43591,1
1063-43592,2
1063-43593,2
1063-43594,1
1063-43595,2
1063-43596,1
1063-43597,1
1063-43598,1
1063-43599,1
1063-43600,1
1063-43754,2
1063-48543,1
1063-48601,2
1063-48602,1
1063-48603,2
1063-48604,1
1063-48605,2
1063-48606,1
1063-48607,2
1063-48608,1
1063-48609,2
1063-48610,2
1063-48611,1
1063-48612,1
1063-48613,1
1063-48614,1
1063-48615,2
1063-48616,1
1063-48617,2
1063-48618,2
1063-48619,1
1063-48620,1
1063-48621,2
1063-48622,2
1063-48623,1
1063-48624,1
1063-48625,1
1063-48626,2
1063-48627,1
1063-48628,2
1063-48629,1
1063-48630,1
1063-48631,1
1063-48632,1
1063-48633,2
1063-48634,2
1063-48635,2
1063-48636,2
1063-48637,2
1063-48638,2
1063-48639,1
1063-48640,1
1063-48641,2
1063-48642,2
1063-48643,2
1063-48644,2
1063-48645,1
1063-48646,2
1063-48647,2
1063-48648,1
1063-48649,1
1063-48650,1
1063-48651,2
1063-48652,1
1063-48653,2
1063-48654,2
1063-48655,1
1063-48656,1
1063-48657,1
1063-48658,2
1063-48659,1
1063-48660,1
1063-48661,2
1063-48662,1
1063-48663,2
1063-48664,2
1063-48665,1
1063-48666,1
1063-48667,1
1063-48668,2
1063-48669,1
1063-48670,2
1063-48671,2
1063-48672,2
1063-48673,2
1063-48674,2
1063-48675,1
1063-48676,1
1063-48677,1
1063-48678,2
1063-48679,1
1063-48680,1
1063-48681,1
1063-48682,1
1063-48683,1
1063-48684,2
1063-48685,1
1063-48686,2
1063-48687,1
1063-48688,2
1063-48689,1
1063-48690,1
1063-48691,2
1063-48692,2
1063-48693,2
1063-48694,1
1063-48695,2
1063-48696,2
1063-48697,1
1063-48698,1
1063-48699,2
1063-48700,2
1063-48901,2
1063-48902,2
1063-48903,2
1063-48904,1
1063-48905,1
1063-48906,1
1063-48907,1
1063-48908,1
1063-48909,1
1063-48910,1
1063-48911,1
1063-48912,2
1063-48913,1
1063-48914,1
1063-48915,1
1063-48916,2
1063-48917,1
1063-48918,2
1063-48919,2
1063-48920,2
1063-48921,2
1063-48922,2
1063-48923,2
1063-48924,1
1063-48925,1
1063-48926,1
1063-48927,1
1063-48928,1
1063-48929,2
1063-48930,1
1063-48931,2
1063-48932,2
1063-48933,2
1063-48934,1
1063-48935,2
1063-48936,2
1063-48937,2
1063-48938,2
1063-48939,2
1063-48940,2
1063-48941,1
1063-48942,1
1063-48943,2
1063-48944,2
1063-48945,1
1063-48946,2
1063-48947,2
1063-48948,2
1063-48949,2
1063-48950,1
1063-48951,2
1063-48952,1
1063-48953,1
1063-48954,2
1063-48955,2
1063-48956,1
1063-48957,1
1063-48958,2
1063-48959,1
1063-48960,2
1063-48961,2
1063-48962,2
1063-48963,2
1063-48964,1
1063-48965,1
1063-48966,2
1063-48967,1
1063-48968,2
1063-48969,1
1063-48970,2
1063-48971,2
1063-48972,2
1063-48973,2
1063-48974,1
1063-48975,2
1063-48976,2
1063-48977,2
1063-48978,2
1063-48979,1
1063-48980,2
1063-48981,2
1063-48982,1
1063-48983,1
1063-48984,2
1063-48985,2
1063-48986,1
1063-48987,2
1063-48988,1
1063-48989,2
1063-48990,1
1063-48991,1
1063-48992,2
1063-48993,1
1063-48994,2
1063-48995,2
1063-48996,2
1063-48997,1
1063-48998,2
1063-48999,1
1063-49000,1
1163-68201,1
1163-68202,2
1163-68203,2
1163-68204,1
1163-68205,1
1163-68206,1
1163-68207,1
1163-68208,1
1163-68209,2
1163-68210,1
1163-68211,1
1163-68212,1
1163-68213,1
1163-68214,1
1163-68215,2
1163-68216,1
1163-68217,1
1163-68218,1
1163-68219,2
1163-68220,1
1163-68221,2
1163-68222,1
1163-68223,1
1163-68224,1
1163-68225,1
1163-68226,2
1163-68227,2
1163-68228,1
1163-68229,1
1163-68230,2
1163-68231,1
1163-68232,2
1163-68233,2
1163-68234,2
1163-68235,1
1163-68236,2
1163-68237,1
1163-68238,2
1163-68239,2
1163-68240,2
1163-68241,1
1163-68242,2
1163-68243,2
1163-68244,1
1163-68245,1
1163-68246,1
1163-68247,2
1163-68248,1
1163-68249,1
1163-68250,2
1163-68251,2
1163-68252,1
1163-68253,1
1163-68254,1
1163-68255,1
1163-68256,2
1163-68257,2
1163-68258,2
1163-68259,1
1163-68260,2
1163-68261,2
1163-68262,2
1163-68263,1
1163-68264,1
1163-68265,2
1163-68266,2
1163-68267,2
1163-68268,2
1163-68269,1
1163-68270,1
1163-68271,2
1163-68272,1
1163-68273,2
1163-68274,1
1163-68275,1
1163-68276,2
1163-68277,1
1163-68278,2
1163-68279,1
1163-68280,2
1163-68281,2
1163-68282,1
1163-68283,2
1163-68284,2
1163-68285,2
1163-68285.1,2
1163-68286,2
1163-68287,2
1163-68288,2
1163-68289,2
1163-68290,2
1163-68291,1
1163-68292,2
1163-68293,1
1163-68294,2
1163-68295,2
1163-68296,1
1163-68297,2
1163-68298,2
1163-68299,1
1163-68300,1
1173-04901,1
1173-04902,1
1173-04903,1
1173-04904,2
1173-04905,2
1173-04906,2
1173-04907,2
1173-04908,2
1173-04909,1
1173-04910,1
1173-04911,2
1173-04912,2
1173-04913,2
1173-04914,2
1173-04915,2
1173-04916,2
1173-04917,2
1173-04918,1
1173-04919,2
1173-04921,1
1173-04922,2
1173-04923,2
1173-04924,1
1173-04925,2
1173-04926,2
1173-04927,2
1173-04928,1
1173-04929,2
1173-04930,1
1173-04931,2
1173-04932,1
1173-04933,2
1173-04934,2
1173-04935,2
1173-04936,1
1173-04937,1
1173-04938,2
1173-04939,2
1173-04940,2
1173-04941,1
1173-04942,1
1173-04943,1
1173-04944,1
1173-04945,1
1173-04946,2
1173-04947,2
1173-04948,1
1173-04949,1
1173-04950,1
1173-04951,2
1173-04952,1
1173-04953,2
1173-04954,2
1173-04955,1
1173-04956,2
1173-04957,2
1173-04958,2
1173-04959,2
1173-04960,1
1173-04961,1
1173-04962,1
1173-04963,1
1173-04964,1
1173-04965,1
1173-04966,2
1173-04967,2
1173-04968,2
1173-04969,1
1173-04970,1
1173-04971,2
1173-04972,2
1173-04973,1
1173-04974,2
1173-04975,1
1173-04976,2
1173-04977,1
1173-04978,2
1173-04979,1
1173-04980,2
1173-04981,1
1173-04982,1
1173-04983,1
1173-04984,1
1173-04985,1
1173-04986,2
1173-04987,2
1173-04988,2
1173-04989,1
1173-04990,2
1173-04991,1
1173-04992,1
1173-04993,2
1173-04994,1
1173-04995,1
1173-04996,1
1173-04997,1
1173-04998,1
1173-04999,2
1173-05000,2
1323-47978,2
1323-63736,1
1383-27155,2
1383-27250,2
1383-27285,2
1423-42601,2
1423-42605,1
1423-42618,2
1423-42640,1
1423-42665,2
1423-42668,1
1423-42680,1
1423-42684,2
1423-42691,2
1423-42697,2
1423-42713,2
1423-42714,1
1423-42735,2
1423-42776,1
1423-42821,2
1423-42825,1
1423-42885,1
1423-42893,2
1423-42894,2
1423-42897,2
1423-42898,1
1433-58304,2
1433-58305,2
1433-58306,2
1433-58307,2
1433-58308,2
1433-58309,1
1433-58310,1
1433-58311,1
1433-58315,2
1433-58316,1
1433-58317,1
1433-58318,2
1433-58319,1
1433-58320,2
1433-58321,2
1433-58322,2
1433-58323,1
1433-58324,2
1433-58325,2
1433-58326,2
1433-58327,1
1433-58328,1
1433-58329,2
1433-58330,2
1433-58331,2
1433-58332,2
1433-58333,1
1433-58334,2
1433-58335,2
1433-58336,1
1433-58337,1
1433-58338,1
1433-58339,1
1433-58340,1
1433-58342,2
1433-58343,2
1433-58344,2
1433-58345,2
1433-58346,1
1433-58347,2
1433-58348,1
1433-58349,2
1433-58350,1
1433-58351,1
1433-58352,1
1433-58353,2
1433-58354,2
1433-58355,2
1433-58356,2
1433-58357,1
1433-58358,1
1433-58359,1
1433-58360,2
1433-58361,1
1433-58363,2
1433-58364,1
1433-58365,2
1433-58366,2
1433-58367,1
1433-58368,1
1433-58369,2
1433-58370,1
1433-58371,2
1433-58372,2
1433-58373,1
1433-58374,2
1433-58375,2
1433-58376,1
1433-58377,2
1433-58378,1
1433-58379,1
1433-58380,1
1433-58381,1
1433-58382,1
1433-58383,1
1433-58384,1
1433-58385,2
1433-58386,1
1433-58387,1
1433-58388,2
1433-58389,2
1433-58390,1
1433-58391,2
1433-58392,2
1433-58393,1
1433-58394,1
1433-58395,2
1433-58396,1
1433-58397,2
1433-58398,2
1433-58399,1
1433-58400,2
1433-58407,2
1433-58417,2
1433-87405,2
1433-87410,2
1433-87412,2
1433-87417,2
1433-87421,1
1433-87424,1
1433-87426,1
1433-87427,1
1433-87429,2
1433-87437,2
1433-87443,2
1433-87452,1
1433-87503,1
1433-87504,1
1433-87512,1
1433-87516,2
1433-87518,1
1433-87520,1
1433-87522,2
1433-87526,1
1433-87529,1
1433-87542,1
1433-87551,1
1433-87565,2
1433-87568,2
1433-87581,1
1433-87592,2
1433-87595,1
1433-87596,1
1433-87597,2
1433-87602,2
1433-87604,2
1433-87606,2
1433-87608,2
1433-87610,1
1433-87611,2
1433-87613,2
1433-87617,2
1433-87620,2
1433-87622,1
1433-87623,1
1433-87636,2
1433-87639,1
1433-87640,1
1433-87641,1
1433-87646,2
1433-87649,1
1433-87654,2
1433-87659,1
1433-87698,1
1433-92044,1
1433-92930,1
1433-92935,2
1433-92937,2
1433-92938,2
1433-92944,2
1433-92946,1
1433-92948,1
1433-92951,2
1433-92983,1
1433-92986,2
1433-93031,1
1433-93034,1
1433-93038,2
1433-93041,2
1433-93088,1
1433-93100,2
1433-93116,1
1433-93121,2
1433-93125,1
1433-93151,1
1433-93152,1
1433-93163,2
1433-93183,2
1433-93185,2
1433-93186,1
1433-93187,2
1433-93193,1
1433-93198,2
1433-93200,1
1453-38901,2
1453-38902,1
1453-38903,2
1453-38904,2
1453-38905,2
1453-38906,2
1453-38907,2
1453-38908,1
1453-38909,1
1453-38910,1
1453-38911,2
1453-38912,1
1453-38913,2
1453-38914,2
1453-38916,2
1453-38917,1
1453-38918,2
1453-38919,2
1453-38920,2
1453-38921,1
1453-38922,2
1453-38923,1
1453-38924,2
1453-38925,2
1453-38926,1
1453-38927,1
1453-38928,2
1453-38929,2
1453-38930,1
1453-38931,1
1453-38932,2
1453-38933,2
1453-38935,1
1453-38936,2
1453-38937,1
1453-38938,1
1453-38939,2
1453-38940,1
1453-38940.1,1
1453-38941,1
1453-38942,2
1453-38943,1
1453-38944,2
1453-38945,2
1453-38946,2
1453-38947,2
1453-38948,1
1453-38949,2
1453-38950,1
1453-38951,2
1453-38952,2
1453-38953,1
1453-38954,2
1453-38955,2
1453-38956,2
1453-38957,1
1453-38958,2
1453-38959,2
1453-38960,2
1453-38961,1
1453-38962,2
1453-38963,1
1453-38964,1
1453-38965,2
1453-38966,1
1453-38967,2
1453-38968,1
1453-38969,1
1453-38970,1
1453-38972,1
1453-38973,2
1453-38974,2
1453-38975,2
1453-38976,1
1453-38977,2
1453-38978,1
1453-38979,1
1453-38980,1
1453-38981,1
1453-38982,2
1453-38983,1
1453-38984,2
1453-38985,1
1453-38986,2
1453-38987,1
1453-38988,1
1453-38989,2
1453-38990,2
1453-38991,1
1453-38992,1
1453-38993,1
1453-38994,1
1453-38995,1
1453-38996,1
1453-38997,1
1453-38998,1
1453-38999,1
1453-39000,1
1453-39001,2
1453-39002,2
1453-39003,1
1453-39005,2
1453-39006,1
1453-39007,2
1453-39008,1
1453-39009,2
1453-39010,2
1453-39011,2
1453-39012,2
1453-39013,2
1453-39015,1
1453-39016,1
1453-39017,2
1453-39018,1
1453-39019,2
1453-39020,1
1453-39021,2
1453-39022,1
1453-39023,1
1453-39024,1
1453-39025,2
1453-39026,2
1453-39027,1
1453-39028,2
1453-39029,2
1453-39030,1
1453-39031,1
1453-39032,1
1453-39033,1
1453-39034,1
1453-39035,1
1453-39036,2
1453-39037,2
1453-39038,2
1453-39039,2
1453-39040,1
1453-39041,2
1453-39042,1
1453-39043,1
1453-39044,1
1453-39045,1
1453-39046,2
1453-39047,2
1453-39048,1
1453-39049,1
1453-39050,2
1453-39051,1
1453-39052,2
1453-39053,2
1453-39054,2
1453-39055,2
1453-39056,2
1453-39057,2
1453-39058,2
1453-39059,2
